genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YDR300C	P32264	PRO1	47.16164	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.10052399763013e-07	2.1042727067059e-07	2.10188074822914e-07	1	4	0	1	1.00386692765821	1.00386739541191
YOR323C	P54885	PRO2	49.73991	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.72290628821977e-08	2.7278213888334e-08	2.72466152002226e-08	1	6	0	1	1.00052867301542	1.00052873668107
YJR069C	P47119	HAM1	22.09268	sce00230  Purine metabolism	1	1000	essential	2	2.66153991643022e-11	4.25918821857663e-09	1.5728024228112e-10	1	16	0	1	1.00000135498655	1.00000135564131
PAL2	P45724	PAL2	77.86		2	1000	tightly_const	2	1.90201334291896e-07	1.90201334292276e-07	1.90201334291896e-07	1	3	0	1	1.00008184613009	1.000081855979
C4H	Q84TQ4	C4H	57.937		2	1000	tightly_const	2	3.53862947519807e-07	3.53862947520514e-07	3.53862947519807e-07	1	7	0	1	1.000113311249	1.00011332538705
CHS	Q9FUB7	CHS	42.713		2	1000	tightly_const	2	1.44915302317635e-05	1.44915302317925e-05	1.44915302317635e-05	1	6	0	1	1.00343239297539	1.00343280806816
4CL2	Q9S725	4CL2	60.842		2	1000	tightly_const	2	2.02881423244689e-07	2.02881423245095e-07	2.02881423244689e-07	1	6	0	1	1.00006821923908	1.00006822794599
F3’H	Q9SBQ9	F3’H	56.936		2	1000	tightly_const	2	3.5802604102004e-08	3.58026041020756e-08	3.5802604102004e-08	1	7	0	1	1.00001126476575	1.00001126661221
F3H	Q06942	F3H	40.771		2	1000	tightly_const	2	0.00219111937104264	0.00219111937104703	0.00219111937104264	1	6	0	1	1.97506030110993	1.97529894883325
DFR	B9GRL5	DFR	38.699		2	1000	tightly_const	2	2.20480947402878e-08	2.20480947403319e-08	2.20480947402878e-08	1	5	0	1	1.00000471478839	1.0000047158471
LAR	Q4W2K4	LAR	38.019		2	1000	tightly_const	2	9.36375799590873e-06	9.36375799592746e-06	9.36375799590873e-06	1	6	0	1	1.00197124519571	1.00197148344583
YLR044C	P06169	PDC1	61.49468	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites	2	12.1849707585729	tightly_const	2	9.08320684378219e-07	9.11723702308123e-07	9.09971456316528e-07	1	17	0	1	1.08717523547864	1.16832751286381
YAL038W	P00549	CDC19	54.54404	sce00010  Glycolysis / Gluconeogenesis sce00230  Purine metabolism sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	2.44583665581211	essential	2	1.90103309715581e-06	2.04038548681301e-06	2.04016478386225e-06	1	6	0	1	1.0392049755463	1.10027199203977
YGR254W	P00924	ENO1	46.81564	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids sce03018  RNA degradation	2	2.29562525266644	essential	2	1.91458278569728e-06	2.09904234056237e-06	2.09696900923834e-06	1	5	0	1	1.02697107290574	1.08731294356252
YLR354C	P15019	TAL1	37.0359	sce00030  Pentose phosphate pathway sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.26367145104169	tightly_const	2	3.3022748807628e-06	3.30635114435788e-06	3.30390814247739e-06	1	6	0	1	1.04451849746995	1.10589952665571
