rxn_IDs	rxnNames	K_score	grRules	rxn_formula
r_1262_REV	spermine transport (reversible)	1000	YGR138C or YLL028W or YOR273C or YPR156C	H+[e] + spermine[c] => H+[c] + spermine[e]
r_0013No1	2,3-diketo-5-methylthio-1-phosphopentane degradation reaction (No1)	1000	YEL038W and YMR009W	5-(methylsulfanyl)-2,3-dioxopentyl phosphate[c] + 3 H2O[c] + 2.354e-05 prot_P32626[c] + 2.354e-05 prot_Q03677[c] => 4-methylthio-2-oxobutanoate[c] + formate[c] + 6 H+[c] + phosphate[c]
r_0075No1	5'-methylthioadenosine phosphorylase (No1)	1000	YLR017W	5'-S-methyl-5'-thioadenosine[c] + phosphate[c] + 0.0010684 prot_Q07938[c] => adenine[c] + S-methyl-5-thio-alpha-D-ribose 1-phosphate[c]
r_0086No1	5-methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase (No1)	1000	YJR024C	S-methyl-5-thio-D-ribulose 1-phosphate[c] + 1.6835e-05 prot_P47095[c] => 5-(methylsulfanyl)-2,3-dioxopentyl phosphate[c] + H2O[c]
r_0087No1	5-methylthioribose-1-phosphate isomerase (No1)	1000	YPR118W	S-methyl-5-thio-alpha-D-ribose 1-phosphate[c] + 1.6633e-08 prot_Q06489[c] => S-methyl-5-thio-D-ribulose 1-phosphate[c]
r_0139No1	adenine phosphoribosyltransferase (No1)	1000	YDR441C	pmet_r_0139[c] + 9.9206e-05 prot_P36973[c] => AMP[c] + diphosphate[c]
r_0145No1	adenosylmethionine decarboxylase (No1)	1000	YOL052C	H+[c] + S-adenosyl-L-methionine[c] + 0.0001634 prot_P21182[c] => carbon dioxide[c] + S-adenosylmethioninamine[c]
r_0468No1	glutamate 5-kinase (No1)	1000	YDR300C	ATP[c] + L-glutamate[c] + 2.4123e-05 prot_P32264[c] => ADP[c] + L-gamma-glutamyl phosphate[c]
r_0473No1	glutamate-5-semialdehyde dehydrogenase (No1)	1000	YOR323C	H+[c] + L-gamma-glutamyl phosphate[c] + NADPH[c] + 3.1271e-06 prot_P54885[c] => L-glutamic 5-semialdehyde[c] + NADP(+)[c] + phosphate[c]
r_0817No1	ornithine decarboxylase (No1)	1000	YKL184W	H+[c] + ornithine[c] + 6.6138e-05 prot_P08432[c] => carbon dioxide[c] + putrescine[c]
r_1001No1	spermidine synthase (No1)	1000	YPR069C	putrescine[c] + S-adenosylmethioninamine[c] + 0.0001462 prot_Q12074[c] => 5'-S-methyl-5'-thioadenosine[c] + H+[c] + spermidine[c]
r_1002No1	spermine synthase (No1)	1000	YLR146C	S-adenosylmethioninamine[c] + spermidine[c] + 8.6806e-06 prot_Q12455[c] => 5'-S-methyl-5'-thioadenosine[c] + H+[c] + spermine[c]
