genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage
YBL015W	P32316	ACH1	58.71137	sce00620  Pyruvate metabolism	1	1000	subOpt_isoenz	2	0	1.55355075594736e-09	0
YDR300C	P32264	PRO1	47.16164	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.10049323061897e-07	2.10433506672414e-07	2.10188074822914e-07
YDR380W	Q06408	ARO10	71.38357	sce00360  Phenylalanine metabolism	2	1000	opt_isoenz_tight	2	0	2.73960150244334e-08	2.73941269192603e-08
YER170W	P26364	ADK2	25.19373	sce00230  Purine metabolism sce00730  Thiamine metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	1	1000	subOpt_isoenz	2	0	3.59874306554512e-09	0
YOL086C	P00330	ADH1	36.84874	sce00010  Glycolysis / Gluconeogenesis sce00071  Fatty acid degradation sce00350  Tyrosine metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	1	1000	subOpt_isoenz	2	0	3.38033877142355e-10	0
YOR323C	P54885	PRO2	49.73991	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.72308252955723e-08	2.7279759385314e-08	2.72466152002226e-08
YJR069C	P47119	HAM1	22.09268	sce00230  Purine metabolism	1	1000	essential	2	2.66075644074966e-11	4.25250226928859e-09	1.5728024228112e-10
YDR452W	Q04119	PPN1	78.34335	sce00NNN  None	1	1000	opt_isoenz	2	0	1.15779121570517e-09	1.59461388661699e-12
CYP76AD1	I3PFJ5	CYP76AD1	56.212		2	1000	tightly_const	2	0.000542403713001353	0.000542403713002438	0.000542403713001353
DODC	Q88JU5	DODC	51.444		2	1000	tightly_const	2	1.67408553395479e-07	1.67408553395814e-07	1.67408553395479e-07
NCS	B6E2Z2	NCS	26.001		2	1000	tightly_const	2	5.19543786399764e-08	5.19543786400803e-08	5.19543786399764e-08
6OMT	Q6WUC1	6OMT	38.511		2	1000	tightly_const	2	3.76669245139828e-06	3.76669245140582e-06	3.76669245139828e-06
