genes	enzymes	shortNames	MWs	actions	k_scores
YBL015W	P32316	ACH1	58.71137	1	1000
YBR145W	P38113	ADH5	37.64764	1	1000
YBR252W	P33317	DUT1	15.30716	1	1000
YDR300C	P32264	PRO1	47.16164	1	1000
YDR380W	Q06408	ARO10	71.38357	1	1000
YER170W	P26364	ADK2	25.19373	1	1000
YOL086C	P00330	ADH1	36.84874	1	1000
YOR323C	P54885	PRO2	49.73991	1	1000
YJR069C	P47119	HAM1	22.09268	1	1000
YDR452W	Q04119	PPN1	78.34335	1	1000
CYP76AD1	I3PFJ5	CYP76AD1	56.212	1	1000
DODC	Q88JU5	DODC	51.444	1	1000
NCS	B6E2Z2	NCS	26.001	1	1000
6OMT	Q6WUC1	6OMT	38.511	1	1000
CNMT	Q7XB08	CNMT	41.032	1	1000
CYP80B1	O64899	CYP80B1	54.644	1	1000
4"OMT	Q7XB11	4"OMT	39.402	1	1000
YLR044C	P06169	PDC1	61.49468	1	15.899150384941
YGR087C	P26263	PDC6	61.57964	1	15.899150384941
YLR134W	P16467	PDC5	61.91138	1	15.899150384941
YAL038W	P00549	CDC19	54.54404	1	2.41352750950634
YOR347C	P52489	PYK2	55.19478	1	2.41352750950634
YGR254W	P00924	ENO1	46.81564	1	2.25556168398272
YHR174W	P00925	ENO2	46.91368	1	2.25556168398272
YKL152C	P00950	GPM1	27.60828	1	2.25556168398272
YMR323W	P42222	ERR3	47.31216	1	2.25556168398272
YOR393W	P0CX10	ERR1	47.32712	1	2.25556168398272
YPL281C	P0CX11	ERR2	47.32712	1	2.25556168398272
YOR283W	Q12040	YOR283W	26.17622	1	2.25556168398272
YLR354C	P15019	TAL1	37.0359	1	1.2443890303807
YGR043C	P53228	NQM1	37.25314	1	1.2443890303807
YGR240C	P16861	PFK1	107.96906	1	1.21137819527518
YKL060C	P14540	FBA1	39.62024	1	1.21137819527518
YMR205C	P16862	PFK2	104.61673	1	1.21137819527518
YER141W	P40086	COX15	54.65792	0	0.145891666666667
YOL126C	P22133	MDH2	40.7305	0	0.138610022067666
YBL039C	P28274	URA7	64.70953	0	0.133931198022575
YJR103W	P38627	URA8	64.50989	0	0.133931198022575
