genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage
YBL015W	P32316	ACH1	58.71137	1	1000	subOpt_isoenz	2	0	1.57446601733965e-09	0
YBL098W	P38169	BNA4	52.42905	2	1000	tightly_const	2	8.72050788355749e-08	8.72050818458249e-08	8.72050788355782e-08
YBR145W	P38113	ADH5	37.64764	1	1000	subOpt_isoenz	2	0	8.20814684902898e-10	0
YBR252W	P33317	DUT1	15.30716	1	1000	subOpt_isoenz	2	0	6.32693557474999e-09	0
YDR300C	P32264	PRO1	47.16164	2	1000	tightly_const	2	2.10047357929943e-07	2.10436514492746e-07	2.10188074822914e-07
YDR428C	Q04066	BNA7	29.99102	2	1000	tightly_const	2	1.09954645464197e-09	1.09975602716381e-09	1.09954645464197e-09
YEL041W	P32622	YEF1	55.87302	2	1000	essential	2	1.06950233275073e-08	1.25977760185818e-08	1.09954645464197e-08
YER170W	P26364	ADK2	25.19373	1	1000	subOpt_isoenz	2	0	3.73225249650816e-09	0
YFR047C	P43619	BNA6	32.36461	2	1000	tightly_const	2	2.95044614815953e-08	2.95044638437657e-08	2.95044614815953e-08
YGR010W	P53204	NMA2	44.90875	2	1000	opt_isoenz_tight	2	0	7.34547831238551e-08	7.34547734995816e-08
YHR074W	P38795	QNS1	80.68505	2	1000	essential	2	2.76604445883016e-08	2.8802707747785e-08	2.76604445883016e-08
YJR025C	P47096	BNA1	20.23471	2	1000	tightly_const	2	7.08106310802708e-09	7.08106118487483e-09	7.08106310802708e-09
YJR049C	P21373	UTR1	59.4686	1	1000	subOpt_isoenz	2	0	1.87353185404227e-09	0
YJR078W	P47125	BNA2	50.77489	2	1000	tightly_const	2	1.47521988759818e-08	1.47706429264705e-08	1.47521988759818e-08
YLR231C	Q05979	BNA5	51.03155	2	1000	essential	2	5.05790859298229e-08	5.15769634830309e-08	5.05790859298251e-08
YLR328W	Q06178	NMA1	45.85872	1	1000	subOpt_isoenz	2	0	7.34547811856573e-08	0
YOL086C	P00330	ADH1	36.84874	1	1000	subOpt_isoenz	2	0	3.43983150259772e-10	0
YOR323C	P54885	PRO2	49.73991	2	1000	tightly_const	2	2.72283814836428e-08	2.72800453438481e-08	2.72466152002226e-08
YJR069C	P47119	HAM1	22.09268	1	1000	essential	2	2.17597511734348e-11	4.41340328442366e-09	1.5728024228112e-10
YDR452W	Q04119	PPN1	78.34335	1	1000	opt_isoenz	2	0	1.19964311469506e-09	1.59461388661699e-12
D12D	Q9Y8H5	D12D	46.001	2	1000	tightly_const	2	0.000318648158509368	0.000318648542991149	0.000318648158509368
FAD3	D5KSD6	FAD3	47.718	2	1000	tightly_const	2	0.000318648158509368	0.000318648490266699	0.000318648158509368
D6D	A0A1Y5I9G7	D6D	51.674	2	1000	tightly_const	2	0.000318648158509368	0.000318648542991149	0.000318648158509368
D6E	D5KSD4	D6E	36.746	2	1000	tightly_const	2	0.000318648158509368	0.000318648542991149	0.000318648158509368
D5D	HQ678517	D5D	59.89	2	1000	tightly_const	2	0.000318648158509368	0.000318648542991149	0.000318648158509368
YGR087C	P26263	PDC6	61.57964	1	12.10272352441	subOpt_isoenz	2	0	2.66374974292841e-09	0
YLR044C	P06169	PDC1	61.49468	2	12.10272352441	tightly_const	2	9.35433302931212e-07	9.42142590582232e-07	9.37147754908745e-07
YLR134W	P16467	PDC5	61.91138	1	12.10272352441	subOpt_isoenz	2	0	2.63893492728477e-09	0
YAL038W	P00549	CDC19	54.54404	2	2.44996472612009	essential	2	1.90168837071446e-06	2.04649403203142e-06	2.04599036974975e-06
YOR347C	P52489	PYK2	55.19478	1	2.44996472612009	subOpt_isoenz	2	0	1.44482559493277e-07	0
YHR174W	P00925	ENO2	46.91368	1	2.29530616176331	subOpt_isoenz	2	0	2.84059127762392e-09	0
YKL152C	P00950	GPM1	27.60828	1	2.29530616176331	subOpt_isoenz	2	0	9.88943361828621e-09	0
YMR323W	P42222	ERR3	47.31216	1	2.29530616176331	subOpt_isoenz	2	0	1.89346052086233e-07	0
YOR393W	P0CX10	ERR1	47.32712	1	2.29530616176331	subOpt_isoenz	2	0	1.83830399740469e-07	0
YPL281C	P0CX11	ERR2	47.32712	1	2.29530616176331	subOpt_isoenz	2	0	1.83830399740469e-07	0
YOR283W	Q12040	YOR283W	26.17622	2	2.29530616176331	essential	2	5.72796201740047e-07	5.83222471645295e-07	5.79581469279555e-07
YGR254W	P00924	ENO1	46.81564	2	2.29530616176331	essential	2	1.909928125523e-06	2.10124384244225e-06	2.09909204776784e-06
YLR354C	P15019	TAL1	37.0359	2	1.26473056012088	tightly_const	2	3.30121588874092e-06	3.30707063170192e-06	3.30291178488673e-06
YGR043C	P53228	NQM1	37.25314	1	1.26473056012088	subOpt_isoenz	2	0	3.61764699998587e-09	0
YGR240C	P16861	PFK1	107.96906	1	1.22798971691224	subOpt_isoenz	2	0	3.84400689439141e-09	0
YKL060C	P14540	FBA1	39.62024	1	1.22798971691224	subOpt_isoenz	2	0	3.9875246582594e-09	0
YMR205C	P16862	PFK2	104.61673	2	1.22798971691224	tightly_const	2	6.90877855637315e-07	6.94175628850553e-07	6.93889712393209e-07
YDR050C	P00942	TPI1	26.79508	2	1.22751388896368	essential	2	2.85043166587128e-08	3.20131285723496e-08	2.85102839053919e-08
YCR012W	P00560	PGK1	44.73787	2	1.22608205869512	tightly_const	2	9.15167578284533e-07	9.17361907069833e-07	9.15263930340002e-07
YGR192C	P00359	TDH3	35.74626	1	1.22608205869512	subOpt_isoenz	2	0	3.82656009973325e-09	0
YJL052W	P00360	TDH1	35.74956	2	1.22608205869512	tightly_const	2	1.69351471140776e-05	1.69436383810479e-05	1.69386941323791e-05
YJR009C	P00358	TDH2	35.84645	1	1.22608205869512	subOpt_isoenz	2	0	6.15083330590189e-09	0
YBR196C	P12709	PGI1	61.29832	2	1.19335775387998	tightly_const	2	3.78862899956504e-07	3.80396171939493e-07	3.78891872171437e-07
YER091C	P05694	MET6	85.85892	0	0.293884450454309	tightly_const	0	6.44185258106294e-07	6.44254063492338e-07	6.44226117841574e-07
YGL125W	P53128	MET13	68.55958	0	0.293884450454309	opt_isoenz_tight	0	0	1.40972096627991e-08	1.4092433644586e-08
YPL023C	P46151	MET12	73.94088	0	0.293884450454309	subOpt_isoenz	0	0	1.40931820753498e-08	0
YDR502C	P19358	SAM2	42.2555	0	0.293827460547136	subOpt_isoenz	0	0	2.22558827929479e-09	0
YER043C	P39954	SAH1	49.12498	0	0.293827460547136	tightly_const	0	1.9108786109273e-06	1.91163602107053e-06	1.91105956507182e-06
YJR105W	P47143	ADO1	36.37191	0	0.293827460547136	tightly_const	0	5.90857815683186e-08	5.96815435746425e-08	5.92051978551671e-08
YLR180W	P10659	SAM1	41.81793	0	0.293827460547136	tightly_const	0	2.58956904770795e-06	2.59038622565925e-06	2.58960509176977e-06
YGL202W	P53090	ARO8	56.17728	0	0.289151367287806	essential	0	1.05525744870766e-08	1.46068225740647e-08	1.04920062682177e-08
YKL085W	P17505	MDH1	35.64959	0	0.286566326671867	essential	0	9.38150077083562e-08	9.69572956925886e-08	9.39306808374027e-08
YGL062W	P11154	PYC1	130.09827	0	0.282091917129264	opt_isoenz_tight	0	0	5.11625067512701e-07	5.1131554832245e-07
YBR218C	P32327	PYC2	130.16549	0	0.282091917129264	subOpt_isoenz	0	0	5.11507918101411e-07	0
YHR137W	P38840	ARO9	58.52706	0	0.280480069908387	essential	0	7.58221620434381e-09	9.27892452405973e-09	7.60316390785563e-09
YHR002W		LEU5	NaN	0	0.27887829069483		0	NaN	NaN	NaN
YJR095W		SFC1	NaN	0	0.27783		0	NaN	NaN	NaN
YMR267W	P28239	PPA2	35.57213	0	0.276256047586428	tightly_const	0	4.45246926455598e-07	4.45691561509474e-07	4.45620525140444e-07
YOR222W		ODC2	NaN	0	0.266970219136635		0	NaN	NaN	NaN
YPL134C		ODC1	NaN	0	0.266970219136635		0	NaN	NaN	NaN
YCR053W	P16120	THR4	57.47349	0	0.265467538759236	tightly_const	0	1.47899307002532e-09	1.47963416780067e-09	1.47928085785454e-09
YDR158W	P13663	HOM2	39.54334	0	0.265467538759236	tightly_const	0	3.17963280566171e-08	3.18222165883036e-08	3.17991021799316e-08
YER052C	P10869	HOM3	58.10913	0	0.265467538759236	tightly_const	0	2.65870947675629e-08	2.65942871738527e-08	2.65879369377878e-08
YHR025W	P17423	THR1	38.71215	0	0.265467538759236	tightly_const	0	1.47732504051046e-07	1.48041849133761e-07	1.47928085785454e-07
YJR139C	P31116	HOM6	38.50163	0	0.265467538759236	tightly_const	0	2.67226750646029e-07	2.67497478855241e-07	2.67291668163482e-07
YDL066W	P21954	IDP1	48.18986	0	0.261874316500043	tightly_const	0	4.00635940044359e-07	4.0363175177304e-07	4.01734122422185e-07
YBL039C	P28274	URA7	64.70953	0	0.258201785040243	subOpt_isoenz	0	0	3.67414789396322e-08	0
YJR103W	P38627	URA8	64.50989	0	0.258201785040243	opt_isoenz	0	0	3.67652964112308e-08	3.63823566410979e-08
YOL126C	P22133	MDH2	40.7305	0	0.2471519253708	essential	0	1.41439211743924e-09	3.67904471270448e-09	1.41511427782345e-09
YER086W	P00927	ILV1	63.83052	0	0.243030740209028	tightly_const	0	1.11362065597246e-08	1.12385229400027e-08	1.12292310272731e-08
YDL085W	Q07500	NDE2	61.65854	0	0.222157327287442	essential	0	8.95207564759405e-07	9.81363066177905e-07	9.80176872456366e-07
YMR145C	P40215	NDE1	62.77345	0	0.222157327287442	subOpt_isoenz	0	0	8.43387296722906e-08	0
YKL029C	P36013	MAE1	74.37529	0	0.211207991940569	tightly_const	0	1.63331486475272e-08	1.64784945979062e-08	1.63345741012073e-08
YDR503C	Q04396	LPP1	31.58604	0	0.207961799890096	essential	0	8.34996140038049e-10	1.1066442963545e-09	9.53795898879539e-10
Q0045	P00401	COX1	58.79755	0	0.196836893069963	tightly_const	0	1.58888234497433e-06	1.58941877450839e-06	1.58913579853567e-06
Q0250	P00410	COX2	28.5669	0	0.196836893069963	tightly_const	0	1.58888234497433e-06	1.58941877450839e-06	1.58913579853567e-06
Q0275	P00420	COX3	30.35941	0	0.196836893069963	tightly_const	0	1.58888234497433e-06	1.58941877450839e-06	1.58913579853567e-06
YDL067C	P07255	COX9	6.96313	0	0.196836893069963	tightly_const	0	1.58888234497433e-06	1.58941877450839e-06	1.58913579853567e-06
YGL187C	P04037	COX4	17.1424	0	0.196836893069963	tightly_const	0	1.58888279116081e-06	1.58916830912885e-06	1.58913579853567e-06
YGL191W	P32799	COX13	15.02097	0	0.196836893069963	tightly_const	0	1.58888279116081e-06	1.58916830912885e-06	1.58913579853567e-06
YHR051W	P00427	COX6	17.34139	0	0.196836893069963	tightly_const	0	1.58888279116081e-06	1.58916830912885e-06	1.58913579853567e-06
YIL111W	P00425	COX5B	17.1965	0	0.196836893069963	tightly_const	0	1.58888279116081e-06	1.58916830912885e-06	1.58913579853567e-06
YLR038C	Q01519	COX12	9.78778	0	0.196836893069963	tightly_const	0	1.58888279116081e-06	1.58916830912885e-06	1.58913579853567e-06
YLR395C	P04039	COX8	8.90656	0	0.196836893069963	tightly_const	0	3.17776081469049e-06	3.17833292092622e-06	3.17826762963748e-06
YMR256C	P10174	COX7	6.9323	0	0.196836893069963	tightly_const	0	1.58888279116081e-06	1.58916830912885e-06	1.58913579853567e-06
YBL045C	P07256	COR1	50.22724	0	0.195588148181835	tightly_const	0	5.00858223376438e-06	5.00947285787488e-06	5.00938118719771e-06
YDR529C	P00128	QCR7	14.56466	0	0.195588148181835	tightly_const	0	5.00858223376438e-06	5.00947285787488e-06	5.00938118719771e-06
YEL024W	P08067	RIP1	23.36479	0	0.195588148181835	tightly_const	0	5.00858223376438e-06	5.00947285787488e-06	5.00938118719771e-06
YFR033C	P00127	QCR6	17.25682	0	0.195588148181835	tightly_const	0	5.00858223376438e-06	5.00947285787488e-06	5.00938118719771e-06
YGR183C	P22289	QCR9	7.47622	0	0.195588148181835	tightly_const	0	5.00858223376438e-06	5.00947285787488e-06	5.00938118719771e-06
YHR001W-A	P37299	QCR10	8.59285	0	0.195588148181835	tightly_const	0	5.00858223376438e-06	5.00947285787488e-06	5.00938118719771e-06
YJL166W	P08525	QCR8	10.97437	0	0.195588148181835	tightly_const	0	5.00858223376438e-06	5.00947285787488e-06	5.00938118719771e-06
YOR065W	P07143	CYT1	34.05423	0	0.195588148181835	tightly_const	0	5.00858223376438e-06	5.00947285787488e-06	5.00938118719771e-06
