genes	enzymes	shortNames	MWs	actions	k_scores
YBR166C	P20049	TYR1	50.92272	1	1000
YCR010C		ADY2	NaN	1	1000
YDR127W	P08566	ARO1	174.75305	1	1000
YEL046C	P37303	GLY1	42.81463	1	1000
YER073W	P40047	ALD5	56.69214	1	1000
YGL148W	P28777	ARO2	40.83793	1	1000
YGR155W	P32582	CYS4	56.02121	1	1000
YKL106W	Q01802	AAT1	51.79484	1	1000
YKR097W	P10963	PCK1	60.98257	1	1000
YMR170C	P47771	ALD2	55.18718	1	1000
YOR374W	P46367	ALD4	56.72295	1	1000
YPR060C	P32178	ARO7	29.7468	1	1000
YMR110C	Q04458	HFD1	59.97826	1	1000
YER010C	P40011	YER010C	25.56305	1	1000
YGL196W	P53095	DSD1	47.82728	1	1000
YDR452W	Q04119	PPN1	78.34335	1	1000
ARO4K229L	P32449ly	ARO4K229L	39.7487	1	1000
YPL262W	P08417	FUM1	53.15125	1	28.2071018006692
YOR095C	Q12189	RKI1	28.25777	1	13.683663623583
YJL121C	P46969	RPE1	25.96689	1	13.4820399869371
YKL085W	P17505	MDH1	35.64959	1	12.2650257921581
YGR254W	P00924	ENO1	46.81564	1	2.08894617757934
YHR174W	P00925	ENO2	46.91368	1	2.08894617757934
YKL152C	P00950	GPM1	27.60828	1	2.08894617757934
YMR323W	P42222	ERR3	47.31216	1	2.08894617757934
YOR393W	P0CX10	ERR1	47.32712	1	2.08894617757934
YPL281C	P0CX11	ERR2	47.32712	1	2.08894617757934
YOR283W	Q12040	YOR283W	26.17622	1	2.08894617757934
YBR196C	P12709	PGI1	61.29832	1	1.18707876535151
YDR050C	P00942	TPI1	26.79508	1	1.04079996939973
YMR205C	P16862	PFK2	104.61673	1	1.03156716854419
YGR240C	P16861	PFK1	107.96906	1	1.03156716854419
YKL060C	P14540	FBA1	39.62024	1	1.03156716854419
YDR516C	Q04409	EMI2	55.92028	1	1.00082705643455
YER141W	P40086	COX15	54.65792	0	0.149704166666667
YJL130C	P07259	URA2	245.03829	0	0.138237225795487
YMR267W	P28239	PPA2	35.57213	0	0.122732572271478
YDL166C	Q12055	FAP7	22.7229	0	0.119414955487403
YJR109C	P03965	CPA2	123.91392	0	0.115957811105925
YOR303W	P07258	CPA1	45.36103	0	0.115957811105925
YDR226W	P07170	ADK1	24.2546	0	0.108386095050106
YNL036W	P53615	NCE103	24.85889	0	0.0848483849993643
YGR204W	P07245	ADE3	102.20412	0	0.0824427944389417
YLR058C	P37291	SHM2	52.21793	0	0.0824334158369159
YOR388C	Q08911	FDH1	41.7138	0	0.0820127862807032
YDR503C	Q04396	LPP1	31.58604	0	0.0809035313335406
YAL062W	P39708	GDH3	49.62653	0	0.0807286876645342
YOR375C	P07262	GDH1	49.56931	0	0.0807286876645342
YKL069W	P36088	YKL069W	19.73402	0	0.0272630281287558
YJR130C	P47164	STR2	72.34965	0	0.0131263247366666
YAL038W	P00549	CDC19	54.54404	0	0
YAL054C	Q01574	ACS1	79.13997	0	0
YBR115C	P07702	LYS2	155.34394	0	0
YBR218C	P32327	PYC2	130.16549	0	0
YCL009C	P25605	ILV6	33.98652	0	0
YCL018W	P04173	LEU2	38.95257	0	0
YCL040W	P17709	GLK1	55.37689	0	0
YCL050C	P16550	APA1	36.49211	0	0
YCR053W	P16120	THR4	57.47349	0	0
YDL066W	P21954	IDP1	48.18986	0	0
YDL131W	Q12122	LYS21	48.59372	0	0
YDR158W	P13663	HOM2	39.54334	0	0
YDR234W	P49367	LYS4	75.14989	0	0
YDR300C	P32264	PRO1	47.16164	0	0
YDR353W	P29509	TRR1	34.23767	0	0
YDR380W	Q06408	ARO10	71.38357	0	0
YDR384C		ATO3	NaN	0	0
YER023W	P32263	PRO3	30.13145	0	0
YER052C	P10869	HOM3	58.10913	0	0
YER069W	Q01217	ARG5,6	94.86823	0	0
YER070W	P21524	RNR1	99.56021	0	0
YER081W	P40054	SER3	51.1927	0	0
YER091C	P05694	MET6	85.85892	0	0
YER152C	P10356	YER152C	49.48976	0	0
YFR053C	P04806	HXK1	53.73784	0	0
YGL009C	P07264	LEU1	85.79356	0	0
YGL062W	P11154	PYC1	130.09827	0	0
YGL080W		MPC1	NaN	0	0
YGL125W	P53128	MET13	68.55958	0	0
YGL154C	P50113	LYS5	30.68281	0	0
YGL184C	P53101	STR3	51.82796	0	0
YGL253W	P04807	HXK2	53.9419	0	0
YGR121C		MEP1	NaN	0	0
YGR180C	P49723	RNR4	40.05407	0	0
YGR202C	P13259	PCT1	49.40551	0	0
YGR208W	P42941	SER2	34.20684	0	0
YGR243W		MPC3	NaN	0	0
YHR025W	P17423	THR1	38.71215	0	0
YHR123W	P22140	EPT1	44.55926	0	0
YHR162W		MPC2	NaN	0	0
YIL066C	P21672	RNR3	97.51369	0	0
YIL074C	P40510	SER33	51.18777	0	0
YIL094C	P40495	LYS12	40.06854	0	0
YIR034C	P38998	LYS1	41.46445	0	0
YJL026W	P09938	RNR2	46.14681	0	0
YJL088W	P05150	ARG3	37.84479	0	0
YJR016C	P39522	ILV3	62.86049	0	0
YJR139C	P31116	HOM6	38.50163	0	0
YKL001C	Q02196	MET14	23.06018	0	0
YLR043C	P22217	TRX1	11.23485	0	0
YLR133W	P20485	CKI1	66.31602	0	0
YLR153C	P52910	ACS2	75.49079	0	0
YLR155C	P0CZ17	ASP3-1	38.6862	0	0
YLR157C	P0CX77	ASP3-2	38.6862	0	0
YLR158C	P0CX78	ASP3-3	38.6862	0	0
YLR160C	P0CX79	ASP3-4	38.6862	0	0
YLR174W	P41939	IDP2	46.56172	0	0
YLR355C	P06168	ILV5	44.36792	0	0
YML059C	Q04958	NTE1	187.13107	0	0
YMR062C	Q04728	ARG7	47.84821	0	0
YMR108W	P07342	ILV2	74.93608	0	0
YMR241W		YHM2	NaN	0	0
YMR246W	P47912	FAA4	77.26612	0	0
YNL037C	P28834	IDH1	39.32357	0	0
YNL104C	P06208	LEU4	68.40819	0	0
YNL130C	P17898	CPT1	44.82898	0	0
YNL142W		MEP2	NaN	0	0
YNR008W	P40345	LRO1	75.39242	0	-0
YNR050C	P38999	LYS9	48.91735	0	0
YOL064C	P32179	MET22	39.14886	0	0
YOL126C	P22133	MDH2	40.7305	0	0
YOL140W	P18544	ARG8	46.68082	0	0
YOR130C		ORT1	NaN	0	0
YOR136W	P28241	IDH2	39.73903	0	0
YOR184W	P33330	SER1	43.41501	0	0
YOR317W	P30624	FAA1	77.86529	0	0
YOR323C	P54885	PRO2	49.73991	0	0
YOR347C	P52489	PYK2	55.19478	0	0
YPL023C	P46151	MET12	73.94088	0	0
