genes	enzymes	shortNames	MWs	actions	k_scores	OE	minUsage	maxUsage	pUsage	foldChange	unique	conectivity	groups	priority
YBR208C	P32528	DUR1,2	201.82994	2	1000	2	1.86899765037954e-07	1.87085102043919e-07	1.86899765038262e-07	1.000001000001	1	10	0	1
YEL046C	P37303	GLY1	42.81463	2	1000	2	9.5255066935321e-08	9.5331428939198e-08	9.52697775853812e-08	1.000001000001	1	4	0	1
YEL047C	P32614	FRD1	50.84351	1	1000	2	5.602220790383e-07	0.0017142859933713	5.60222079038389e-07	1.000001000001	1	10	0	1
YHR037W	P07275	PUT2	64.43444	1	1000	2	5.75161334479587e-06	0.00135800777239849	5.75161334479412e-06	1.000001000001	1	9	0	1
YLR089C	P52893	ALT1	66.42089	1	1000	2	3.33911448781454e-06	0.00131515378690024	3.34057386781844e-06	1.000001000001	1	4	0	1
YLR142W	P09368	PUT1	53.27087	2	1000	2	2.5753506031953e-07	2.57871610683184e-07	2.5753506031967e-07	1.000001000001	1	4	0	1
YLR209C	Q05788	PNP1	33.7546	1	1000	2	2.06485908234636e-07	0.00258153808517368	2.0648590823466e-07	1.000001000001	1	13	0	1
YLR438W	P07991	CAR2	46.08557	2	1000	2	4.44510133054996e-08	4.45668266795928e-08	4.44510133055602e-08	1.000001000001	1	4	0	1
YPL111W	P00812	CAR1	35.66162	2	1000	2	1.60271280823428e-05	1.60430211998567e-05	1.60271280823489e-05	1.000001000001	1	4	0	1
LDHA	P19858	LDHA	36.598	2	1000	2	7.3650462338056e-05	7.3650859915602e-05	7.36507862755815e-05	1.000001000001	1	5	0	1
YMR217W	P38625	GUA1	58.48154	2	8.41472479228258	2	2.90122124808569e-05	2.90271078782922e-05	2.90122124808627e-05	1.000001000001	1	9	0	1
YPL262W	P08417	FUM1	53.15125	1	5.7457337269268	2	3.56301280360527e-08	0.00163935237501638	3.56397622714619e-08	1.000001000001	1	6	0	1
YKL029C	P36013	MAE1	74.37529	2	4.69901375635292	2	2.15298323487916e-07	2.15535727319885e-07	2.15392420910962e-07	1.000001000001	1	7	0	1
YAR015W	P27616	ADE1	34.60299	2	4.27458119464658	2	1.64932887957304e-07	1.65015618695648e-07	1.64932887957361e-07	1.000001000001	1	7	0	1
YDR408C	P04161	ADE8	23.53994	2	4.27458119464658	2	1.70254697590923e-06	1.70340097762011e-06	1.70254697591e-06	1.000001000001	1	5	0	1
YGL234W	P07244	ADE5,7	86.06721	2	4.27458119464658	2	3.64831494837775e-06	3.65014495204356e-06	3.64831499336437e-06	1.000001000001	1	9	0	1
YGR061C	P38972	ADE6	148.90358	2	4.27458119464658	2	2.51981733191269e-06	2.52108127842546e-06	2.51981733191369e-06	1.000001000001	1	9	0	1
YMR300C	P04046	ADE4	56.71874	2	4.27458119464658	2	2.29605500425696e-07	2.29720664120381e-07	2.29605493445609e-07	1.000001000001	1	6	0	1
YOR128C	P21264	ADE2	62.33875	2	4.27458119464658	2	3.19227672905125e-07	3.19387798283437e-07	3.19227672905161e-07	1.000001000001	1	8	0	1
YER023W	P32263	PRO3	30.13145	2	3.57770150290756	2	6.23531475950183e-09	6.2515586607592e-09	6.23531475950722e-09	1.000001000001	1	6	0	1
YPR035W	P32288	GLN1	41.7656	2	3.22611955564409	2	6.42877027644177e-07	6.43241640050941e-07	6.42877027644415e-07	1.000001000001	1	7	0	1
YDR516C	Q04409	EMI2	55.92028	2	1.33757413533161	2	1.86174446896191e-07	2.64445984330327e-07	2.4197374959809e-07	1.000001000001	1	4	0	1
YCR012W	P00560	PGK1	44.73787	1	1.3371814730912	2	9.80905213569731e-07	0.00194858722750056	9.80920031940409e-07	1.00000100000087	1	4	0	1
YDR050C	P00942	TPI1	26.79508	1	1.33690042813361	2	3.03873852359573e-08	0.00325181210333901	3.03883033338374e-08	1.000001000001	1	2	0	1
YMR205C	P16862	PFK2	104.61673	2	1.32445982687853	2	4.10621746730644e-07	7.38465568127106e-07	7.38450718729232e-07	1.000001000001	1	9	0	1
YBR196C	P12709	PGI1	61.29832	1	1.18884072309199	2	3.91883349308603e-07	0.00142183127664144	3.91918180064098e-07	1.00000100000124	1	2	0	1
