genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority
YCL018W	P04173	LEU2	38.95257	2	16.7698465468821	tightly_const	2	1.27554171619594e-05	1.2755430283611e-05	1.27554171619594e-05	1	5	0	1
YGL009C	P07264	LEU1	85.79356	1	16.7698465468821	essential	2	2.49053471130262e-05	0.00100269972552367	2.49053471130262e-05	1	4	0	1
YKL029C	P36013	MAE1	74.37529	2	15.8337714736939	tightly_const	2	6.11759036100646e-07	6.11960715062626e-07	6.11826590485336e-07	1	7	0	1
YOL126C	P22133	MDH2	40.7305	1	5.34504936413287	essential	2	1.07251862953284e-08	0.00205960979375051	1.07261817938296e-08	1	5	0	1
YBR221C	P32473	PDB1	40.0532	2	2.47837244191337	tightly_const	2	2.02805410836311e-06	2.02817234970842e-06	2.02812480129547e-06	0	6	3	1
YER178W	P16387	PDA1	46.34261	2	2.47837244191337	tightly_const	2	2.02805410836311e-06	2.02817234970842e-06	2.02812480129547e-06	0	6	3	1
YGR193C	P16451	PDX1	45.36125	2	2.47837244191337	tightly_const	2	2.02805410836311e-06	2.02817234970842e-06	2.02812480129547e-06	0	6	3	1
YNL071W	P12695	LAT1	51.81762	2	2.47837244191337	tightly_const	2	2.02805410836311e-06	2.02817234970842e-06	2.02812480129547e-06	0	6	3	1
YCR012W	P00560	PGK1	44.73787	1	1.21478978013049	essential	2	8.37619140402822e-07	0.00187594802335	8.37623357040467e-07	1	4	0	1
YDR050C	P00942	TPI1	26.79508	1	1.20142418112645	essential	2	2.36381455293154e-08	0.00313076402406868	2.36383695021743e-08	1	2	0	1
YMR205C	P16862	PFK2	104.61673	2	1.19473194782124	essential	2	3.20114595258489e-07	5.75685439893915e-07	5.75674149017958e-07	1	9	0	1
YDR516C	Q04409	EMI2	55.92028	2	1.00037205189276	essential	2	2.22084026464339e-08	1.86179654949774e-07	1.86108826976981e-07	1	4	0	1
YGL062W	P11154	PYC1	130.09827	2	2.70764906194597	opt_isoenz_tight	2	0	1.84154640114474e-06	1.84124685645158e-06	0	8	2	2
YAL038W	P00549	CDC19	54.54404	2	2.43868617767426	opt_isoenz_tight	2	0	1.86459343153752e-06	1.86457909669626e-06	0	6	4	2
YBL039C	P28274	URA7	64.70953	0	0.286273031163947	subOpt_isoenz	0	0	4.15442177542147e-08	0	0	12	8	2
YER070W	P21524	RNR1	99.56021	0	0.272846907680051	subOpt_isoenz	0	0	4.87278133859103e-07	0	0	24	9	2
YIL066C	P21672	RNR3	97.51369	0	0.272846907680051	subOpt_isoenz	0	0	4.87278133859684e-07	0	0	24	9	2
YJL026W	P09938	RNR2	46.14681	0	0.272846907680051	subOpt_isoenz	0	0	4.87278133862248e-07	0	0	24	9	2
YGR087C	P26263	PDC6	61.57964	0	0.211061779281867	subOpt_isoenz	0	0	2.34261858340866e-07	0	0	17	10	2
YLR134W	P16467	PDC5	61.91138	0	0.211061779281867	subOpt_isoenz	0	0	2.34261858342877e-07	0	0	17	10	2
YNR019W	P53629	ARE2	74.022	0	0.207585615841959	subOpt_isoenz	0	0	0.00113329149456197	0	1	84	0	2
YOR245C	Q08650	DGA1	47.71075	0	0.164378423762939	subOpt_isoenz	0	0	1.0218904790884e-07	0	1	122	0	2
YAL062W	P39708	GDH3	49.62653	0	0.158521651371339	subOpt_isoenz	0	0	3.42470121478066e-06	0	0	8	11	2
YBR263W	P37292	SHM1	53.68589	0	0.0341275423540302	subOpt_isoenz	0	0	0.0015625797753944	0	1	5	0	2
YER081W	P40054	SER3	51.1927	0	0.0204944101392041	subOpt_isoenz	0	0	2.96063400341783e-08	0	0	6	12	2
YBL015W	P32316	ACH1	58.71137	1	1000	opt_isoenz	2	0	0.00142882817179118	1.2969475940736e-11	1	7	0	3
YJR069C	P47119	HAM1	22.09268	1	1000	opt_isoenz	2	0	0.00379711405969178	1.00804952526366e-11	1	16	0	3
YGR254W	P00924	ENO1	46.81564	1	2.28314396418751	opt_isoenz	2	0	0.00179380657842316	1.91456414559942e-06	0	5	5	3
YOR283W	Q12040	YOR283W	26.17622	1	2.28314396418751	opt_isoenz	2	0	0.00320529103801385	5.28631367889016e-07	1	4	0	3
YNL036W	P53615	NCE103	24.85889	1	1.91144205737131	opt_isoenz	2	0	0.00337458622722022	1.34952517579275e-10	1	4	0	3
YJL052W	P00360	TDH1	35.74956	1	1.21478978013049	opt_isoenz	2	0	0.00236205952986306	1.55018081372161e-05	0	8	6	3
YAL044C	P39726	GCV3	18.79276	0	0.0170637542163095	subOpt_isoenz	0	0	1.07376905034951e-11	0	0	18	13	3
YDR019C	P48015	GCV1	44.46849	0	0.0170637542163095	subOpt_isoenz	0	0	1.07376905034951e-11	0	0	18	13	3
YMR189W	P49095	GCV2	114.45033	0	0.0170637542163095	subOpt_isoenz	0	0	1.07376905034951e-11	0	0	18	13	3
YDR148C	P19262	KGD2	50.43011	0	0	subOpt_isoenz	0	0	2.19396113515311e-10	0	0	11	14	3
YIL125W	P20967	KGD1	114.41496	0	0	subOpt_isoenz	0	0	2.19396113515311e-10	0	0	11	14	3
