genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority
YDL141W	P48445	BPL1	76.36203	2	11.4375024679296	tightly_const	2	5.00465125486009e-10	5.00465592860038e-10	5.00465125486009e-10	1	10	0	1
YNR016C	Q00955	ACC1	250.35091	2	11.4375024679296	tightly_const	2	6.89318788419454e-06	6.89320944454882e-06	6.89318788419458e-06	1	7	0	1
YPL061W	P54115	ALD6	54.41344	2	11.3084953717971	tightly_const	2	1.15237795697122e-05	1.15241807745408e-05	1.1524058668723e-05	1	8	0	1
YJL121C	P46969	RPE1	25.96689	1	8.79486399126897	essential	2	5.30953407587631e-07	0.00241051987042455	5.3106086352996e-07	1	2	0	1
YNL241C	P11412	ZWF1	57.5209	2	4.83612227333245	tightly_const	2	1.51935683111726e-07	1.51969622392997e-07	1.51964584354921e-07	1	5	0	1
YOR095C	Q12189	RKI1	28.25777	1	2.65267179050842	essential	2	3.73524969977897e-06	0.00221834347712602	3.73588492176822e-06	1	2	0	1
YMR267W	P28239	PPA2	35.57213	2	1.57833949226933	tightly_const	2	1.24280301488585e-06	1.24285275795282e-06	1.24283402150774e-06	1	4	0	1
YCR012W	P00560	PGK1	44.73787	1	1.14239140583946	essential	2	8.57478948257132e-07	0.00139967004365867	8.57478948257201e-07	1	4	0	1
YDR050C	P00942	TPI1	26.79508	1	1.05560487361788	essential	2	2.48684926431131e-08	0.0023355242105628	2.48685571243706e-08	1	2	0	1
YMR205C	P16862	PFK2	104.61673	2	1.04998797382841	essential	2	3.3671644707907e-07	6.05543283234999e-07	6.0552428815816e-07	1	9	0	1
YLR044C	P06169	PDC1	61.49468	2	11.3084953717971	opt_isoenz_tight	2	0	1.7484923019091e-06	1.74847377555256e-06	0	17	2	2
YLR153C	P52910	ACS2	75.49079	2	11.3084953717971	opt_isoenz_tight	2	0	4.06302903844188e-06	4.06296015839376e-06	1	13	0	2
YHR163W	P38858	SOL3	27.78417	2	4.83612227333245	opt_isoenz_tight	2	0	9.61664942770883e-06	9.61632980981242e-06	0	5	3	2
YHR183W	P38720	GND1	53.54274	2	4.83612227333245	opt_isoenz_tight	2	0	2.64193536247026e-06	2.6418475554014e-06	0	6	4	2
YAL038W	P00549	CDC19	54.54404	2	1.90388094349282	opt_isoenz_tight	2	0	1.45842060756234e-06	1.45840208118632e-06	0	6	5	2
YBR218C	P32327	PYC2	130.16549	0	0.293604031275637	subOpt_isoenz	0	0	5.54843417258696e-07	0	0	8	10	2
YDL052C	P33333	SLC1	33.88654	0	0.239388049981172	subOpt_isoenz	0	0	2.97211162842204e-06	0	1	28	0	2
YNR019W	P53629	ARE2	74.022	0	0.207585615220138	subOpt_isoenz	0	0	0.000845423472072847	0	1	84	0	2
YOR245C	Q08650	DGA1	47.71075	0	0.164378422830207	subOpt_isoenz	0	0	1.01733999424476e-07	0	1	122	0	2
YDR300C	P32264	PRO1	47.16164	2	1000	opt_isoenz	2	0	1.86630816484454e-09	1.51086591833632e-09	1	4	0	3
YOR323C	P54885	PRO2	49.73991	2	1000	opt_isoenz	2	0	2.41928952472191e-10	1.95853082201373e-10	1	6	0	3
YPR074C	P23254	TKL1	73.80488	1	32.8787282069419	opt_isoenz	2	0	0.000848783903877702	8.73556040322455e-07	0	10	1	3
YNL036W	P53615	NCE103	24.85889	1	3.15647639721085	opt_isoenz	2	0	0.00251740577648163	2.78821265013194e-10	1	4	0	3
YGR254W	P00924	ENO1	46.81564	1	1.78712509324122	opt_isoenz	2	0	0.00133823741144564	1.50485565752453e-06	0	5	6	3
YOR283W	Q12040	YOR283W	26.17622	1	1.78712509324122	opt_isoenz	2	0	0.00239113442758755	4.1550653005865e-07	1	4	0	3
YFR053C	P04806	HXK1	53.73784	1	1.2180808122561	opt_isoenz	2	0	7.95932415360285e-07	7.8460020357744e-10	0	12	7	3
YJL052W	P00360	TDH1	35.74956	1	1.14239140583946	opt_isoenz	2	0	0.00176637659725068	1.58692734936984e-05	0	8	8	3
YOR222W		ODC2	NaN	0	0.293666280488554		0	NaN	NaN	NaN	0	6	9	3
YPL134C		ODC1	NaN	0	0.293666280488554		0	NaN	NaN	NaN	0	6	9	3
