genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority
YDR300C	P32264	PRO1	47.16164	2	1000	tightly_const	2	2.10024655495253e-07	2.10397971172842e-07	2.10188074822914e-07	1	4	0	1
YOR323C	P54885	PRO2	49.73991	2	1000	tightly_const	2	2.7225431207054e-08	2.72749061919611e-08	2.72466152002226e-08	1	6	0	1
YJR069C	P47119	HAM1	22.09268	1	1000	essential	2	2.74580131550099e-11	4.23272529322628e-09	1.5728024228112e-10	1	16	0	1
TAL	A5FKY3	TAL	56.649	1	1000	tightly_const	2	0.00122599127104942	0.00122599127105188	1.88855806939723e-06	1	3	0	1
hpaBC	Q57160	hpaBC	58.848	2	1000	tightly_const	2	1.28630792756594e-05	1.28630792756851e-05	1.28630792756594e-05	1	9	0	1
HPPR	Q57501	HPPR	18.522	2	1000	tightly_const	2	1.28630792756594e-05	1.28630792756851e-05	1.28630792756594e-05	1	5	0	1
4CL1	Q65CJ7	4CL1	34.128	2	1000	tightly_const	2	1.09676387530676e-05	1.09676387530895e-05	1.09676387530676e-05	1	8	0	1
RAS	Q42524	RAS	61.053	2	1000	tightly_const	2	2.21691268724443e-06	2.21691268724886e-06	2.21691268724443e-06	1	7	0	1
YBR166C	P20049	TYR1	50.92272	2	19.9030742916889	tightly_const	2	2.20131398747832e-06	2.20132520580621e-06	2.20131398747832e-06	1	5	0	1
ARO7G141S	P32178ly	ARO7G141S	29.7468	1	8.77293883106191	tightly_const	2	0.000447066590823552	0.000447068881342579	0	1	2	0	1
YGL148W	P28777	ARO2	40.83793	2	7.86186246497122	tightly_const	2	6.92868970112444e-05	6.92872360557358e-05	6.92868970112444e-05	1	3	0	1
aroL	P0A6E1	aroL	19.151	2	7.86186246497122	tightly_const	2	1.88733889921834e-06	1.88856341894688e-06	0.000447066590823552	1	5	0	1
YDR127W	P08566	ARO1	174.75305	2	7.86186246255958	tightly_const	2	2.81183126362092e-06	2.81247982766012e-06	2.81183126362092e-06	1	14	0	1
YLR044C	P06169	PDC1	61.49468	2	5.34778885419882	tightly_const	2	8.32150697465734e-07	8.36837527938167e-07	8.36835283597724e-07	0	17	1	1
YGR254W	P00924	ENO1	46.81564	2	1.95572682626001	essential	2	1.63194262372037e-06	1.81521241064032e-06	1.81304117029153e-06	0	5	2	1
YOR283W	Q12040	YOR283W	26.17622	2	1.95572682626001	essential	2	4.9413075503985e-07	5.04118451845623e-07	5.00599802881112e-07	1	4	0	1
YOR095C	Q12189	RKI1	28.25777	2	1.66548559215511	tightly_const	2	2.35506398217453e-06	2.36200528889305e-06	2.36191673624561e-06	1	2	0	1
YAL038W	P00549	CDC19	54.54404	2	1.49388302593929	essential	2	1.13963753028267e-06	1.27808116397507e-06	1.27776143496071e-06	0	6	3	1
YBR196C	P12709	PGI1	61.29832	2	1.17333820603404	tightly_const	2	3.79017281182891e-07	3.80766799534121e-07	3.79009840794719e-07	1	2	0	1
YDR050C	P00942	TPI1	26.79508	2	1.13326022226106	essential	2	2.63943874997231e-08	2.97587926450024e-08	2.63909725113405e-08	1	2	0	1
YMR205C	P16862	PFK2	104.61673	2	1.12707065844142	tightly_const	2	6.39767991236645e-07	6.42679138667069e-07	6.42465247659199e-07	1	9	0	1
YCR012W	P00560	PGK1	44.73787	2	1.03608994893087	tightly_const	2	7.76967111923911e-07	7.79103881214627e-07	7.76968748265842e-07	1	4	0	1
YJL052W	P00360	TDH1	35.74956	2	1.03608994893087	tightly_const	2	1.43781502966024e-05	1.43840666743369e-05	1.43792796165403e-05	0	8	4	1
YDR516C	Q04409	EMI2	55.92028	2	1.00070402306091	tightly_const	2	1.85797760693132e-07	1.86182685119138e-07	1.86178000000186e-07	1	4	0	1
YPL023C	P46151	MET12	73.94088	0	0.293884450454309	subOpt_isoenz	0	0	1.40931120190332e-08	0	0	6	5	2
YDR502C	P19358	SAM2	42.2555	0	0.293827460547136	subOpt_isoenz	0	0	2.08897254083858e-09	0	0	7	6	2
