genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority
YDR300C	P32264	PRO1	47.16164	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.10049333970385e-07	2.10433567334215e-07	2.10188074822914e-07	1	4	0	1
YOR323C	P54885	PRO2	49.73991	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.72431324937649e-08	2.72790308504943e-08	2.72466152002226e-08	1	6	0	1
YJR069C	P47119	HAM1	22.09268	sce00230  Purine metabolism	1	1000	essential	2	2.66178371784416e-11	4.25911164939846e-09	1.5728024228112e-10	1	16	0	1
PAL	P45730	PAL	77.919		2	1000	tightly_const	2	2.54648076566939e-08	2.54648076567449e-08	2.54648076566939e-08	1	3	0	1
C4H	C0LUU6	C4H	58.011		2	1000	tightly_const	2	3.46245839584219e-09	3.46245839584912e-09	3.46245839584219e-09	1	7	0	1
4CL	C0LUU7	4CL	60.994		2	1000	tightly_const	2	5.51077875710473e-06	5.51077875711575e-06	5.51077875710473e-06	1	6	0	1
CHS	Q6X0M9	CHS	42.488		2	1000	tightly_const	2	9.33709614078777e-05	9.33709614080645e-05	9.33709614078777e-05	1	6	0	1
CHI	C0LUV0	CHI	24.679		2	1000	tightly_const	2	4.00597055544901e-09	4.00597055545702e-09	4.00597055544901e-09	1	3	0	1
F3H	Q53B69	F3H	42.673		2	1000	tightly_const	2	0.00201681276641016	0.00201681276641419	0.00201681276641016	1	6	0	1
FLS	C0LUV3	FLS	40.041		2	1000	tightly_const	2	8.48826921889798e-08	8.48826921891495e-08	8.48826921889798e-08	1	10	0	1
YLR044C	P06169	PDC1	61.49468	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites	2	12.1804846742402	tightly_const	2	8.69237331888457e-07	8.77180835900914e-07	8.71202148433502e-07	1	17	0	1
YAL038W	P00549	CDC19	54.54404	sce00010  Glycolysis / Gluconeogenesis sce00230  Purine metabolism sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	2.44670912379909	essential	2	1.89889511633432e-06	2.03865937295455e-06	2.03819832082847e-06	1	6	0	1
YGR254W	P00924	ENO1	46.81564	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids sce03018  RNA degradation	2	2.2959687705577	essential	2	1.91200597025121e-06	2.09646276831479e-06	2.09456441832265e-06	1	5	0	1
YOR283W	Q12040	YOR283W	26.17622	sce00NNN  None	2	2.2959687705577	essential	2	5.71751544513817e-07	5.81787708162165e-07	5.78331343002823e-07	1	4	0	1
YLR354C	P15019	TAL1	37.0359	sce00030  Pentose phosphate pathway sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.2653647263243	tightly_const	2	3.2894885032906e-06	3.2941160305529e-06	3.28950863021882e-06	1	6	0	1
YMR205C	P16862	PFK2	104.61673	sce00010  Glycolysis / Gluconeogenesis sce00030  Pentose phosphate pathway sce00051  Fructose and mannose metabolism sce00052  Galactose metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids sce03018  RNA degradation	2	1.22951356400916	tightly_const	2	6.90502428919921e-07	6.93697771041333e-07	6.93398226121817e-07	1	9	0	1
