genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YDR300C	P32264	PRO1	47.16164	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.10049333970385e-07	2.10433567334215e-07	2.10188074822914e-07	1	4	0	1	1.00015379488072	1.00015418395523
YOR323C	P54885	PRO2	49.73991	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.72431324937649e-08	2.72790308504943e-08	2.72466152002226e-08	1	6	0	1	1.00002102630156	1.00002107948739
YJR069C	P47119	HAM1	22.09268	sce00230  Purine metabolism	1	1000	essential	2	2.66178371784416e-11	4.25911164939846e-09	1.5728024228112e-10	1	16	0	1	1.00000005390991	1.00000005404626
PAL	P45730	PAL	77.919		2	1000	tightly_const	2	2.54648076566939e-08	2.54648076567449e-08	2.54648076566939e-08	1	3	0	1	1.00001093807561	1.00001096574309
C4H	C0LUU6	C4H	58.011		2	1000	tightly_const	2	3.46245839584219e-09	3.46245839584912e-09	3.46245839584219e-09	1	7	0	1	1.00000110725537	1.00000111005611
4CL	C0LUU7	4CL	60.994		2	1000	tightly_const	2	5.51077875710473e-06	5.51077875711575e-06	5.51077875710473e-06	1	6	0	1	1.00185634179755	1.00186104603672
CHS	Q6X0M9	CHS	42.488		2	1000	tightly_const	2	9.33709614078777e-05	9.33709614080645e-05	9.33709614078777e-05	1	6	0	1	1.02235802987559	1.02241585080474
CHI	C0LUV0	CHI	24.679		2	1000	tightly_const	2	4.00597055544901e-09	4.00597055545702e-09	4.00597055544901e-09	1	3	0	1	1.00000054498927	1.00000054636778
F3H	Q53B69	F3H	42.673		2	1000	tightly_const	2	0.00201681276641016	0.00201681276641419	0.00201681276641016	1	6	0	1	1.90269222452461	1.90704659087556
FLS	C0LUV3	FLS	40.041		2	1000	tightly_const	2	8.48826921889798e-08	8.48826921891495e-08	8.48826921889798e-08	1	10	0	1	1.00001873633307	1.00001878372634
YDR050C	P00942	TPI1	26.79508	sce00010  Glycolysis / Gluconeogenesis sce00051  Fructose and mannose metabolism sce00562  Inositol phosphate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.22636287290372	essential	2	2.84842754638143e-08	3.18665604491132e-08	2.84900287124527e-08	1	2	0	1	1.00002612163809	1.00002618771286
YDR502C	P19358	SAM2	42.2555	sce00270  Cysteine and methionine metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	0	0.293827460547136	subOpt_isoenz	0	0	2.14490696938338e-09	0	0	7	2	2	1	0.999999999999999
YBR218C	P32327	PYC2	130.16549	sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	0	0.276571681727062	subOpt_isoenz	0	0	5.05195487734787e-07	0	0	8	4	2	1	0.999999999999999
YER081W	P40054	SER3	51.1927	sce00260  Glycine, serine and threonine metabolism sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	0	0.0284390330702756	subOpt_isoenz	0	0	2.98372944564328e-08	0	0	6	14	2	1.00000000000002	1.00000000000001
YDR452W	Q04119	PPN1	78.34335	sce00NNN  None	1	1000	opt_isoenz	2	0	1.15830528075591e-09	1.59461388661699e-12	1	11	0	3	1.00000000193824	1.00000000194312
YKL060C	P14540	FBA1	39.62024	sce00010  Glycolysis / Gluconeogenesis sce00030  Pentose phosphate pathway sce00051  Fructose and mannose metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.22951356400916	opt_isoenz	2	0	3.83832860715098e-09	3.7918817934983e-09	1	7	0	3	1.00000000000001	1
YLL052C		AQY2	NaN		0	0.292583050545878		0	NaN	NaN	NaN	0	2	3	3	1	1
YPR192W		AQY1	NaN		0	0.292583050545878		0	NaN	NaN	NaN	0	2	3	3	1	1
YOR222W		ODC2	NaN		0	0.270668502433815		0	NaN	NaN	NaN	0	6	5	3	1	1
YPL134C		ODC1	NaN		0	0.270668502433815		0	NaN	NaN	NaN	0	6	5	3	1	1
YER053C		PIC2	NaN		0	0.153284780666072		0	NaN	NaN	NaN	0	4	12	3	1	1
YJR077C		MIR1	NaN		0	0.153284780666072		0	NaN	NaN	NaN	0	4	12	3	1	1
YGR180C	P49723	RNR4	40.05407	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00480  Glutathione metabolism	0	0	subOpt_isoenz	0	0	2.30354803035601e-09	0	0	24	16	3	1.00000000000001	1.00000000000001
