genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage
YDR300C	P32264	PRO1	47.16164	2	1000	opt_isoenz	2	0	1.86630814998688e-09	1.51086591142187e-09
YMR241W		YHM2	NaN	1	1000		2	NaN	NaN	NaN
YOR323C	P54885	PRO2	49.73991	2	1000	opt_isoenz	2	0	2.41928947456691e-10	1.95853081305056e-10
YBR117C	P33315	TKL2	75.02862	1	35.8076587538685	subOpt_isoenz	2	0	0.00101459920848633	0
YPR074C	P23254	TKL1	73.80488	1	30.7231667685765	opt_isoenz	2	0	0.00103142146624191	1.02506076492253e-06
YAL012W	P31373	CYS3	42.5416	1	17.2243149064326	subOpt_isoenz	2	0	0.00178765395475699	0
YGR155W	P32582	CYS4	56.02121	2	17.2243149064326	tightly_const	2	1.18576423238922e-07	1.18747257336858e-07	1.18656388135448e-07
YNL247W	P53852	YNL247W	87.52914	2	17.2243149064325	tightly_const	2	2.4768059618948e-07	2.47680606125417e-07	2.4768059618948e-07
YJL121C	P46969	RPE1	25.96689	1	10.3851988274087	essential	2	6.2305766439697e-07	0.00292928632636353	6.23165120339044e-07
YML082W	Q04533	YML082W	74.31247	1	8.27999081498583	subOpt_isoenz	2	0	0.00102344809865988	0
YLL058W	Q12198	YLL058W	64.22244	1	7.75824083338715	opt_isoenz	2	0	0.00118424394933722	1.04062835992036e-07
YGR248W	P53315	SOL4	28.44737	1	6.42467384731493	subOpt_isoenz	2	0	1.25480958353693e-05	0
YGR256W	P53319	GND2	53.92235	1	6.42467384731493	subOpt_isoenz	2	0	3.44727738786312e-06	0
YHR163W	P38858	SOL3	27.78417	2	6.42467384731493	opt_isoenz_tight	2	0	1.25480958353658e-05	1.25477762174587e-05
YHR183W	P38720	GND1	53.54274	2	6.42467384731493	opt_isoenz_tight	2	0	3.4472773878599e-06	3.44718958078913e-06
YNL241C	P11412	ZWF1	57.5209	2	6.42467384731493	tightly_const	2	1.98260628026176e-07	1.98294589077152e-07	1.98289538230997e-07
YDR007W	P00912	TRP1	24.14425	2	5.53930430000695	tightly_const	2	5.34638747504612e-08	5.34697524069217e-08	5.34638747504612e-08
YDR354W	P07285	TRP4	41.37402	2	5.53930430000695	tightly_const	2	1.27207251016524e-06	1.27221235796362e-06	1.27207251016524e-06
YER090W	P00899	TRP2	56.76706	2	5.53930430000695	tightly_const	2	6.36036255082622e-06	6.36047319215344e-06	6.36036255082622e-06
YGL026C	P00931	TRP5	76.62516	2	5.53930430000695	tightly_const	2	4.75540777769816e-09	4.75593057283494e-09	4.75540777769816e-09
YKL211C	P00937	TRP3	53.48881	2	5.53930430000695	tightly_const	2	6.69270562781794e-06	6.69282205040313e-06	6.69270562781796e-06
YOL097C	Q12109	WRS1	49.34966	2	5.53930430000695	tightly_const	2	2.63501246494159e-06	2.63501277948366e-06	2.63501246494159e-06
YCL050C	P16550	APA1	36.49211	2	4.62774094379504	tightly_const	2	6.55366455085512e-08	6.55894139641197e-08	6.55814175319899e-08
YFR030W	P39692	MET10	114.82714	2	4.62774094379504	tightly_const	2	4.03578477079775e-08	4.03599044450691e-08	4.03578477079775e-08
YJR130C	P47164	STR2	72.34965	1	4.62774094379504	subOpt_isoenz	2	0	0.00105116741384525	0
