genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority
YHR190W	P29704	ERG9	51.71933	2	28.8719987893862	tightly_const	2	5.42347597767741e-06	5.42348131451737e-06	5.42347597767741e-06	1	6	0	1
YMR208W	P07277	ERG12	48.45901	2	28.8715755472466	tightly_const	2	2.45170352733014e-06	2.45170449799334e-06	2.45170352733014e-06	1	11	0	1
YMR220W	P24521	ERG8	50.45437	2	28.8715755472466	tightly_const	2	1.57918911275607e-05	1.57918939957915e-05	1.57918911275607e-05	1	4	0	1
YNR043W	P32377	MVD1	44.11544	2	28.8715755472466	tightly_const	2	1.09576387415727e-05	1.09576397546505e-05	1.09576387415727e-05	1	6	0	1
YLR450W	P12684	HMG2	115.69085	2	28.8715755472466	essential	2	8.40265227949941e-07	1.16025795577865e-06	1.16025762288053e-06	0	7	1	1
YJL167W	P08524	ERG20	40.48289	2	28.8715755472466	tightly_const	2	3.25408665658827e-05	3.25408840243862e-05	3.25408665658827e-05	1	5	0	1
YPL117C	P15496	IDI1	33.35113	1	28.8715755472466	essential	2	1.19715605379359e-09	1.11114421536322e-06	1.19715605379359e-09	1	2	0	1
YBR221C	P32473	PDB1	40.0532	2	6.95271081901432	tightly_const	2	4.94543858889002e-06	4.94550576787762e-06	4.94545998341062e-06	0	6	3	1
YER178W	P16387	PDA1	46.34261	2	6.95271081901432	tightly_const	2	4.94543858889002e-06	4.94550576787762e-06	4.94545998341062e-06	0	6	3	1
YGR193C	P16451	PDX1	45.36125	2	6.95271081901432	tightly_const	2	4.94543858889002e-06	4.94550576787762e-06	4.94545998341062e-06	0	6	3	1
YNL071W	P12695	LAT1	51.81762	2	6.95271081901432	tightly_const	2	4.94543858889002e-06	4.94550576787762e-06	4.94545998341062e-06	0	6	3	1
YML120C	P32340	NDI1	57.24915	2	1.59439008808955	essential	2	3.38448653242673e-07	9.41728194596416e-07	7.44044722809042e-07	1	5	0	1
YCR012W	P00560	PGK1	44.73787	1	1.17610069445385	essential	2	8.1341882907226e-07	1.64089966535645e-06	8.13424573601502e-07	1	4	0	1
YJL052W	P00360	TDH1	35.74956	2	1.17610069445385	essential	2	1.36569223156677e-05	1.60894426489881e-05	1.5053963775103e-05	0	8	7	1
YAL038W	P00549	CDC19	54.54404	2	2.35569345798709	opt_isoenz_tight	2	0	1.78320369156923e-06	1.78318697284741e-06	0	6	5	2
YDR226W	P07170	ADK1	24.2546	0	0.290619490461101	subOpt_isoenz	0	0	1.66225313444196e-06	0	1	4	0	2
YGR087C	P26263	PDC6	61.57964	0	0.270629037337958	subOpt_isoenz	0	0	2.23818967705441e-07	0	0	17	8	2
YLR134W	P16467	PDC5	61.91138	0	0.270629037337958	subOpt_isoenz	0	0	2.23824641054899e-07	0	0	17	8	2
YDL052C	P33333	SLC1	33.88654	0	0.255342102795661	subOpt_isoenz	0	0	1.09766177475364e-06	0	1	28	0	2
YNR019W	P53629	ARE2	74.022	0	0.218387469886192	subOpt_isoenz	0	0	5.00137012981222e-07	0	1	84	0	2
YOR245C	Q08650	DGA1	47.71075	0	0.180581204829288	subOpt_isoenz	0	0	1.0028445689451e-07	0	1	122	0	2
YER081W	P40054	SER3	51.1927	0	0.0271320473969856	subOpt_isoenz	0	0	4.85572885684051e-08	0	0	6	10	2
YAL062W	P39708	GDH3	49.62653	0	0.0257703185224031	subOpt_isoenz	0	0	1.45230824903828e-06	0	0	8	11	2
YFR053C	P04806	HXK1	53.73784	1	23.0408590368589	opt_isoenz	2	0	8.51602865411058e-07	2.35266177027898e-09	0	12	2	3
YGR254W	P00924	ENO1	46.81564	2	2.20576031069101	opt_isoenz	2	0	2.62317766398205e-06	1.83246436464197e-06	0	5	6	3
YOR283W	Q12040	YOR283W	26.17622	1	2.20576031069101	opt_isoenz	2	0	1.92021446349453e-06	5.05962751843594e-07	1	4	0	3
