genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YHR190W	P29704	ERG9	51.71933	sce00100  Steroid biosynthesis sce00909  Sesquiterpenoid and triterpenoid biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	2	28.8653099655622	tightly_const	2	1.08440043884223e-05	1.08440109382546e-05	1.08440043884223e-05	1	6	0	1	1.01601019509613	1.01627887166516
YMR208W	P07277	ERG12	48.45901	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce04146  Peroxisome	2	28.8648868225642	tightly_const	2	4.90208419961052e-06	4.90208846346965e-06	4.90208419961052e-06	1	11	0	1	1.00673817067569	1.00685019881954
YMR220W	P24521	ERG8	50.45437	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	2	28.8648868225642	tightly_const	2	3.15752132742484e-05	3.1575213586367e-05	3.15752132742484e-05	1	4	0	1	1.04642627081036	1.04722910484811
YNR043W	P32377	MVD1	44.11544	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	2	28.8648868225642	tightly_const	2	2.19093277160006e-05	2.19093397677167e-05	2.19093277160006e-05	1	6	0	1	1.02781478319889	1.02828707491591
YPL117C	P15496	IDI1	33.35113	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	1	28.8648868225642	essential	2	1.19683193375717e-09	1.11117673114692e-06	1.19683193375717e-09	1	2	0	1	1.00000112695566	1.00000114556486
YJL167W	P08524	ERG20	40.48289	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	2	28.8648868225642	tightly_const	2	6.50640477301485e-05	6.5064121023711e-05	6.50640477301485e-05	1	5	0	1	1.07840784380509	1.0798059027456
YBR221C	P32473	PDB1	40.0532	sce00010  Glycolysis / Gluconeogenesis sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	2	6.95126132947649	tightly_const	2	4.94417400603062e-06	4.94427174349767e-06	4.94421219158771e-06	0	6	1	1	1.01042257126076	1.01059650063567
YER178W	P16387	PDA1	46.34261	sce00010  Glycolysis / Gluconeogenesis sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	2	6.95126132947649	tightly_const	2	4.94417400603062e-06	4.94427174349767e-06	4.94421219158771e-06	0	6	1	1	1.01206589183978	1.01226757750302
YGR193C	P16451	PDX1	45.36125	sce00NNN  None	2	6.95126132947649	tightly_const	2	4.94417400603062e-06	4.94427174349767e-06	4.94421219158771e-06	0	6	1	1	1.01180937340274	1.01200672040069
YNL071W	P12695	LAT1	51.81762	sce00010  Glycolysis / Gluconeogenesis sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	2	6.95126132947649	tightly_const	2	4.94417400603062e-06	4.94427174349767e-06	4.94421219158771e-06	0	6	1	1	1.01349791094331	1.0137238579015
YML120C	P32340	NDI1	57.24915	sce00NNN  None	2	1.59407413984449	essential	2	5.05050910980208e-07	9.41657035021864e-07	7.43967493984696e-07	1	5	0	1	1.00249167885457	1.0025329276229
YCR012W	P00560	PGK1	44.73787	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	1	1.17612679610767	essential	2	8.13506578913103e-07	1.6409776264151e-06	8.13512531346394e-07	1	4	0	1	0.984170163029891	1.03623943940158
