genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority
YER141W	P40086	COX15	54.65792	0	0.28861	unusable	0	0	4.59758047896e-13	4.59758047896e-13	1	7	0	1
YDR226W	P07170	ADK1	24.2546	0	0.237434335855905	subOpt_isoenz	0	0	8.40280395786343e-05	0	1	4	0	2
YGR248W	P53315	SOL4	28.44737	0	0.235954303718592	subOpt_isoenz	0	0	0.00015792735904795	0	0	5	2	2
YGR256W	P53319	GND2	53.92235	0	0.235954303718592	subOpt_isoenz	0	0	4.33866158590043e-05	0	0	6	3	2
YBR117C	P33315	TKL2	75.02862	0	0.22662491633516	subOpt_isoenz	0	0	0.0012489379200343	0	0	10	4	2
YDL052C	P33333	SLC1	33.88654	0	0.183751696124993	subOpt_isoenz	0	0	0.000344694936524081	0	1	28	0	2
YMR145C	P40215	NDE1	62.77345	0	0.0744786993508817	subOpt_isoenz	0	0	8.82018169836579e-05	0	0	6	11	2
YDR231C	Q04935	COX20	23.75778	0	0.0727356094734624	subOpt_isoenz	0	0	0.000330024657788148	0	0	7	15	2
YGR062C	P53239	COX18	35.64994	0	0.0727356094734624	subOpt_isoenz	0	0	0.000330024657788148	0	0	7	15	2
YHR116W	P38824	COX23	17.31758	0	0.0727356094734624	subOpt_isoenz	0	0	0.000330024657788148	0	0	7	15	2
YJL003W	P47081	COX16	14.07686	0	0.0727356094734624	subOpt_isoenz	0	0	0.000330024657788148	0	0	7	15	2
YLL018C-A	Q3E731	COX19	11.10542	0	0.0727356094734624	subOpt_isoenz	0	0	0.000330024657788148	0	0	7	15	2
YPL132W	P19516	COX11	34.04384	0	0.0727356094734624	subOpt_isoenz	0	0	0.000330024657788148	0	0	7	15	2
YMR170C	P47771	ALD2	55.18718	0	0.000189062614105812	subOpt_isoenz	0	0	4.13365431363034e-05	0	1	13	0	2
YOR374W	P46367	ALD4	56.72295	0	0.000189062614105812	subOpt_isoenz	0	0	5.62458695341322e-05	0	1	21	0	2
YMR110C	Q04458	HFD1	59.97826	0	0.000189062614105812	subOpt_isoenz	0	0	0.0015623295903819	0	1	44	0	2
YKL106W	Q01802	AAT1	51.79484	0	2.36227342571809e-06	subOpt_isoenz	0	0	0.000272588333031041	0	1	6	0	2
YKL085W	P17505	MDH1	35.64959	0	1.30393099756149e-06	subOpt_isoenz	0	0	0.00262824145888006	0	1	5	0	2
YBR006W	P38067	UGA2	54.18854	0	0	subOpt_isoenz	0	0	3.85586620209788e-05	0	1	6	0	2
YBR084W	P09440	MIS1	106.21642	0	0	subOpt_isoenz	0	0	0.000882124695776592	0	1	12	0	2
YCL009C	P25605	ILV6	33.98652	0	0	subOpt_isoenz	0	0	2.14401712967254e-05	0	1	8	0	2
YCL018W	P04173	LEU2	38.95257	0	0	subOpt_isoenz	0	0	1.90583013090962e-05	0	1	5	0	2
YDL131W	Q12122	LYS21	48.59372	0	0	subOpt_isoenz	0	0	0.000250394662024312	0	1	6	0	2
YDR234W	P49367	LYS4	75.14989	0	0	subOpt_isoenz	0	0	0.00124678487304337	0	1	6	0	2
YER065C	P28240	ICL1	62.40816	0	0	subOpt_isoenz	0	0	9.97771615612833e-05	0	1	3	0	2
YER152C	P10356	YER152C	49.48976	0	0	subOpt_isoenz	0	0	0.00189323369083106	0	1	6	0	2
YFL030W	P43567	AGX1	41.90679	0	0	subOpt_isoenz	0	0	1.00538631039811e-05	0	1	4	0	2
YGL009C	P07264	LEU1	85.79356	0	0	subOpt_isoenz	0	0	0.00109210661920383	0	1	4	0	2
YGR019W	P17649	UGA1	52.94565	0	0	subOpt_isoenz	0	0	5.65858113949689e-05	0	1	4	0	2
YIL094C	P40495	LYS12	40.06854	0	0	subOpt_isoenz	0	0	9.08787232986391e-06	0	1	6	0	2
YIR034C	P38998	LYS1	41.46445	0	0	subOpt_isoenz	0	0	8.2177338186079e-06	0	1	7	0	2
YJL060W	P47039	BNA3	50.08168	0	0	subOpt_isoenz	0	0	0.00187085818757604	0	1	10	0	2
YKL029C	P36013	MAE1	74.37529	0	0	subOpt_isoenz	0	0	4.32533286939345e-05	0	1	7	0	2
YLR174W	P41939	IDP2	46.56172	0	0	subOpt_isoenz	0	0	0.00201229243589669	0	1	5	0	2
YLR304C	P19414	ACO1	85.36736	0	0	subOpt_isoenz	0	0	0.00109755900339993	0	1	8	0	2
YMR250W	Q04792	GAD1	65.98926	0	0	subOpt_isoenz	0	0	1.47050642142887e-05	0	1	4	0	2
YNL104C	P06208	LEU4	68.40819	0	0	subOpt_isoenz	0	0	1.25074196578572e-05	0	1	13	0	2
YNR001C	P00890	CIT1	53.35945	0	0	subOpt_isoenz	0	0	9.23990556779077e-06	0	1	7	0	2
YNR050C	P38999	LYS9	48.91735	0	0	subOpt_isoenz	0	0	4.71347551890368e-07	0	1	7	0	2
YOR388C	Q08911	FDH1	41.7138	0	0	subOpt_isoenz	0	0	3.39628323617974e-05	0	1	4	0	2
