genes	enzymes	shortNames	MWs	pathways	actions	k_scores	enz_pos	unique	conectivity	groups	EV_type	OE	minUsage	maxUsage	pUsage	minUsageBio	maxUsageBio	pUsageBio	EUV_comparison	priority
YDR300C	P32264	PRO1	47.16164	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	1000	7391	1	4	0	essential_tightly_const	2	2.1004938652178e-07	2.10438419676927e-07	2.10188074822914e-07	0	3.63494690009567e-09	2.90450278165222e-09	up_distinct	1
YOR323C	P54885	PRO2	49.73991	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	1000	7819	1	6	0	essential_tightly_const	2	2.72286743255281e-08	2.72796755899297e-08	2.72466152002226e-08	0	4.7119704426093e-10	3.76509798219184e-10	up_distinct	1
3DSD	Q86ZM4	3DSD	41.685		OE	1000	0	1	3	0	essential_tightly_const	2	3.7906430541037e-09	3.79064305410445e-09	3.7906430541037e-09	3.79064305410408e-11	3.87492522177098e-11	3.79064305410408e-11	none	3
OMT	P21964	OMT	30.037		OE	1000	0	1	6	0	essential_tightly_const	2	1.02924390891925e-07	1.02924390891945e-07	1.02924390891925e-07	1.02924390891935e-09	1.05214388085074e-09	1.02924390891935e-09	none	3
ACAR	Q6RKB1	ACAR	128.346		OE	1000	0	1	13	0	essential_tightly_const	2	1.05526994470513e-07	1.05526994470534e-07	1.05526994470513e-07	1.05526994470524e-09	1.07874897804803e-09	1.05526994470524e-09	none	3
UGT	Q9LVR1	UGT	52.992		OE	1000	0	1	5	0	essential_tightly_const	2	0.00170653992167138	0.00170653992167172	0.00170653992167138	1.70653992167155e-05	1.74450926594821e-05	1.70653992167155e-05	none	3
YLR044C	P06169	PDC1	61.49468	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites	OE	12.1578794018754	7128	1	17	0	essential_tightly_const	2	8.73426977078229e-07	8.81357529843341e-07	8.75390966784206e-07	0	2.0581241342583e-07	2.05776330251716e-07	up_distinct	1
YAL038W	P00549	CDC19	54.54404	sce00010  Glycolysis / Gluconeogenesis sce00230  Purine metabolism sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	2.44170569201954	7081	1	6	0	essential	2	1.89751118379927e-06	2.03724042278668e-06	2.0367616236623e-06	0	8.79974987002898e-07	8.79938903790998e-07	up_distinct	1
YMR205C	P16862	PFK2	104.61673	sce00010  Glycolysis / Gluconeogenesis sce00030  Pentose phosphate pathway sce00051  Fructose and mannose metabolism sce00052  Galactose metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids sce03018  RNA degradation	OE	1.22479479607084	7260	1	9	0	essential_tightly_const	2	6.8944666912213e-07	6.92703473080451e-07	6.92404236060338e-07	3.24884967862415e-07	5.84285538033884e-07	5.84248656912568e-07	up_distinct	1
YER091C	P05694	MET6	85.85892	sce00270  Cysteine and methionine metabolism sce00450  Selenocompound metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	KD	0.293884450454309	7124	1	7	0	biomass_opt	0.5	6.4418848189239e-07	6.442498757922e-07	6.44226117841574e-07	1.32434890750299e-06	1.32465755766701e-06	1.32442394673762e-06	down_distinct	1
