genes	enzymes	shortNames	MWs	pathways	actions	k_scores	enz_pos	unique	conectivity	groups	EV_type	OE	minUsage	maxUsage	pUsage	minUsageBio	maxUsageBio	pUsageBio	EUV_comparison	priority
YAL054C	Q01574	ACS1	79.13997	sce00010  Glycolysis / Gluconeogenesis sce00620  Pyruvate metabolism sce00630  Glyoxylate and dicarboxylate metabolism sce00640  Propanoate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	OE	1000	7834	1	13	0	production_opt	2	0	1.15379534801534e-06	1.5089497512768e-12	0	4.76174288324002e-07	0	up_subset	2
YAR035W	P80235	YAT1	77.76483	sce04146  Peroxisome	OE	1000	7823	1	5	0	production_opt_tight	2	0	1.77481209402591e-07	1.77313271806077e-07	0	1.78496297597795e-11	0	up_subset	2
YBL015W	P32316	ACH1	58.71137	sce00620  Pyruvate metabolism	OE	1000	7393	1	7	0	production_opt	2	0	0.00132881076695624	1.2969475940736e-11	0	0.00121918290833689	0	up_subset	2
YDL171C	Q12680	GLT1	238.09944	sce00250  Alanine, aspartate and glutamate metabolism sce00910  Nitrogen metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	1000	8012	1	6	0	production_opt_tight	2	0	3.05056413938338e-06	3.05034812880247e-06	0	1.48822239098243e-10	0	up_subset	2
YEL046C	P37303	GLY1	42.81463	sce00260  Glycine, serine and threonine metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	1000	7505	1	4	0	essential_tightly_const	2	1.67417148100702e-06	1.6742294902975e-06	1.67417324738138e-06	0	6.05672665871319e-11	0	up_distinct	1
YER065C	P28240	ICL1	62.40816	sce00630  Glyoxylate and dicarboxylate metabolism sce01110  Biosynthesis of secondary metabolites sce01200  Carbon metabolism	OE	1000	7356	1	3	0	essential_tightly_const	2	2.02915924611942e-06	2.0294398874393e-06	2.02916506379812e-06	0	5.26140479147896e-10	0	up_distinct	1
YER170W	P26364	ADK2	25.19373	sce00230  Purine metabolism sce00730  Thiamine metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	OE	1000	7344	1	5	0	production_opt	2	0	0.00309666066206619	8.047729747008e-13	0	0.00284118405012562	0	up_subset	2
YFL030W	P43567	AGX1	41.90679	sce00250  Alanine, aspartate and glutamate metabolism sce00260  Glycine, serine and threonine metabolism sce00630  Glyoxylate and dicarboxylate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce04146  Peroxisome	OE	1000	7676	1	4	0	essential_tightly_const	2	2.04455034730546e-07	2.04492796687741e-07	2.04465104585678e-07	0	5.30155825660249e-11	0	up_distinct	1
YML042W	P32796	CAT2	77.24096	sce04146  Peroxisome	OE	1000	7440	1	8	0	essential_tightly_const	2	1.78823341942674e-07	1.79011548215137e-07	1.78842162569963e-07	0	1.80157238611085e-11	0	up_distinct	1
YOR108W	Q12166	LEU9	67.19951	sce00290  Valine, leucine and isoleucine biosynthesis sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	OE	1000	7977	1	7	0	production_opt_tight	2	0	3.15867129431616e-07	3.15857912994073e-07	0	3.77721400347654e-10	0	up_subset	2
