genes	enzymes	shortNames	MWs	pathways	actions	k_scores	enz_pos	unique	conectivity	groups	EV_type	OE	minUsage	maxUsage	pUsage	minUsageBio	maxUsageBio	pUsageBio	EUV_comparison	priority
YER023W	P32263	PRO3	30.13145	sce00330  Arginine and proline metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	38.6170194021771	7390	1	6	0	essential_tightly_const	2	2.03340021141012e-07	2.03342314932482e-07	2.03340021141012e-07	9.12894089033886e-09	9.13338569929958e-09	9.12894089033886e-09	up_distinct	1
YLR438W	P07991	CAR2	46.08557	sce00330  Arginine and proline metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	OE	38.6128860255922	7168	1	4	0	essential_tightly_const	2	1.44937246242708e-06	1.44960955940602e-06	1.44941450575038e-06	6.46516509596924e-08	6.51111074427015e-08	6.47376114909261e-08	up_distinct	1
YPR074C	P23254	TKL1	73.80488	sce00030  Pentose phosphate pathway sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	26.4267077937432	7314	1	10	0	production_opt	2	0	0.00103745828491085	8.22470868351657e-07	0	0.00096936317309413	1.38087014060242e-07	up_subset	2
YLR174W	P41939	IDP2	46.56172	sce00020  Citrate cycle (TCA cycle) sce00480  Glutathione metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids sce04146  Peroxisome	OE	24.1411045107578	7664	1	5	0	essential	2	2.44556513032513e-06	0.0016456162080132	2.44593375044431e-06	1.59853526236059e-07	0.00153647812260231	1.60567822204156e-07	up_overlaped	2
YKL029C	P36013	MAE1	74.37529	sce00620  Pyruvate metabolism sce01200  Carbon metabolism	OE	19.7244922584436	7478	1	7	0	essential_tightly_const	2	1.07061570495687e-06	1.07088300043779e-06	1.07064624916779e-06	8.30672783067694e-08	8.35852318212522e-08	8.31297280975834e-08	up_distinct	1
YER069W	Q01217	ARG5,6	94.86823	sce00220  Arginine biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	OE	19.6894702199864	7832	1	9	0	essential_tightly_const	2	3.72618021365495e-05	3.72677975677354e-05	3.72628652319694e-05	2.88887452439885e-06	2.90049220912372e-06	2.89104809776181e-06	up_distinct	1
YMR062C	Q04728	ARG7	47.84821	sce00220  Arginine biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	OE	19.6894702199864	7878	1	9	0	essential	2	8.17688686137142e-06	0.00160716731371586	8.17712015150726e-06	6.3394679774356e-07	0.00149564490802723	6.34423775842729e-07	up_overlaped	2
YOL140W	P18544	ARG8	46.68082	sce00220  Arginine biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	OE	19.6894702199864	7269	1	4	0	essential_tightly_const	2	9.25533585960385e-05	9.25682504492468e-05	9.25559991834577e-05	7.17557993609825e-06	7.20443671918043e-06	7.18097880315996e-06	up_distinct	1
YOL126C	P22133	MDH2	40.7305	sce00020  Citrate cycle (TCA cycle) sce00270  Cysteine and methionine metabolism sce00620  Pyruvate metabolism sce00630  Glyoxylate and dicarboxylate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	OE	12.90910868446	7300	1	5	0	essential	2	3.40838658070121e-08	0.00187844958574161	3.40843433939779e-08	3.83177925210435e-09	0.00175626896798396	3.83275571223636e-09	up_overlaped	2
YJL121C	P46969	RPE1	25.96689	sce00030  Pentose phosphate pathway sce00040  Pentose and glucuronate interconversions sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	8.06941757153433	7688	1	2	0	essential	2	4.99897202615504e-07	0.00294689724806112	5.00004658446226e-07	8.37410110107526e-08	0.00275488181413739	8.39472289631658e-08	up_overlaped	2
YKL085W	P17505	MDH1	35.64959	sce00020  Citrate cycle (TCA cycle) sce00270  Cysteine and methionine metabolism sce00620  Pyruvate metabolism sce00630  Glyoxylate and dicarboxylate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	OE	6.48957189904692	7263	1	5	0	essential	2	8.07060484651345e-07	0.00214694063818591	8.07088869693998e-07	1.68000106935195e-07	0.00200674196031678	1.68055128107936e-07	up_overlaped	2
YNR001C	P00890	CIT1	53.35945	sce00020  Citrate cycle (TCA cycle) sce00630  Glyoxylate and dicarboxylate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	OE	6.48957189904692	7092	1	7	0	production_opt_tight	2	0	1.08756898641049e-06	1.08753858763012e-06	0	2.26510383109904e-07	2.26451439896325e-07	up_subset	2
YGL062W	P11154	PYC1	130.09827	sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	5.87628891736619	7211	1	8	0	production_opt_tight	2	0	5.17810093162313e-06	5.17757218745949e-06	0	1.18062340913723e-06	1.17960611814614e-06	up_subset	2
YHR163W	P38858	SOL3	27.78417	sce00030  Pentose phosphate pathway sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	OE	4.44850533973054	7577	1	5	0	production_opt_tight	2	0	9.08791683187052e-06	9.08759721399047e-06	0	2.60549827011075e-06	2.60484478887794e-06	up_subset	2
YHR183W	P38720	GND1	53.54274	sce00030  Pentose phosphate pathway sce00480  Glutathione metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	OE	4.44850533973054	7563	1	6	0	production_opt_tight	2	0	2.4966792259453e-06	2.49659141887539e-06	0	7.15795877603423e-07	7.15616349875535e-07	up_subset	2
YNL241C	P11412	ZWF1	57.5209	sce00030  Pentose phosphate pathway sce00480  Glutathione metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	OE	4.44850533973054	7214	1	5	0	essential_tightly_const	2	1.43580247050667e-07	1.4361419910845e-07	1.43609148263597e-07	4.11082827320441e-08	4.11740725917577e-08	4.11637457824087e-08	up_distinct	1
YNL036W	P53615	NCE103	24.85889	sce00910  Nitrogen metabolism	OE	4.03483065568509	7784	1	4	0	production_opt	2	0	0.00307772277203332	3.47909238940482e-10	0	0.00287758363458114	1.10923105326454e-10	up_subset	2
YBR221C	P32473	PDB1	40.0532	sce00010  Glycolysis / Gluconeogenesis sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	OE	3.31689815851279	7416	0	6	1	essential_tightly_const	2	2.42317911327534e-06	2.42327995960029e-06	2.42321847022585e-06	9.17308691790829e-07	9.17504155942928e-07	9.1738500452241e-07	up_distinct	1
YER178W	P16387	PDA1	46.34261	sce00010  Glycolysis / Gluconeogenesis sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	OE	3.31689815851279	7251	0	6	1	essential_tightly_const	2	2.42317911327534e-06	2.42327995960029e-06	2.42321847022585e-06	9.17308691790829e-07	9.17504155942928e-07	9.1738500452241e-07	up_distinct	1
YGR193C	P16451	PDX1	45.36125	sce00NNN  None	OE	3.31689815851279	7252	0	6	1	essential_tightly_const	2	2.42317911327534e-06	2.42327995960029e-06	2.42321847022585e-06	9.17308691790829e-07	9.17504155942928e-07	9.1738500452241e-07	up_distinct	1
YNL071W	P12695	LAT1	51.81762	sce00010  Glycolysis / Gluconeogenesis sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	OE	3.31689815851279	7219	0	6	1	essential_tightly_const	2	2.42317911327534e-06	2.42327995960029e-06	2.42321847022585e-06	9.17308691790829e-07	9.17504155942928e-07	9.1738500452241e-07	up_distinct	1
YOR095C	Q12189	RKI1	28.25777	sce00030  Pentose phosphate pathway sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	2.45138635970852	7980	1	2	0	essential	2	3.55166204642917e-06	0.00271108092935197	3.55229726775873e-06	1.71469478800682e-06	0.00253317840039263	1.71591383811035e-06	up_overlaped	2
YAL038W	P00549	CDC19	54.54404	sce00010  Glycolysis / Gluconeogenesis sce00230  Purine metabolism sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	2.16150938779086	7081	1	6	0	production_opt_tight	2	0	1.62387850793272e-06	1.62385999280831e-06	0	8.87453168034337e-07	8.87417268463902e-07	up_subset	2
YGR254W	P00924	ENO1	46.81564	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids sce03018  RNA degradation	OE	2.02606920307151	7095	1	5	0	production_opt	2	0	0.00163593043512096	1.67175212931422e-06	0	0.00152894966651289	9.64185382551062e-07	up_subset	2
YOR283W	Q12040	YOR283W	26.17622	sce00NNN  None	OE	2.02606920307151	7966	1	4	0	production_opt	2	0	0.00292329999045657	4.61588407430488e-07	0	0.00273303735492699	2.66221760627918e-07	up_subset	2
YML120C	P32340	NDI1	57.24915	sce00NNN  None	OE	1.55274201430557	7396	1	5	0	production_opt	2	0	7.9442156024766e-05	7.93573622306241e-07	0	7.50186411413634e-05	5.68385055934372e-07	up_subset	2
YCR012W	P00560	PGK1	44.73787	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	1.15025344152805	7082	1	4	0	essential	2	8.60762793805458e-07	0.00171101704638052	8.60762793805467e-07	7.77841630378496e-07	0.00159972549219497	7.77841630378652e-07	up_overlaped	2
YJL052W	P00360	TDH1	35.74956	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	1.15025344152805	7071	1	8	0	production_opt	2	0	0.00215606035866061	1.59300472808829e-05	0	0.00201535648220166	1.43954339547944e-05	up_subset	2
YDR050C	P00942	TPI1	26.79508	sce00010  Glycolysis / Gluconeogenesis sce00051  Fructose and mannose metabolism sce00562  Inositol phosphate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	1.07143999052413	7100	1	2	0	essential	2	2.50719489946952e-08	0.00285535319468182	2.50720134759421e-08	2.39127702674352e-08	0.00266967484669253	2.39129021038923e-08	up_overlaped	2
YKL060C	P14540	FBA1	39.62024	sce00010  Glycolysis / Gluconeogenesis sce00030  Pentose phosphate pathway sce00051  Fructose and mannose metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	1.0657063161316	7233	1	7	0	unnecessary_prod	2	0	0.00193339382909707	0	0	0.00180797396857892	0	up_subset	2
YMR205C	P16862	PFK2	104.61673	sce00010  Glycolysis / Gluconeogenesis sce00030  Pentose phosphate pathway sce00051  Fructose and mannose metabolism sce00052  Galactose metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids sce03018  RNA degradation	OE	1.0657063161316	7260	1	9	0	essential	2	3.39461683738067e-07	6.10480086174929e-07	6.10461096409022e-07	3.25038718690056e-07	5.84561805700384e-07	5.845251231036e-07	up_overlaped	2
YHR144C	P06773	DCD1	35.64574	sce00240  Pyrimidine metabolism	KD	0.274520271934707	7136	1	7	0	biomass_coupled	0.5	2.71971320461776e-11	0.00214636838829014	3.0265246003104e-11	5.59303505571805e-11	0.00200679359086504	6.18794213424876e-11	overlaped	3
