genes	enzymes	shortNames	MWs	pathways	actions	k_scores	enz_pos	unique	conectivity	groups	EV_type	OE	minUsage	maxUsage	pUsage	minUsageBio	maxUsageBio	pUsageBio	EUV_comparison	priority
YBL098W	P38169	BNA4	52.42905	sce00380  Tryptophan metabolism	OE	1000	7528	1	7	0	essential_tightly_const	2	8.72050788356542e-08	8.72050818247674e-08	8.72050788356547e-08	8.72050788372797e-10	8.79136166419493e-10	8.72050788355706e-10	up_distinct	1
YDR300C	P32264	PRO1	47.16164	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	1000	7391	1	4	0	essential_tightly_const	2	2.10060351317261e-07	2.10441398813618e-07	2.10188074822914e-07	0	3.6346629498789e-09	2.90427588195636e-09	up_distinct	1
YDR428C	Q04066	BNA7	29.99102	sce00380  Tryptophan metabolism sce00630  Glyoxylate and dicarboxylate metabolism	OE	1000	7862	1	5	0	essential_tightly_const	2	1.09954645464285e-09	1.09972973125088e-09	1.09954645464293e-09	1.09954645458441e-11	1.59012582547401e-11	1.09954645464187e-11	up_distinct	1
YEL041W	P32622	YEF1	55.87302	sce00NNN  None	OE	1000	7431	1	18	0	essential	2	1.06950235954582e-08	1.25977746162232e-08	1.09954645464294e-08	0	2.12203307572384e-09	1.09954645464187e-10	up_distinct	1
YFR047C	P43619	BNA6	32.36461	sce00760  Nicotinate and nicotinamide metabolism	OE	1000	7679	1	12	0	essential_tightly_const	2	2.95044614816207e-08	2.95044654047328e-08	2.95044614816212e-08	2.95044614822754e-10	2.97441840622816e-10	2.95044614815928e-10	up_distinct	1
YGR010W	P53204	NMA2	44.90875	sce00760  Nicotinate and nicotinamide metabolism	OE	1000	7767	1	12	0	production_opt_tight	2	0	7.3454779410868e-08	7.3454773499646e-08	0	7.4051590624894e-10	7.34547734995752e-10	up_subset	2
YJR025C	P47096	BNA1	20.23471	sce00380  Tryptophan metabolism	OE	1000	7701	1	4	0	essential_tightly_const	2	7.08106310803294e-09	7.0810636756394e-09	7.08106310803329e-09	7.08106310776433e-11	7.13859646590719e-11	7.08106310802646e-11	up_distinct	1
YJR078W	P47125	BNA2	50.77489	sce00380  Tryptophan metabolism	OE	1000	7703	1	3	0	essential_tightly_const	2	1.47521988759897e-08	1.47706332597219e-08	1.47521988759948e-08	1.47521988758199e-10	2.1334116767682e-10	1.47521988759805e-10	up_distinct	1
YLR231C	Q05979	BNA5	51.03155	sce00380  Tryptophan metabolism	OE	1000	7898	1	7	0	essential	2	5.05790859298692e-08	5.1576962618861e-08	5.05790859298695e-08	5.05790859283284e-10	3.93984363291074e-09	5.05790859298207e-10	up_distinct	1
YOR323C	P54885	PRO2	49.73991	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	1000	7819	1	6	0	essential_tightly_const	2	2.72283814993129e-08	2.72800453150376e-08	2.72466152002226e-08	0	4.71160238663817e-10	3.76480385281712e-10	up_distinct	1
