genes	enzymes	shortNames	MWs	actions	k_scores
YBL015W	P32316	ACH1	58.71137	1	1000
YBR252W	P33317	DUT1	15.30716	1	1000
YDL171C	Q12680	GLT1	238.09944	1	1000
YEL046C	P37303	GLY1	42.81463	1	1000
YER062C	P40106	GPP2	27.8134	1	1000
YER170W	P26364	ADK2	25.19373	1	1000
YFL053W	P43550	DAK2	62.13397	1	1000
YIL053W	P41277	GPP1	27.94655	1	1000
YML070W	P54838	DAK1	62.20593	1	1000
YOR120W	P14065	GCY1	35.07875	1	1000
YJR069C	P47119	HAM1	22.09268	1	1000
ClLIS1	Q8L5K3	ClLIS1	70.348	1	1000
YOL059W	P41911	GPD2	49.42115	1	211.463888053862
YDL022W	Q00055	GPD1	42.8683	1	211.463888053862
YPL117C	P15496	IDI1	33.35113	1	51.1953226211192
YLR450W	P12684	HMG2	115.69085	1	34.181764686558
YML075C	P12683	HMG1	115.62448	1	34.181764686558
YMR208W	P07277	ERG12	48.45901	1	34.181764686558
YMR220W	P24521	ERG8	50.45437	1	34.181764686558
YNR043W	P32377	MVD1	44.11544	1	34.181764686558
YHR002W		LEU5	NaN	1	33.7750611903397
YBR221C	P32473	PDB1	40.0532	1	7.98214830318653
YER178W	P16387	PDA1	46.34261	1	7.98214830318653
YGR193C	P16451	PDX1	45.36125	1	7.98214830318653
YNL071W	P12695	LAT1	51.81762	1	7.98214830318653
YGL080W		MPC1	NaN	1	5.42831908118327
YGR243W		MPC3	NaN	1	5.42831908118327
YHR162W		MPC2	NaN	1	5.42831908118327
YCL040W	P17709	GLK1	55.37689	1	3.19027935564448
YGL253W	P04807	HXK2	53.9419	1	3.19027935564448
YLR446W	Q06204	YLR446W	48.96875	1	3.19027935564448
YFR053C	P04806	HXK1	53.73784	1	3.19027935564447
YAL038W	P00549	CDC19	54.54404	1	2.58775759104651
YOR347C	P52489	PYK2	55.19478	1	2.58775759104651
YGR254W	P00924	ENO1	46.81564	1	2.411141814716
YHR174W	P00925	ENO2	46.91368	1	2.411141814716
YKL152C	P00950	GPM1	27.60828	1	2.411141814716
YMR323W	P42222	ERR3	47.31216	1	2.411141814716
YOR393W	P0CX10	ERR1	47.32712	1	2.411141814716
YPL281C	P0CX11	ERR2	47.32712	1	2.411141814716
YOR283W	Q12040	YOR283W	26.17622	1	2.411141814716
YML120C	P32340	NDI1	57.24915	1	1.81526601392158
YPR035W	P32288	GLN1	41.7656	1	1.47150110009881
YLR354C	P15019	TAL1	37.0359	1	1.30993617192257
YGR043C	P53228	NQM1	37.25314	1	1.30993617192257
YDR050C	P00942	TPI1	26.79508	1	1.28022880986539
YCR012W	P00560	PGK1	44.73787	1	1.27692201922207
YGR192C	P00359	TDH3	35.74626	1	1.27692201922207
YJL052W	P00360	TDH1	35.74956	1	1.27692201922207
YJR009C	P00358	TDH2	35.84645	1	1.27692201922207
YGR240C	P16861	PFK1	107.96906	1	1.27191220497091
YKL060C	P14540	FBA1	39.62024	1	1.27191220497091
YMR205C	P16862	PFK2	104.61673	1	1.27191220497091
YBR196C	P12709	PGI1	61.29832	1	1.21820142375691
YBR029C	P38221	CDS1	51.82218	0	0.150420581785866
YOR175C	Q08548	ALE1	72.22714	0	0.146574994549548
YER141W	P40086	COX15	54.65792	0	0.145891666666666
YJR103W	P38627	URA8	64.50989	0	0.143447646744685
YBL039C	P28274	URA7	64.70953	0	0.143447646744684
YDL052C	P33333	SLC1	33.88654	0	0.141359916341045
YER070W	P21524	RNR1	99.56021	0	0.120841179018764
YIL066C	P21672	RNR3	97.51369	0	0.120841179018764
YJL026W	P09938	RNR2	46.14681	0	0.120841179018764
YGR180C	P49723	RNR4	40.05407	0	0.117639873989658
YCR048W	P25628	ARE1	71.61215	0	0.114117520557228
YDR503C	Q04396	LPP1	31.58604	0	0.10787137588617
YNR019W	P53629	ARE2	74.022	0	0.107676245213218
YGR087C	P26263	PDC6	61.57964	0	0.0938577813303177
YLR134W	P16467	PDC5	61.91138	0	0.0938577813303177
YLR044C	P06169	PDC1	61.49468	0	0.0938577771441628
YOR245C	Q08650	DGA1	47.71075	0	0.0852643678198275
YBR263W	P37292	SHM1	53.68589	0	0.022751305369773
YAL044C	P39726	GCV3	18.79276	0	0.0113756413779459
YDR019C	P48015	GCV1	44.46849	0	0.0113756413779459
YMR189W	P49095	GCV2	114.45033	0	0.0113756413779459
YER081W	P40054	SER3	51.1927	0	0.00899706259359672
YGR208W	P42941	SER2	34.20684	0	0.00899706259359672
YOR184W	P33330	SER1	43.41501	0	0.00899706259359672
YIL074C	P40510	SER33	51.18777	0	0.00899706259359588
YLR058C	P37291	SHM2	52.21793	0	0.00435539935823362
YAL062W	P39708	GDH3	49.62653	0	0
YDL066W	P21954	IDP1	48.18986	0	0
YDR148C	P19262	KGD2	50.43011	0	0
YIL125W	P20967	KGD1	114.41496	0	0
YNR008W	P40345	LRO1	75.39242	0	0
YOR375C	P07262	GDH1	49.56931	0	0
YOR388C	Q08911	FDH1	41.7138	0	0
