genes	enzymes	shortNames	MWs	actions	k_scores	OE	minUsage	maxUsage	pUsage	foldChange	unique	conectivity	groups	priority
YPR074C	P23254	TKL1	73.80488	1	72.0386058691565	2	0	0.00117636040191209	2.20058891869034e-06	1.000001	0	10	1	1
YER052C	P10869	HOM3	58.10913	2	22.8617605417326	2	1.1734447574061e-06	1.17346308168252e-06	1.17344584962474e-06	1.000001	1	4	0	1
YJR139C	P31116	HOM6	38.50163	2	22.8617605417326	2	1.1796778645845e-05	1.17969628619591e-05	1.17967896260479e-05	1.000001	1	7	0	1
YCR053W	P16120	THR4	57.47349	2	22.8617605417326	2	6.52842838119755e-08	6.5288310190961e-08	6.5287351445898e-08	1.000001	1	6	0	1
YDR158W	P13663	HOM2	39.54334	2	22.8617605417326	2	1.40343682274434e-06	1.40345873867965e-06	1.4034381291841e-06	1.00000100000001	1	6	0	1
YHR025W	P17423	THR1	38.71215	2	22.8617605417326	2	6.52842834616934e-06	6.52883101909589e-06	6.5287351445898e-06	1.000001	1	5	0	1
YJL121C	P46969	RPE1	25.96689	1	18.9077707123361	2	1.3374460079913e-06	0.00333861516825179	1.33780387003308e-06	1.000001	1	2	0	1
YHR183W	P38720	GND1	53.54274	2	10.173732334406	2	0	6.33916371542057e-06	6.33911816923657e-06	1.00000100000001	0	6	2	1
YHR163W	P38858	SOL3	27.78417	2	10.173732334406	2	0	2.30745672214359e-05	2.3074401433239e-05	1.000001	0	5	3	1
YNL241C	P11412	ZWF1	57.5209	2	10.173732334406	2	3.64543025407902e-07	3.64641925383534e-07	3.64639305472111e-07	1.000001	1	5	0	1
YOR095C	Q12189	RKI1	28.25777	1	5.35642403469435	2	8.21569295455979e-06	0.00307493735476507	8.21780854545916e-06	1.000001	1	2	0	1
YGL062W	P11154	PYC1	130.09827	2	4.51259561939204	2	0	4.67267430989145e-06	4.67097116947879e-06	1.000001	0	8	4	1
YAL038W	P00549	CDC19	54.54404	2	1.6131972118509	2	0	1.35603112983699e-06	1.35597717555133e-06	1.00000100000001	0	6	5	1
YGR254W	P00924	ENO1	46.81564	1	1.50726078612719	2	0	0.00185245088451828	1.38528523655358e-06	1.000001	0	5	6	1
YOR375C	P07262	GDH1	49.56931	2	1.34024218979636	2	0	7.92465965528146e-06	7.92415508968295e-06	1.000001	0	8	7	1
YCR012W	P00560	PGK1	44.73787	1	1.07826260892915	2	8.30652666855428e-07	0.00193786273471608	8.30652666855405e-07	1.000001	1	4	0	1
YJL052W	P00360	TDH1	35.74956	1	1.07826260892915	2	0	0.00243942086617107	1.5372802300733e-05	1.000001	0	8	8	1
YDR516C	Q04409	EMI2	55.92028	2	1.00066848563194	2	1.15063211987074e-08	1.86182381005192e-07	1.86178186178e-07	1.000001	1	4	0	1
YDL052C	P33333	SLC1	33.88654	0	0.120989493410944	0	0	1.59652534340453e-06	0	1.00000100000001	1	28	0	1
YNR019W	P53629	ARE2	74.022	0	0.107676211961043	0	0	0.00117071614314116	0	1.000001	1	84	0	1
YOR245C	Q08650	DGA1	47.71075	0	0.0852643179415648	0	0	5.72431859371365e-08	0	1.000001	1	122	0	1
YCL040W	P17709	GLK1	55.37689	0	0	0	0	9.51135955898989e-07	0	1.00000099999999	1	6	0	1
YLR446W	Q06204	YLR446W	48.96875	0	0	0	0	0.000156054259845259	0	1.00000100000001	1	20	0	1
YOR222W		ODC2	NaN	0	0.152078618439665	0	0	0	0	1.000001	0	6	9	2
YPL134C		ODC1	NaN	0	0.152078618439665	0	0	0	0	1.000001	0	6	9	2
YFR053C	P04806	HXK1	53.73784	0	0	0	0	9.51135955899253e-07	0	1.000001	0	12	10	2
YGL253W	P04807	HXK2	53.9419	0	0	0	0	2.05691512154644e-06	0	1.000001	0	12	10	2
