genes	enzymes	shortNames	MWs	actions	k_scores	OE	minUsage	maxUsage	pUsage	foldChange	unique	conectivity	groups	priority
YAR035W	P80235	YAT1	77.76483	OE	1000	2	0	3.38853001482914e-07	3.38251948060902e-07	1.000001	0	5	1	1
YEL046C	P37303	GLY1	42.81463	OE	1000	2	2.13490898891524e-06	2.13506988317424e-06	2.13490898891521e-06	1.000001	1	4	0	1
YML042W	P32796	CAT2	77.24096	OE	1000	2	3.04632205430597e-07	3.41774775014115e-07	3.41168538984917e-07	1.000001	1	8	0	1
YLR174W	P41939	IDP2	46.56172	OE	35.3214040797727	2	4.2238356165589e-06	0.00193951128938816	4.24572376059019e-06	1.000001	1	5	0	1
YDR158W	P13663	HOM2	39.54334	OE	9.71381837166287	2	5.01135024775404e-07	5.01171473606732e-07	5.01135024775389e-07	1.000001	1	6	0	1
YER052C	P10869	HOM3	58.10913	OE	9.71381837166287	2	4.19010145652915e-07	4.19040623395819e-07	4.19010145652905e-07	1.000001	1	4	0	1
YCR053W	P16120	THR4	57.47349	OE	9.71381837166287	2	2.28578571651166e-08	2.33142862608452e-08	2.33125905617089e-08	1.000001	1	6	0	1
YHR025W	P17423	THR1	38.71215	OE	9.71381837166287	2	2.28578515583446e-06	2.33142862608441e-06	2.33125905617089e-06	1.000001	1	5	0	1
YJR139C	P31116	HOM6	38.50163	OE	9.71381837166287	2	4.21235844928659e-06	4.21266484563365e-06	4.21235844928656e-06	1.000001	1	7	0	1
YOL126C	P22133	MDH2	40.7305	OE	9.49019550373284	2	3.04033940784365e-08	0.00221235911878231	3.04047454685916e-08	1.000001	1	5	0	1
YKL085W	P17505	MDH1	35.64959	OE	9.2865201855441	2	1.37569340058109e-06	0.00252901298975245	1.37580203971617e-06	1.000001	1	5	0	1
YGL062W	P11154	PYC1	130.09827	OE	6.12039364693437	2	0	6.09247909912244e-06	6.03320976170182e-06	1.000001	0	8	2	1
YAL038W	P00549	CDC19	54.54404	OE	2.61215158282223	2	0	2.23582781988898e-06	2.23576571469477e-06	1.000001	0	6	3	1
YBR221C	P32473	PDB1	40.0532	OE	2.53489644622635	2	2.55609276699921e-06	2.65855614968284e-06	2.55669397237874e-06	1.000001	0	6	4	1
YGR254W	P00924	ENO1	46.81564	OE	2.43376676338755	2	0	0.00192704255801735	2.27272302459663e-06	1.000001	0	5	5	1
YLR354C	P15019	TAL1	37.0359	OE	1.3420113614736	2	0	0.00243652372034809	3.49914994283466e-06	1.000001	0	6	6	1
YDR050C	P00942	TPI1	26.79508	OE	1.29572637692859	2	3.02510614403748e-08	0.00336293073373048	3.02524082997364e-08	1.000001	1	2	0	1
YMR205C	P16862	PFK2	104.61673	OE	1.28729549180306	2	4.08797125056305e-07	7.35192629444352e-07	7.35153009738294e-07	1.000001	1	9	0	1
YCR012W	P00560	PGK1	44.73787	OE	1.28461646689376	2	9.73941781539468e-07	0.00201513320339396	9.739628600336e-07	1.000001	1	4	0	1
YJL052W	P00360	TDH1	35.74956	OE	1.28461646689376	2	0	0.00253859182389577	1.80250291042036e-05	1.000001	0	8	7	1
YBR196C	P12709	PGI1	61.29832	OE	1.26287124829616	2	3.91908519045323e-07	0.00147040421346771	3.91918068299338e-07	1.000001	1	2	0	1
YDR516C	Q04409	EMI2	55.92028	OE	1.00066848426109	2	1.86168942785659e-07	1.925786903025e-07	1.86178186178e-07	1.000001	1	4	0	1
YCL040W	P17709	GLK1	55.37689	deletion	0	0	0	5.03282195190154e-11	0	1.00000100000001	1	6	0	1
YGR208W	P42941	SER2	34.20684	deletion	0	0	0	1.2864889427546e-11	0	1.000001	1	4	0	1
YMR267W	P28239	PPA2	35.57213	deletion	0	0	0	7.95573980088015e-11	0	1.000001	1	4	0	1
YNL241C	P11412	ZWF1	57.5209	deletion	0	0	0	1.08969238143161e-11	0	1.00000100000001	1	5	0	1
YOR184W	P33330	SER1	43.41501	deletion	0	0	0	4.1539485874594e-09	0	1.000001	1	4	0	1
YOR388C	Q08911	FDH1	41.7138	deletion	0	0	0	2.22437839561993e-10	0	1.000001	1	4	0	1
YLR446W	Q06204	YLR446W	48.96875	deletion	0	0	0	8.25817455114863e-09	0	1.000001	1	20	0	1
YDR148C	P19262	KGD2	50.43011	deletion	0	0	0	1.64866001439673e-06	0	1.000001	0	11	8	2
YER081W	P40054	SER3	51.1927	deletion	0	0	0	3.32583986763813e-11	0	1.000001	0	6	9	2
YFR053C	P04806	HXK1	53.73784	deletion	0	0	0	5.03327929646532e-11	0	1.00000100000001	0	12	10	2
YGL253W	P04807	HXK2	53.9419	deletion	0	0	0	1.08849089802587e-10	0	1.000001	0	12	10	2
YGR248W	P53315	SOL4	28.44737	deletion	0	0	0	6.89558122557607e-10	0	1.000001	0	5	11	2
YGR256W	P53319	GND2	53.92235	deletion	0	0	0	1.89438951784553e-10	0	1.000001	0	6	12	2
YHR163W	P38858	SOL3	27.78417	deletion	0	0	0	6.89558121440108e-10	0	1.00000100000001	0	5	11	2
YHR183W	P38720	GND1	53.54274	deletion	0	0	0	1.8942173838292e-10	0	1.00000100000001	0	6	12	2
YIL074C	P40510	SER33	51.18777	deletion	0	0	0	3.32583987574962e-11	0	1.000001	0	6	9	2
YIL125W	P20967	KGD1	114.41496	deletion	0	0	0	1.64866001439673e-06	0	1.000001	0	11	8	2
