genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
ADS	Q9AR04	ADS	63.933		2	1000	tightly_const	2	6.81474485931971e-05	6.81474485933334e-05	6.81474485931971e-05	1	3	0	1	1.07320546684944	1.08317485394825
YJL167W	P08524	ERG20	40.48289	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	2	29.1532409511392	tightly_const	2	6.56273168591338e-05	6.56273949903615e-05	6.56273168591338e-05	1	5	0	1	1.04473902756562	1.05064879625888
YMR208W	P07277	ERG12	48.45901	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce04146  Peroxisome	2	29.1532409511392	tightly_const	2	4.9445222709211e-06	4.94452815391151e-06	4.9445222709211e-06	1	11	0	1	1.00388603004594	1.00437674487059
YMR220W	P24521	ERG8	50.45437	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	2	29.1532409511392	tightly_const	2	3.1848564587285e-05	3.18486025039268e-05	3.1848564587285e-05	1	4	0	1	1.02661668483934	1.03006370977162
YNR043W	P32377	MVD1	44.11544	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	2	29.1532409511392	tightly_const	2	2.20990000215176e-05	2.20990263310197e-05	2.20990000215176e-05	1	6	0	1	1.01599082961983	1.01803756253572
YPL117C	P15496	IDI1	33.35113	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	1	29.1532409511392	essential	2	1.20719308564346e-09	0.0018783750592659	1.20719308564346e-09	1	2	0	1	1.00000065059307	1.00000073238983
YBR221C	P32473	PDB1	40.0532	sce00010  Glycolysis / Gluconeogenesis sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	2	7.00881148923195	tightly_const	2	4.9840610215303e-06	4.98416186794247e-06	4.98410037851521e-06	0	6	1	1	1.00353700228457	1.00398346816759
YER178W	P16387	PDA1	46.34261	sce00010  Glycolysis / Gluconeogenesis sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	2	7.00881148923195	tightly_const	2	4.9840610215303e-06	4.98416186794247e-06	4.98410037851521e-06	0	6	1	1	1.00409418670183	1.00461130759047
YGR193C	P16451	PDX1	45.36125	sce00NNN  None	2	7.00881148923195	tightly_const	2	4.9840610215303e-06	4.98416186794247e-06	4.98410037851521e-06	0	6	1	1	1.00400722036901	1.00451330750275
YNL071W	P12695	LAT1	51.81762	sce00010  Glycolysis / Gluconeogenesis sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	2	7.00881148923195	tightly_const	2	4.9840610215303e-06	4.98416186794247e-06	4.98410037851521e-06	0	6	1	1	1.00457961791688	1.00515836672999
YML075C	P12683	HMG1	115.62448	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	2	29.1532409511392	opt_isoenz_tight	2	0	2.34131335392911e-06	2.34131056653082e-06	1	7	0	2	1.00439258913785	1.00494758579862
YBL039C	P28274	URA7	64.70953	sce00240  Pyrimidine metabolism	0	0.286884220861498	subOpt_isoenz	0	0	4.15289004664262e-08	0	0	12	3	2	0.999999999999984	0.999999999999999
YER070W	P21524	RNR1	99.56021	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00480  Glutathione metabolism	0	0.27452008022304	subOpt_isoenz	0	0	4.872666764153e-07	0	0	24	4	2	1	1
YIL066C	P21672	RNR3	97.51369	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00480  Glutathione metabolism	0	0.27452008022304	subOpt_isoenz	0	0	4.87266676415299e-07	0	0	24	4	2	0.999999999999984	0.999999999999989
YJL026W	P09938	RNR2	46.14681	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00480  Glutathione metabolism	0	0.27452008022304	subOpt_isoenz	0	0	4.8726667641612e-07	0	0	24	4	2	0.999999999999989	1
YGR087C	P26263	PDC6	61.57964	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites	0	0.272851308105621	subOpt_isoenz	0	0	2.34225485457324e-07	0	0	17	5	2	1.00000000000001	1
YLR134W	P16467	PDC5	61.91138	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites	0	0.272851308105621	subOpt_isoenz	0	0	2.34225460080182e-07	0	0	17	5	2	1	0.999999999999999
YDL052C	P33333	SLC1	33.88654	sce00561  Glycerolipid metabolism sce00564  Glycerophospholipid metabolism sce01110  Biosynthesis of secondary metabolites	0	0.232638258405811	subOpt_isoenz	0	0	2.97211162848398e-06	0	1	28	0	2	1	0.999999999999999
YNR019W	P53629	ARE2	74.022	sce00100  Steroid biosynthesis	0	0.207585616052361	subOpt_isoenz	0	0	0.000846313694693767	0	1	84	0	2	1	1
YOR245C	Q08650	DGA1	47.71075	sce00561  Glycerolipid metabolism	0	0.164378424078541	subOpt_isoenz	0	0	1.01733999420692e-07	0	1	122	0	2	1	1.00000000000001
YER081W	P40054	SER3	51.1927	sce00260  Glycine, serine and threonine metabolism sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	0	0.0260083156855766	subOpt_isoenz	0	0	4.6577523814838e-08	0	0	6	6	2	0.999999999999996	0.999999999999999
YAL062W	P39708	GDH3	49.62653	sce00220  Arginine biosynthesis sce00250  Alanine, aspartate and glutamate metabolism sce00910  Nitrogen metabolism	0	0.0244424616628784	subOpt_isoenz	0	0	1.44078299391842e-06	0	0	8	7	2	1	1
