genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority
ADS	Q9AR04	ADS	63.933	2	1000	tightly_const	2	6.8147448593197e-05	6.81474485933333e-05	6.8147448593197e-05	1	3	0	1
YJL167W	P08524	ERG20	40.48289	2	29.1532409511597	tightly_const	2	3.28136912432581e-05	3.28137302849735e-05	3.28136912432581e-05	1	5	0	1
YMR208W	P07277	ERG12	48.45901	2	29.1532409511597	tightly_const	2	2.47225876431222e-06	2.4722617058046e-06	2.47225876431222e-06	1	11	0	1
YMR220W	P24521	ERG8	50.45437	2	29.1532409511597	tightly_const	2	1.59242913386399e-05	1.59243102969716e-05	1.59242913386399e-05	1	4	0	1
YNR043W	P32377	MVD1	44.11544	2	29.1532409511597	tightly_const	2	1.1049508275791e-05	1.10495214305516e-05	1.1049508275791e-05	1	6	0	1
YPL117C	P15496	IDI1	33.35113	1	29.1532409511597	essential	2	6.03596327217122e-10	0.00217946554187105	6.03596327217122e-10	1	2	0	1
YBR221C	P32473	PDB1	40.0532	2	7.00881148923301	tightly_const	2	4.98406104616548e-06	4.9841618679436e-06	4.9841003785152e-06	0	6	2	1
YER178W	P16387	PDA1	46.34261	2	7.00881148923301	tightly_const	2	4.98406104616548e-06	4.9841618679436e-06	4.9841003785152e-06	0	6	2	1
YGR193C	P16451	PDX1	45.36125	2	7.00881148923301	tightly_const	2	4.98406104616548e-06	4.9841618679436e-06	4.9841003785152e-06	0	6	2	1
YNL071W	P12695	LAT1	51.81762	2	7.00881148923301	tightly_const	2	4.98406104616548e-06	4.9841618679436e-06	4.9841003785152e-06	0	6	2	1
YCR012W	P00560	PGK1	44.73787	1	1.18391881853295	essential	2	8.18499894809669e-07	0.00162556067829141	8.18499894809655e-07	1	4	0	1
YLR450W	P12684	HMG2	115.69085	2	29.1532409511597	opt_isoenz_tight	2	0	1.16998668886025e-06	1.16998529595875e-06	0	7	1	2
YAL038W	P00549	CDC19	54.54404	2	2.37030858770065	opt_isoenz_tight	2	0	1.79762007575597e-06	1.79760156061495e-06	0	6	4	2
YBL039C	P28274	URA7	64.70953	0	0.286884220877796	subOpt_isoenz	0	0	4.15289004658861e-08	0	0	12	8	2
YER070W	P21524	RNR1	99.56021	0	0.274520080267697	subOpt_isoenz	0	0	4.87266676416292e-07	0	0	24	9	2
YIL066C	P21672	RNR3	97.51369	0	0.274520080267697	subOpt_isoenz	0	0	4.87266676417466e-07	0	0	24	9	2
YJL026W	P09938	RNR2	46.14681	0	0.274520080267697	subOpt_isoenz	0	0	4.87266676415494e-07	0	0	24	9	2
YGR087C	P26263	PDC6	61.57964	0	0.272851308105613	subOpt_isoenz	0	0	2.34225460080668e-07	0	0	17	10	2
YLR134W	P16467	PDC5	61.91138	0	0.272851308105613	subOpt_isoenz	0	0	2.34225485457563e-07	0	0	17	10	2
YNR019W	P53629	ARE2	74.022	0	0.207585678023518	subOpt_isoenz	0	0	0.000981972312440965	0	1	84	0	2
YOR245C	Q08650	DGA1	47.71075	0	0.164378517035276	subOpt_isoenz	0	0	1.01733999417208e-07	0	1	122	0	2
YER081W	P40054	SER3	51.1927	0	0.026008315684296	subOpt_isoenz	0	0	4.65775238148757e-08	0	0	6	11	2
YAL062W	P39708	GDH3	49.62653	0	0.0244424616621535	subOpt_isoenz	0	0	1.44078299391931e-06	0	0	8	12	2
YGR202C	P13259	PCT1	49.40551	0	0	subOpt_isoenz	0	0	3.22681280259166e-11	0	1	5	0	2
YHR123W	P22140	EPT1	44.55926	0	0	subOpt_isoenz	0	0	1.81715367070803e-08	0	1	36	0	2
YLR133W	P20485	CKI1	66.31602	0	0	subOpt_isoenz	0	0	4.21381749306039e-10	0	1	8	0	2
YML059C	Q04958	NTE1	187.13107	0	0	subOpt_isoenz	0	0	1.61963591968589e-12	0	1	19	0	2
YNL130C	P17898	CPT1	44.82898	0	0	subOpt_isoenz	0	0	3.85135383572237e-06	0	1	27	0	2
YNR008W	P40345	LRO1	75.39242	0	-0	subOpt_isoenz	0	0	0.000964123106349258	0	1	48	0	2
YPL110C	Q02979	GDE1	138.01285	0	0	subOpt_isoenz	0	0	3.00375496302001e-12	0	1	5	0	2
YGR254W	P00924	ENO1	46.81564	1	2.21972539910216	opt_isoenz	2	0	0.00155448234128458	1.84700427885412e-06	0	5	5	3
YOR283W	Q12040	YOR283W	26.17622	1	2.21972539910216	opt_isoenz	2	0	0.00277736661260196	5.09977375619258e-07	1	4	0	3
YML120C	P32340	NDI1	57.24915	1	1.60732680724519	opt_isoenz	2	0	7.56028032929848e-05	7.4820857298979e-07	1	5	0	3
YFR053C	P04806	HXK1	53.73784	1	1.48995231445611	opt_isoenz	2	0	8.92854473135977e-07	6.81325739449969e-10	0	12	6	3
YJL052W	P00360	TDH1	35.74956	1	1.18391881853295	opt_isoenz	2	0	0.00204838891037758	1.51478922155437e-05	0	8	7	3
