genes	enzymes	shortNames	MWs	pathways	actions	k_scores	enz_pos	unique	conectivity	groups	EV_type	OE	minUsage	maxUsage	pUsage	minUsageBio	maxUsageBio	pUsageBio	EUV_comparison	priority
YPR074C	P23254	TKL1	73.80488	sce00030  Pentose phosphate pathway sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	27.4153960732634	7314	1	10	0	production_opt	2	0	0.00102135380152816	9.93968618377027e-07	0	0.000969202170877504	1.3980199156079e-07	up_subset	2
YJL121C	P46969	RPE1	25.96689	sce00030  Pentose phosphate pathway sce00040  Pentose and glucuronate interconversions sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	10.0588272557219	7688	1	2	0	essential	2	6.04155851309691e-07	0.00290074086842052	6.04263273827443e-07	8.47836652713342e-08	0.00275442024707735	8.49898151171569e-08	up_overlaped	2
YHR163W	P38858	SOL3	27.78417	sce00030  Pentose phosphate pathway sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	OE	6.21071402603771	7577	1	5	0	production_opt_tight	2	0	1.21532625905433e-05	1.21529429726918e-05	0	2.63615172768056e-06	2.63549824646794e-06	up_subset	2
YHR183W	P38720	GND1	53.54274	sce00030  Pentose phosphate pathway sce00480  Glutathione metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	OE	6.21071402603771	7563	1	6	0	production_opt_tight	2	0	3.33880676932175e-06	3.33871896225705e-06	0	7.24217153024203e-07	7.24037625310173e-07	up_subset	2
YNL241C	P11412	ZWF1	57.5209	sce00030  Pentose phosphate pathway sce00480  Glutathione metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	OE	6.21071402603771	7214	1	5	0	essential_tightly_const	2	1.92021171723966e-07	1.92055132743548e-07	1.92050081898157e-07	4.15926920685822e-08	4.16584557414078e-08	4.16481551188015e-08	up_distinct	1
YKL211C	P00937	TRP3	53.48881	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	5.02290344406449	7099	1	10	0	essential_tightly_const	2	6.10834665159308e-06	6.10846307407266e-06	6.1083466515931e-06	1.6015815186082e-06	1.60180711700482e-06	1.6015815186082e-06	up_distinct	1
YDR007W	P00912	TRP1	24.14425	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	5.02290344406449	7094	1	2	0	essential_tightly_const	2	4.87957932821329e-08	4.88016671655148e-08	4.87957932821329e-08	1.27940415244947e-08	1.28054309803005e-08	1.27940415244947e-08	up_distinct	1
YER090W	P00899	TRP2	56.76706	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	5.02290344406449	7093	1	6	0	essential_tightly_const	2	5.80502138459125e-06	5.80513202581906e-06	5.80502138459125e-06	1.52205097303408e-06	1.52226536877589e-06	1.52205097303408e-06	up_distinct	1
YGL026C	P00931	TRP5	76.62516	sce00260  Glycine, serine and threonine metabolism sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	5.02290344406449	7098	1	5	0	essential_tightly_const	2	4.34019973254566e-09	4.34072219207345e-09	4.34019973254566e-09	1.13798120427571e-09	1.13899425293435e-09	1.13798120427571e-09	up_distinct	1
YOL097C	Q12109	WRS1	49.34966	sce00970  Aminoacyl-tRNA biosynthesis	OE	5.02290344406449	7973	1	6	0	essential_tightly_const	2	2.40494210595958e-06	2.40494242029604e-06	2.40494210595958e-06	6.30565200359576e-07	6.30569282900822e-07	6.30565200359576e-07	up_distinct	1
