genes	enzymes	shortNames	MWs	actions	k_scores
YDR300C	P32264	PRO1	47.16164	1	1000
YOR323C	P54885	PRO2	49.73991	1	1000
YGR155W	P32582	CYS4	56.02121	1	51.5435904838527
YAL012W	P31373	CYS3	42.5416	1	51.5435904838527
YNL247W	P53852	YNL247W	87.52914	1	51.5435904838527
YBR117C	P33315	TKL2	75.02862	1	42.6293292713161
YBR291C		CTP1	NaN	1	40.8119668735216
YPR074C	P23254	TKL1	73.80488	1	36.3460702320712
YML082W	Q04533	YML082W	74.31247	1	20.1833842075216
YLL058W	Q12198	YLL058W	64.22244	1	18.3540662422475
YJL121C	P46969	RPE1	25.96689	1	11.2130340750915
YCL050C	P16550	APA1	36.49211	1	7.3781584506033
YFR030W	P39692	MET10	114.82714	1	7.3781584506033
YJR130C	P47164	STR2	72.34965	1	7.3781584506033
YJR137C	P47169	MET5	161.21721	1	7.3781584506033
YKL001C	Q02196	MET14	23.06018	1	7.3781584506033
YOL064C	P32179	MET22	39.14886	1	7.3781584506033
YPR167C	P18408	MET16	30.3799	1	7.3781584506033
YLR043C	P22217	TRX1	11.23485	1	6.86938045782214
YGR248W	P53315	SOL4	28.44737	1	6.65730781771339
YGR256W	P53319	GND2	53.92235	1	6.65730781771339
YHR163W	P38858	SOL3	27.78417	1	6.65730781771339
YHR183W	P38720	GND1	53.54274	1	6.65730781771339
YNL241C	P11412	ZWF1	57.5209	1	6.65730781771339
YDR353W	P29509	TRR1	34.23767	1	6.36060246504096
YOR168W	P13188	GLN4	93.13159	1	5.97920787954213
YBR294W		SUL1	NaN	1	5.83043954479287
YLR092W		SUL2	NaN	1	5.83043954479287
YOR095C	Q12189	RKI1	28.25777	1	4.14792699085898
YFL022C	P15625	FRS2	57.51077	1	2.82029707918706
YLR060W	P15624	FRS1	67.36425	1	2.82029707918706
YNL316C	P32452	PHA2	38.22484	1	2.82029707918706
YLR174W	P41939	IDP2	46.56172	1	2.66105091958483
YBR248C	P33734	HIS7	61.06729	1	2.62639805412133
YCL030C	P00815	HIS4	87.72027	1	2.62639805412133
YER055C	P00498	HIS1	32.26611	1	2.62639805412133
YFR025C	P38635	HIS2	38.58138	1	2.62639805412133
YIL020C	P40545	HIS6	29.55623	1	2.62639805412133
YIL116W	P07172	HIS5	42.64564	1	2.62639805412133
YOR202W	P06633	HIS3	23.83295	1	2.62639805412133
YPR033C	P07263	HTS1	59.95193	1	2.62639805412133
YPR060C	P32178	ARO7	29.7468	1	2.50639635825426
YCL018W	P04173	LEU2	38.95257	1	2.38088604792164
YGL009C	P07264	LEU1	85.79356	1	2.38088604792164
YNL104C	P06208	LEU4	68.40819	1	2.38088604792164
YPL160W	P26637	CDC60	124.14	1	2.38088604792164
YBR249C	P32449	ARO4	39.74874	1	2.34180235546886
YDR035W	P14843	ARO3	41.06952	1	2.34180235546886
YDR127W	P08566	ARO1	174.75305	1	2.34180235546886
YGL148W	P28777	ARO2	40.83793	1	2.34180235546886
YBR115C	P07702	LYS2	155.34394	1	2.32018104257687
YDL131W	Q12122	LYS21	48.59372	1	2.32018104257687
YDR037W	P15180	KRS1	67.95785	1	2.32018104257687
YDR234W	P49367	LYS4	75.14989	1	2.32018104257687
YER152C	P10356	YER152C	49.48976	1	2.32018104257687
YGL154C	P50113	LYS5	30.68281	1	2.32018104257687
YIL094C	P40495	LYS12	40.06854	1	2.32018104257687
YIR034C	P38998	LYS1	41.46445	1	2.32018104257687
YJL060W	P47039	BNA3	50.08168	1	2.32018104257687
YNR050C	P38999	LYS9	48.91735	1	2.32018104257687
YJL200C	P39533	ACO2	86.58224	1	2.32018104257687
YLR304C	P19414	ACO1	85.36736	1	2.27083373409683
YKL085W	P17505	MDH1	35.64959	1	2.13437613481581
YNR001C	P00890	CIT1	53.35945	1	2.13437613481581
YPR001W	P43635	CIT3	53.81073	1	2.13437613481581
YOL126C	P22133	MDH2	40.7305	1	2.11610031041113
YOR222W		ODC2	NaN	1	2.11252395978945
YPL134C		ODC1	NaN	1	2.11252395978945
YBR166C	P20049	TYR1	50.92272	1	2.09432436709311
YGR185C	P36421	TYS1	44.01942	1	2.09432436709311
YGL202W	P53090	ARO8	56.17728	1	2.04951724218917
YHR018C	P04076	ARG4	51.9886	1	1.97798517649936
YDR341C	Q05506	YDR341C	69.5242	1	1.97798517649935
YJL088W	P05150	ARG3	37.84479	1	1.97798517649935
YOL058W	P22768	ARG1	46.92715	1	1.97798517649935
YDL066W	P21954	IDP1	48.18986	1	1.94884534824935
YPR035W	P32288	GLN1	41.7656	1	1.92510449242371
YGR124W	P49090	ASN2	64.59268	1	1.90956141074629
YHR019C	P38707	DED81	62.20612	1	1.90956141074629
YPR145W	P49089	ASN1	64.46973	1	1.90956141074629
YGL080W		MPC1	NaN	1	1.87102364648651
YGR243W		MPC3	NaN	1	1.87102364648651
YHR162W		MPC2	NaN	1	1.87102364648651
YGR094W	P07806	VAS1	125.7682	1	1.86463635856898
YHR208W	P38891	BAT1	43.59553	1	1.86463635856898
YPR021C		AGC1	NaN	1	1.84408151239174
YMR062C	Q04728	ARG7	47.84821	1	1.83572440547055
YOL140W	P18544	ARG8	46.68082	1	1.83572440547055
YOR130C		ORT1	NaN	1	1.83572440547055
YER069W	Q01217	ARG5,6	94.86823	1	1.83572440497593
YDR384C		ATO3	NaN	1	1.82892034683264
YGR121C		MEP1	NaN	1	1.82892034683264
YNL142W		MEP2	NaN	1	1.82892034683264
YPR138C		MEP3	NaN	1	1.82892034683264
YNL220W	P80210	ADE12	48.27868	1	1.76882028325235
YBR221C	P32473	PDB1	40.0532	1	1.76587989022099
YER178W	P16387	PDA1	46.34261	1	1.76587989022099
YGR193C	P16451	PDX1	45.36125	1	1.76587989022099
YNL071W	P12695	LAT1	51.81762	1	1.76587989022099
YIL078W	P04801	THS1	84.51944	1	1.75838034184715
YDR023W	P07284	SES1	53.30882	1	1.75363906257756
YHR011W	P38705	DIA4	50.38946	1	1.75363906257756
YBR218C	P32327	PYC2	130.16549	1	1.70636583667304
YGL062W	P11154	PYC1	130.09827	1	1.70636583488212
YER023W	P32263	PRO3	30.13145	1	1.70236249135277
YHR020W	P38708	YHR020W	77.38534	1	1.70236249135277
YLR438W	P07991	CAR2	46.08557	1	1.69691843922973
YGR264C	P00958	MES1	85.67702	1	1.62840368810877
YGR254W	P00924	ENO1	46.81564	1	1.62666909672101
YHR174W	P00925	ENO2	46.91368	1	1.62666909672101
YKL152C	P00950	GPM1	27.60828	1	1.62666909672101
YMR323W	P42222	ERR3	47.31216	1	1.62666909672101
YOR393W	P0CX10	ERR1	47.32712	1	1.62666909672101
YPL281C	P0CX11	ERR2	47.32712	1	1.62666909672101
YOR283W	Q12040	YOR283W	26.17622	1	1.62666909672101
