genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage
YBR068C		BAP2	NaN		1	1000		2	NaN	NaN	NaN
YCL025C		AGP1	NaN		1	1000		2	NaN	NaN	NaN
YDR046C		BAP3	NaN		1	1000		2	NaN	NaN	NaN
YDR300C	P32264	PRO1	47.16164	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	opt_isoenz	2	0	1.86630815302279e-09	1.5108659241281e-09
YDR508C		GNP1	NaN		1	1000		2	NaN	NaN	NaN
YGR055W		MUP1	NaN		1	1000		2	NaN	NaN	NaN
YHL036W		MUP3	NaN		1	1000		2	NaN	NaN	NaN
YKR039W		GAP1	NaN		1	1000		2	NaN	NaN	NaN
YOR323C	P54885	PRO2	49.73991	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	opt_isoenz	2	0	2.41928950266299e-10	1.9585308295216e-10
YPR074C	P23254	TKL1	73.80488	sce00030  Pentose phosphate pathway sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	1	114.72819607127	opt_isoenz	2	0	0.00103057701784161	3.30820147152169e-06
YCL050C	P16550	APA1	36.49211	sce00230  Purine metabolism sce00920  Sulfur metabolism	2	74.883277676906	tightly_const	2	9.8659993048275e-07	9.86652665112121e-07	9.86644673805978e-07
YFR030W	P39692	MET10	114.82714	sce00920  Sulfur metabolism	2	74.883277676906	tightly_const	2	6.07166739998044e-07	6.07168796735158e-07	6.07166739998044e-07
YKL001C	Q02196	MET14	23.06018	sce00230  Purine metabolism sce00920  Sulfur metabolism	2	74.883277676906	tightly_const	2	2.15267773837566e-05	2.15269518512404e-05	2.15267773837566e-05
YOL064C	P32179	MET22	39.14886	sce00920  Sulfur metabolism sce01130  Biosynthesis of antibiotics	2	74.883277676906	tightly_const	2	8.61069746424284e-06	8.61078228123206e-06	8.61070413381814e-06
YPR167C	P18408	MET16	30.3799	sce00920  Sulfur metabolism	2	74.883277676906	tightly_const	2	2.70622470904224e-05	2.70624664210773e-05	2.70622470904223e-05
