genes	enzymes	shortNames	MWs	actions	k_scores
YBL015W	P32316	ACH1	58.71137	1	1000
YBR145W	P38113	ADH5	37.64764	1	1000
YBR252W	P33317	DUT1	15.30716	1	1000
YDR300C	P32264	PRO1	47.16164	1	1000
YER170W	P26364	ADK2	25.19373	1	1000
YOL086C	P00330	ADH1	36.84874	1	1000
YOR323C	P54885	PRO2	49.73991	1	1000
YJR069C	P47119	HAM1	22.09268	1	1000
YDR452W	Q04119	PPN1	78.34335	1	1000
VS	S4SC87	VS	69.219	1	1000
HPO	A6YIH8	HPO	56.788	1	1000
ZSD1	F1SWA0	ZSD1	28.67	1	1000
YLR044C	P06169	PDC1	61.49468	1	12.2412602854577
YGR087C	P26263	PDC6	61.57964	1	12.2412602854577
YLR134W	P16467	PDC5	61.91138	1	12.2412602854577
YML075C	P12683	HMG1	115.62448	1	2.92692293648738
YMR208W	P07277	ERG12	48.45901	1	2.92692293648738
YMR220W	P24521	ERG8	50.45437	1	2.92692293648738
YNR043W	P32377	MVD1	44.11544	1	2.92692293648738
YPL117C	P15496	IDI1	33.35113	1	2.92692293648738
YJL167W	P08524	ERG20	40.48289	1	2.92692293648738
YLR450W	P12684	HMG2	115.69085	1	2.92692293648738
YHR002W		LEU5	NaN	1	2.84624178622604
YAL038W	P00549	CDC19	54.54404	1	2.4546832281507
YOR347C	P52489	PYK2	55.19478	1	2.4546832281507
YGR254W	P00924	ENO1	46.81564	1	2.29798081311782
YHR174W	P00925	ENO2	46.91368	1	2.29798081311782
YKL152C	P00950	GPM1	27.60828	1	2.29798081311782
YMR323W	P42222	ERR3	47.31216	1	2.29798081311782
YOR393W	P0CX10	ERR1	47.32712	1	2.29798081311782
YPL281C	P0CX11	ERR2	47.32712	1	2.29798081311782
YOR283W	Q12040	YOR283W	26.17622	1	2.29798081311782
YLR354C	P15019	TAL1	37.0359	1	1.2402302196283
YGR043C	P53228	NQM1	37.25314	1	1.2402302196283
YCR012W	P00560	PGK1	44.73787	1	1.22637211925512
YGR192C	P00359	TDH3	35.74626	1	1.22637211925512
YJL052W	P00360	TDH1	35.74956	1	1.22637211925512
YJR009C	P00358	TDH2	35.84645	1	1.22637211925512
