Row	Free_fatty_acid	Growth
WT_yields	0.0109050593204989	0.0121721303880607
Q0045	0.645303132057757	1
Q0080	0.999936578057088	1
Q0085	0.999921545074831	1
Q0105	0.646982901266348	1
Q0130	0.999936578056899	1
Q0250	0.993244614879536	1
Q0275	0.99164805851792	1
YAL012W	0.999999999999829	1
YAL022C	1	1
YAL023C	1.00000000000026	1
YAL038W	0.999992300043353	1
YAL044C	0.999992286001545	1
YAL054C	0.999939063813785	1
YAL060W	0.999968373304037	1
YAL062W	0.999999978319009	1
YAR015W	0.999929410132632	1
YAR035W	1.00520946035722	1
YAR071W	0.999999999999989	1
YBL011W	0.999938992742746	1
YBL013W	1	1
YBL015W	1.00720263654565	1
YBL030C	0.999994344806522	1
YBL033C	0.999999980390091	1
YBL039C	0.999994350436292	1
YBL042C	1	1
YBL045C	0.646982901178845	1
YBL064C	1	1
YBL068W	0.999999913496202	1
YBL076C	0.999917776000109	1
YBL098W	1	1
YBL099W	0.999936552033532	1
YBR002C	0.999939014427822	1
YBR003W	0.999999999999798	1
YBR004C	0.99999435043601	1
YBR006W	0.999984991186492	1
YBR011C	0.999994351520978	1
YBR018C	1.00713564265307	1
YBR019C	0.999994351520695	1
YBR020W	0.999938994051657	1
YBR021W	1	1
YBR023C	1	1
YBR026C	0.999999999999901	1
YBR029C	0.999922009861216	1
YBR034C	1	1
YBR035C	0.999994894296697	1
YBR036C	1.00000000000081	1
YBR038W	1	1
YBR039W	0.999921571096915	1
YBR041W	0.999999999999889	1
YBR042C	1.00000054462167	1
YBR058C-A	1.00000000000033	1
YBR068C	0.999979341792361	1
YBR069C	1.00000000000015	1
YBR084W	0.999945793681521	1
YBR085W	0.999994344806522	1
YBR092C	1.00000000108457	1
YBR093C	0.999999999999989	1
YBR097W	0.999938992742758	1
YBR110W	1	1
YBR115C	0.999702166260353	1
YBR117C	0.999994350436369	1
YBR121C	0.99999435152101	1
YBR126C	0.999918577169435	1
YBR127C	0.999994350436362	1
YBR132C	0.999999999999949	1
YBR145W	0.999994351191942	1
YBR149W	1	1
YBR153W	0.990401344583983	1
YBR159W	1.00000000000024	1
YBR161W	1.00000000000089	1
YBR166C	0.999939276995315	1
YBR176W	0.999994350436311	1
YBR180W	1	1
YBR183W	0.99993921972443	1
YBR192W	0.999938993654314	1
YBR196C	1.72695537082655	1
YBR199W	0.999994350436252	1
YBR204C	0.999994350436322	1
YBR205W	0.99999435043645	1
YBR208C	0.99999435043652	1
YBR213W	1	1
YBR218C	0.9999943254949	1
YBR221C	0.996743257941897	1
YBR244W	0.999994352083256	1
YBR248C	0.999991820859206	1
YBR249C	0.999994308442185	1
YBR252W	0.999939649163069	1
YBR256C	0.999509152939511	1
YBR263W	0.999927929328617	1
YBR265W	1.00000000000019	1
YBR291C	1.00000000108457	1
YBR293W	1	1
YBR294W	0.999945248790197	1
YBR296C	0.999953773691245	1
YBR298C	1	1
YBR299W	1	1
YCL004W	0.999938992742678	1
YCL009C	0.999938992743194	1
YCL018W	0.999637937323238	1
YCL025C	0.999999999999954	1
YCL030C	0.999952525618428	1
YCL035C	0.999999973973707	1
YCL038C	0.999999999999876	1
YCL040W	0.999999999999989	1
YCL050C	0.999856686016753	1
YCL052C	0.999994350436282	1
YCL064C	1.0000000000002	1
YCL069W	1	1
YCR005C	0.99999999999989	1
YCR010C	0.99999435043618	1
YCR012W	1.79405764424621	1
YCR024C	1	1
YCR024C-A	0.999994345062574	1
YCR028C	1.00000000000019	1
YCR034W	1.00000000164707	1
YCR036W	0.999994351191841	1
YCR037C	0.999953773691245	1
YCR048W	0.999938971378265	1
YCR053W	0.999955195091771	1
YCR075C	1	1
YCR083W	0.999994350436416	1
YCR098C	1.00000000000017	1
YCR105W	0.99999435043651	1
YDL004W	0.999921571096963	1
YDL015C	1.00000000000089	1
YDL022W	0.999938951398054	1
YDL042C	0.999979341792517	1
YDL045C	1	1
YDL052C	0.999994350436567	1
YDL055C	0.999970262731023	1
YDL066W	0.999944896361957	1
YDL067C	1.005696994936	1
YDL080C	0.999979343439563	1
YDL085W	0.999882015233117	1
YDL090C	0.999994351521162	1
YDL093W	0.999823743668604	1
YDL095W	1	1
YDL100C	1.00000000000038	1
YDL103C	0.999994350436695	1
YDL131W	0.994255587714287	1
YDL141W	0.999936063738509	1
YDL142C	1	1
YDL168W	0.999938994051378	1
YDL171C	1.00543281255333	1
YDL174C	1.00079099302703	1
YDL178W	0.999939649162571	1
YDL182W	1	1
YDL185W	0.999994350436361	1
YDL198C	1.00000000075541	1
YDL205C	0.999999869010451	1
YDL210W	1.00000000000024	1
YDL215C	0.999939649162612	1
YDL238C	1.00000000000026	1
YDL245C	1.00000000000004	1
YDL247W	1.00000000000004	1
YDR001C	0.99998499118639	1
YDR007W	0.999997230798582	1
YDR017C	0.999938992076341	1
YDR019C	0.999974455943156	1
YDR023W	0.999938992742434	1
YDR035W	0.999994350436245	1
YDR037W	0.999881264732609	1
YDR044W	0.999984495941423	1
YDR046C	0.99997934179226	1
YDR047W	0.99999958481906	1
YDR050C	1.00342932537607	1
YDR058C	1	1
YDR062W	0.999999999999989	1
YDR072C	0.999999999999989	1
YDR074W	0.999962542088055	1
YDR098C	1.00000000000027	1
YDR127W	0.999165198463999	1
YDR135C	0.999939012439018	1
YDR147W	0.999994350436262	1
YDR148C	1.00315723781138	1
YDR158W	1.00013471585663	1
YDR173C	0.999994350436479	1
YDR178W	0.999994350436678	1
YDR191W	0.999999999999911	1
YDR196C	0.999999979347493	1
YDR204W	1.00000000000038	1
YDR208W	0.999945248790187	1
YDR226W	0.999994350436326	1
YDR232W	0.999994189292419	1
YDR234W	0.997193656642689	1
YDR236C	0.999994350436546	1
YDR256C	1.00000000000026	1
YDR261C	0.999994351191774	1
YDR268W	1	1
YDR272W	1.01278125733496	1
YDR284C	0.999994350436242	1
YDR287W	0.999994211274981	1
YDR294C	1	1
YDR297W	1.00000000000038	1
YDR298C	0.99993657805664	1
YDR300C	0.999806021625502	1
YDR302W	0.99999999999993	1
YDR305C	0.99999435043647	1
YDR315C	0.999994351520714	1
YDR321W	0.999979343439562	1
YDR322C-A	0.999936578056695	1
YDR341C	0.99982580202265	1
YDR342C	1.00000000000004	1
YDR343C	0.999984991186673	1
YDR345C	1.00000000000004	1
YDR353W	0.999920094645104	1
YDR354W	0.999881329126521	1
YDR367W	0.999994351520735	1
YDR368W	1.00001747109789	1
YDR373W	0.999938992742507	1
YDR376W	0.999994350436282	1
YDR377W	0.999921571096946	1
YDR380W	1.00000000000019	1
YDR384C	0.999938992742947	1
YDR399W	0.999994351191754	1
YDR400W	0.999994350436516	1
YDR402C	0.999938991500894	1
YDR403W	1.00000000000019	1
YDR408C	0.999927007592784	1
YDR428C	1	1
YDR453C	1.00000000000028	1
YDR454C	0.999979275192806	1
YDR481C	1	1
YDR483W	0.999994350436252	1
YDR487C	0.999998575410867	1
YDR497C	1	1
YDR502C	0.999938992075397	1
YDR503C	0.999963808054631	1
YDR508C	0.999945250437595	1
YDR513W	1.00000000000013	1
YDR529C	0.646982901266349	1
YDR530C	1.00000000000038	1
YDR531W	0.999994350436393	1
YDR536W	0.999994346103025	1
YEL006W	0.999939011772269	1
YEL017C-A	0.999994350436349	1
YEL021W	0.999993123837961	1
YEL024W	0.646982901266348	1
YEL027W	0.999999999999989	1
YEL029C	1.00000000000028	1
YEL038W	0.999994350436152	1
YEL039C	0.999945248790284	1
YEL041W	0.999938967631855	1
YEL042W	1	1
YEL046C	0.999823937861438	1
YEL047C	0.999994351192126	1
YEL051W	0.999994350436361	1
YEL058W	0.999938993654433	1
YEL063C	0.999999999999789	1
YEL069C	1.00000000000004	1
YEL071W	1.00000832021443	1
YER003C	0.999895467194615	1
YER005W	0.999994325495073	1
YER014W	0.999999996956689	1
YER015W	1.00392082369281	1
YER019W	0.999938994730277	1
YER023W	0.999982998137322	1
