genes	enzymes	shortNames	MWs	actions	k_scores	OE	minUsage	maxUsage	pUsage	foldChange	unique	conectivity	groups	priority
YEL047C	P32614	FRD1	50.84351	1	1000	2	1.4991442696873e-05	0.00165962462603824	1.49917486000622e-05	1.00000100000101	1	10	0	1
YLR011W	Q07923	LOT6	21.2804	1	1000	2	1.22799882168069e-05	0.000936844055651112	1.22804758012673e-05	1.000001000001	1	7	0	1
YOL126C	P22133	MDH2	40.7305	1	10.4748861066639	2	2.85335042602201e-08	0.00205300822424178	2.85338707255953e-08	1.00000100000093	1	5	0	1
YDR516C	Q04409	EMI2	55.92028	2	1.44666182273087	2	1.86175895035566e-07	2.2168286874519e-07	1.96758005148787e-07	1.000001000001	1	4	0	1
YDR050C	P00942	TPI1	26.79508	1	1.25255161951975	2	2.85439190870498e-08	0.00312070692510265	2.85444039976552e-08	1.00000100000161	1	2	0	1
YMR205C	P16862	PFK2	104.61673	2	1.24549754896932	2	3.86317153928416e-07	6.94743043099551e-07	6.94732318976968e-07	1.00000100000101	1	9	0	1
YCR012W	P00560	PGK1	44.73787	1	1.23983917208443	2	9.16370761429834e-07	0.00187000029225685	9.16377306303624e-07	1.00000100000076	1	4	0	1
YBR196C	P12709	PGI1	61.29832	1	1.23828795732064	2	3.79097743040689e-07	0.00136450975849202	3.79117370541938e-07	1.00000100000065	1	2	0	1
YOR317W	P30624	FAA1	77.86529	0	0.268685712045075	0	0	0.00107406894354946	0	1.000001000001	1	52	0	1
YDL052C	P33333	SLC1	33.88654	0	0.244155636604281	0	0	3.01173551020403e-06	0	1.00000100000101	1	28	0	1
YCL040W	P17709	GLK1	55.37689	0	0	0	0	1.14562126117058e-11	0	1.00000100000101	1	6	0	1
YLR438W	P07991	CAR2	46.08557	0	0	0	0	2.50846387225609e-08	0	1.00000100000101	1	4	0	1
YMR267W	P28239	PPA2	35.57213	0	0	0	0	1.81189658358888e-11	0	1.000001000001	1	4	0	1
YNL241C	P11412	ZWF1	57.5209	0	0	0	0	2.23336547219059e-11	0	1.000001000001	1	5	0	1
YPL061W	P54115	ALD6	54.41344	0	0	0	0	2.14133078149621e-10	0	1.00000100000101	1	8	0	1
YLR446W	Q06204	YLR446W	48.96875	0	0	0	0	1.88060433134954e-09	0	1.00000100000101	1	20	0	1
YAR035W	P80235	YAT1	77.76483	2	1000	2	0	9.15311812472825e-08	9.14221387808951e-08	1.000001000001	0	5	1	2
YNL037C	P28834	IDH1	39.32357	2	1000	2	3.67187547621921e-07	6.7515149943987e-07	3.67543031540995e-07	1.000001000001	0	5	2	2
YDR038C	Q12691	ENA5	120.29497	1	1000	2	0	4.584216378085e-07	2.09980389951128e-09	1.00000070826675	0	8	4	2
YGL062W	P11154	PYC1	130.09827	2	4.80026924391852	2	0	4.50082868563996e-06	4.38694664917057e-06	1.00000100000101	0	8	6	2
YMR105C	P37012	PGM2	63.08769	1	3.97902927527299	2	0	0.00132558977884476	1.50032134475732e-07	1.00000100000111	0	8	8	2
YHL012W	P38709	YHL012W	55.99958	1	3.97902927527299	2	0	0.00149361936783136	3.45214768727399e-07	1.00000100000098	0	7	7	2
YAL038W	P00549	CDC19	54.54404	2	1.81207976424929	2	0	1.43183419609268e-06	1.43181369584003e-06	1.00000100000101	0	6	9	2
YGR254W	P00924	ENO1	46.81564	1	1.70213121572146	2	0	0.0017876112985532	1.47827283829472e-06	1.00000100000095	0	5	10	2
YLR354C	P15019	TAL1	37.0359	1	1.29839836055615	2	0	0.00226108590730347	3.30658295436576e-06	1.00000100000081	0	6	11	2
YJL052W	P00360	TDH1	35.74956	1	1.23983917208443	2	0	0.00235597544687647	1.69592992652561e-05	1.00000100000101	0	8	12	2
YOR222W		ODC2	NaN	0	0.278033686316053	0	NaN	NaN	NaN	1.000001000001	0	6	13	2
YPL134C		ODC1	NaN	0	0.278033686316053	0	NaN	NaN	NaN	1.000001000001	0	6	13	2
YGL080W		MPC1	NaN	0	0.111002615699056	0	NaN	NaN	NaN	1.00000100000101	0	4	16	2
YGR243W		MPC3	NaN	0	0.111002615699056	0	NaN	NaN	NaN	1.000001000001	0	4	16	2
YHR162W		MPC2	NaN	0	0.111002615699056	0	NaN	NaN	NaN	1.000001000001	0	4	16	2
YBR221C	P32473	PDB1	40.0532	0	0	0	0	3.3943179617018e-07	0	1.00000100000101	0	6	17	2
YDR148C	P19262	KGD2	50.43011	0	0	0	0	5.12803072005762e-06	0	1.000001000001	0	11	18	2
YER178W	P16387	PDA1	46.34261	0	0	0	0	3.3943179617018e-07	0	1.00000100000101	0	6	17	2
YFR053C	P04806	HXK1	53.73784	0	0	0	0	1.14562126315433e-11	0	1.000001000001	0	12	19	2
YGL253W	P04807	HXK2	53.9419	0	0	0	0	2.47878109155605e-11	0	1.00000100000101	0	12	19	2
YGR193C	P16451	PDX1	45.36125	0	0	0	0	3.3943179617018e-07	0	1.000001000001	0	6	17	2
YGR248W	P53315	SOL4	28.44737	0	0	0	0	1.41327527529226e-09	0	1.000001000001	0	5	20	2
YGR256W	P53319	GND2	53.92235	0	0	0	0	3.8826224609298e-10	0	1.000001000001	0	6	21	2
YHR163W	P38858	SOL3	27.78417	0	0	0	0	1.41327527047521e-09	0	1.00000100000101	0	5	20	2
YHR183W	P38720	GND1	53.54274	0	0	0	0	3.8826224789119e-10	0	1.000001000001	0	6	21	2
YIL125W	P20967	KGD1	114.41496	0	0	0	0	5.12803072005762e-06	0	1.000001000001	0	11	18	2
YNL071W	P12695	LAT1	51.81762	0	0	0	0	3.3943179617018e-07	0	1.00000100000101	0	6	17	2
YBL039C	P28274	URA7	64.70953	0	0.26001165391426	0	0	4.18291091516157e-08	0	1.000001000001	0	12	14	3
YER070W	P21524	RNR1	99.56021	0	0.197373864627833	0	0	4.90700781659764e-07	0	1.00000100000101	0	24	15	3
