genes	enzymes	shortNames	MWs	actions	k_scores	OE	minUsage	maxUsage	pUsage	foldChange	unique	conectivity	groups	priority
YOR074C	P06785	CDC21	35.04694	2	1000	2	2.08440938673594e-06	2.08441355464514e-06	2.08440938673594e-06	1.00000100000002	1	4	0	1
YOR236W	P07807	DFR1	24.26075	2	1000	2	1.64288287948136e-06	1.64288616417229e-06	1.64288287948136e-06	1.00000100000002	1	10	0	1
YKL024C	P15700	URA6	22.93296	2	95.2704730811406	2	4.6235163800576e-07	4.63215080833347e-07	4.6235163800576e-07	1.00000100000002	1	12	0	1
YDR353W	P29509	TRR1	34.23767	2	56.2589311104264	2	3.01921066439071e-06	3.01928299490025e-06	3.01921066439071e-06	1.00000100000002	1	6	0	1
YEL021W	P03962	URA3	29.23918	2	43.8498575934957	2	1.76639321292727e-07	1.7663975006792e-07	1.76639321292727e-07	1.00000100000002	1	4	0	1
YKL216W	P28272	URA1	34.80045	2	43.8498575934957	2	1.18452216634962e-05	1.18452517940223e-05	1.18452216634962e-05	1.00000100000002	1	4	0	1
YLR420W	P20051	URA4	40.31285	1	43.8498575934957	2	4.05985288378785e-05	0.00180736674444834	4.05985288378785e-05	1.00000100000002	1	4	0	1
YML106W	P13298	URA5	24.66419	1	43.8498575934957	2	0	0.00289704549528572	9.32265198975067e-06	1.00000100000002	0	6	1	1
YJL130C	P07259	URA2	245.03829	2	31.4130744152068	2	2.79761655115666e-07	2.79762701060358e-07	2.79761655115666e-07	1.00000100000002	1	11	0	1
YPR074C	P23254	TKL1	73.80488	1	16.458566406393	2	0	0.000965547316879524	5.25069626259543e-07	1.00000100000002	0	10	2	1
YOR303W	P07258	CPA1	45.36103	2	15.3759947896214	2	3.83119206446832e-08	3.83129665893765e-08	3.83119206446832e-08	1.00000100000002	0	9	3	1
YER099C	P38620	PRS2	34.76468	2	14.7295889380115	2	0	0.000154541996817925	0.000154534408991381	1.00000100000002	0	6	4	1
YHR144C	P06773	DCD1	35.64574	1	8.99297694136868	2	9.18462573956328e-10	0.00199809250063411	9.27209441168311e-10	1.00000100000002	1	7	0	1
YOR095C	Q12189	RKI1	28.25777	1	8.29368884127038	2	1.26140707515971e-05	0.00253310152488008	1.26161582095561e-05	1.00000100000002	1	2	0	1
YNL241C	P11412	ZWF1	57.5209	2	6.89362053949957	2	2.48572731774411e-07	2.4867165191994e-07	2.48667731451802e-07	1.00000100000002	1	5	0	1
YHR163W	P38858	SOL3	27.78417	2	6.89362053949957	2	0	1.57359599893924e-05	1.57357119018828e-05	1.00000100000002	0	5	5	1
YHR183W	P38720	GND1	53.54274	2	6.89362053949957	2	0	4.32306381458276e-06	4.3229956587045e-06	1.00000100000002	0	6	6	1
YPR035W	P32288	GLN1	41.7656	2	5.22138007694609	2	2.00522808133458e-06	2.00552504378275e-06	2.00522808133458e-06	1.00000100000002	1	7	0	1
YJL121C	P46969	RPE1	25.96689	1	4.4063198280041	2	3.18852421516226e-07	0.00274317150599082	3.19205541789645e-07	1.00000100000002	1	2	0	1
YGL062W	P11154	PYC1	130.09827	2	1.81000563748954	2	0	1.95553360886861e-06	1.95385297480076e-06	1.00000100000001	0	8	7	1
YMR267W	P28239	PPA2	35.57213	2	1.14604098613936	2	9.85273564252035e-07	9.85418108103588e-07	9.85369860438951e-07	1.00000100000002	1	4	0	1
YNR019W	P53629	ARE2	74.022	0	0.107676212045177	0	0	0.000962191976470259	0	1.00000100000001	1	84	0	1
YOR245C	Q08650	DGA1	47.71075	0	0.0852643180677662	0	0	5.72301166423914e-08	0	1.00000100000001	1	122	0	1
YOR222W		ODC2	NaN	0	0.152088784498366	0	0	0	0	1.00000100000002	0	6	8	2
YPL134C		ODC1	NaN	0	0.152088784498366	0	0	0	0	1.00000100000002	0	6	8	2
