genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate	FCC
CHI1	Q8VZW3	CHI1	23.332		OE	1000	tightly_const	2	0.00255734070782417	0.00255734070782928	0.00255734070782417	1	3	0	1	1.49127405865897	1.49214998173753	0.657515116728419
CHS3	P13114	CHS3	43.116		OE	1000	tightly_const	2	0.000710372418840046	0.000710372418841467	0.000710372418840046	1	6	0	1	1.20351658499518	1.20381092677043	0.336484795625563
4CL3	Q9S777	4CL3	61.311		OE	1000	tightly_const	2	8.45681451000055e-07	8.45681451001746e-07	8.45681451000055e-07	1	6	0	1	1.00028635000735	1.00028669095722	0
YBL039C	P28274	URA7	64.70953	sce00240  Pyrimidine metabolism	KD	0.258201785040242	subOpt_isoenz	0	0	3.67194450533032e-08	0	0	12	6	2	1.0000011346507	0.999999987339917	0
YAL062W	P39708	GDH3	49.62653	sce00220  Arginine biosynthesis sce00250  Alanine, aspartate and glutamate metabolism sce00910  Nitrogen metabolism	KD	0.128347386688265	subOpt_isoenz	0	0	1.3674550935802e-06	0	0	8	13	2	1.00000113513545	0.999999987339942	0
YLR438W	P07991	CAR2	46.08557	sce00330  Arginine and proline metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	KO	0	subOpt_isoenz	0	0	1.6040330470282e-11	0	1	4	0	2	1.00000113513525	0.999999987339942	0
YMR246W	P47912	FAA4	77.26612	sce00061  Fatty acid biosynthesis sce00071  Fatty acid degradation sce01212  Fatty acid metabolism sce04146  Peroxisome	KO	0	subOpt_isoenz	0	0	1.25691418241031e-09	0	1	48	0	2	1.00000113465318	0.999999987339891	0
YOR317W	P30624	FAA1	77.86529	sce00061  Fatty acid biosynthesis sce00071  Fatty acid degradation sce01212  Fatty acid metabolism sce04146  Peroxisome	KO	0	subOpt_isoenz	0	0	1.22185018138237e-09	0	1	52	0	2	1.00000113513817	0.999999987339911	0
YER070W	P21524	RNR1	99.56021	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00480  Glutathione metabolism	KO	0	subOpt_isoenz	0	0	9.26117417949047e-10	0	0	24	16	3	1.00000113465336	0.999999987339885	0
YIL066C	P21672	RNR3	97.51369	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00480  Glutathione metabolism	KO	0	subOpt_isoenz	0	0	9.44485341658351e-10	0	0	24	16	3	1.00000113465326	0.999999987339885	0
