genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YDR300C	P32264	PRO1	47.16164	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.10052671291558e-07	2.10426877095649e-07	2.10188074822914e-07	1	4	0	1	1.00042919894131	1.00042971001394
YOR323C	P54885	PRO2	49.73991	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.7229036377736e-08	2.72788446448285e-08	2.72466152002226e-08	1	6	0	1	1.00005867859363	1.00005874843986
YJR069C	P47119	HAM1	22.09268	sce00230  Purine metabolism	1	1000	essential	2	2.66252271638552e-11	4.25887957177301e-09	1.5728024228112e-10	1	16	0	1	1.00000015044732	1.00000015062666
CHI1	Q8VZW3	CHI1	23.332		2	1000	tightly_const	2	0.00255734070782417	0.00255734070782928	0.00255734070782417	1	3	0	1	1.49127405865897	1.49214998173753
CHS3	P13114	CHS3	43.116		2	1000	tightly_const	2	0.000710372418840046	0.000710372418841467	0.000710372418840046	1	6	0	1	1.20351658499518	1.20381092677043
4CL3	Q9S777	4CL3	61.311		2	1000	tightly_const	2	8.45681451000055e-07	8.45681451001746e-07	8.45681451000055e-07	1	6	0	1	1.00028635000735	1.00028669095722
TAL	A0A1M4NET9	TAL	55.539		2	1000	tightly_const	2	2.56039767416183e-08	2.56452136765873e-08	2.5645213676536e-08	1	3	0	1	1.00000786385693	1.0000078732147
YDR050C	P00942	TPI1	26.79508	sce00010  Glycolysis / Gluconeogenesis sce00051  Fructose and mannose metabolism sce00562  Inositol phosphate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.22747099174643	essential	2	2.85355837045589e-08	3.19180276196052e-08	2.85413366276654e-08	1	2	0	1	1.00007017031185	1.00007026946509
YJL052W	P00360	TDH1	35.74956	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.22525708117351	tightly_const	2	1.69383676836435e-05	1.6944268410617e-05	1.69417873049094e-05	1	8	0	1	0.988607707580081	1.06137495961356
YBL039C	P28274	URA7	64.70953	sce00240  Pyrimidine metabolism	0	0.258201785040242	subOpt_isoenz	0	0	3.67194450533032e-08	0	0	12	6	2	1.0000011346507	0.999999987339917
YAL062W	P39708	GDH3	49.62653	sce00220  Arginine biosynthesis sce00250  Alanine, aspartate and glutamate metabolism sce00910  Nitrogen metabolism	0	0.128347386688265	subOpt_isoenz	0	0	1.3674550935802e-06	0	0	8	13	2	1.00000113513545	0.999999987339942
YLR438W	P07991	CAR2	46.08557	sce00330  Arginine and proline metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	0	0	subOpt_isoenz	0	0	1.6040330470282e-11	0	1	4	0	2	1.00000113513525	0.999999987339942
YMR246W	P47912	FAA4	77.26612	sce00061  Fatty acid biosynthesis sce00071  Fatty acid degradation sce01212  Fatty acid metabolism sce04146  Peroxisome	0	0	subOpt_isoenz	0	0	1.25691418241031e-09	0	1	48	0	2	1.00000113465318	0.999999987339891
YOR317W	P30624	FAA1	77.86529	sce00061  Fatty acid biosynthesis sce00071  Fatty acid degradation sce01212  Fatty acid metabolism sce04146  Peroxisome	0	0	subOpt_isoenz	0	0	1.22185018138237e-09	0	1	52	0	2	1.00000113513817	0.999999987339911
YDR452W	Q04119	PPN1	78.34335	sce00NNN  None	1	1000	opt_isoenz	2	0	1.13331019840436e-09	1.59461388661699e-12	1	11	0	3	1.00000000540888	1.00000000541548
YOR222W		ODC2	NaN		0	0.258508113895321		0	NaN	NaN	NaN	0	6	5	3	1	1
YPL134C		ODC1	NaN		0	0.258508113895321		0	NaN	NaN	NaN	0	6	5	3	1	1
YER053C		PIC2	NaN		0	0.154048493889325		0	NaN	NaN	NaN	0	4	12	3	1	1
YJR077C		MIR1	NaN		0	0.154048493889325		0	NaN	NaN	NaN	0	4	12	3	1	1
YER070W	P21524	RNR1	99.56021	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00480  Glutathione metabolism	0	0	subOpt_isoenz	0	0	9.26117417949047e-10	0	0	24	16	3	1.00000113465336	0.999999987339885
YIL066C	P21672	RNR3	97.51369	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00480  Glutathione metabolism	0	0	subOpt_isoenz	0	0	9.44485341658351e-10	0	0	24	16	3	1.00000113465326	0.999999987339885
