genes	enzymes	shortNames	MWs	pathways	actions	k_scores	enz_pos	unique	conectivity	groups	EV_type	OE	minUsage	maxUsage	pUsage	minUsageBio	maxUsageBio	pUsageBio	EUV_comparison	priority
YJR069C	P47119	HAM1	22.09268	sce00230  Purine metabolism	OE	1000	7702	1	16	0	production_opt	2	0	0.00363030649620072	7.79228129741976e-12	0	0.00324439994149955	0	up_subset	2
hmaS	Q5J1Q8	hmaS	36.597		OE	1000	0	1	7	0	essential_tightly_const	2	2.30227930065227e-05	2.3022885085168e-05	2.30227930065227e-05	2.3022793006525e-07	2.30406569359712e-07	2.3022793006525e-07	none	3
YBR166C	P20049	TYR1	50.92272	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	OE	37.9910516904015	7280	1	5	0	essential_tightly_const	2	3.2959434771234e-06	3.29595573127834e-06	3.2959434771234e-06	1.49423960199456e-07	1.49448141836918e-07	1.49423960199456e-07	up_distinct	1
YDR127W	P08566	ARO1	174.75305	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	16.5941985309097	7181	1	14	0	essential_tightly_const	2	5.61277354988762e-06	5.61279394169365e-06	5.61277354988762e-06	5.04636522098361e-07	5.04676787799814e-07	5.04636522098361e-07	up_distinct	1
YBR249C	P32449	ARO4	39.74874	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	16.5941985309058	7409	1	12	0	production_opt_tight	2	0	7.2665073813484e-07	7.26648096458816e-07	0	6.53371107967451e-08	6.53319014079436e-08	up_subset	2
YGL148W	P28777	ARO2	40.83793	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	16.5941985309058	7363	1	3	0	essential_tightly_const	2	0.00010189770934566	0.000101898079787329	0.00010189770934566	9.16147875857438e-06	9.16220976664071e-06	9.16147875857438e-06	up_distinct	1
YPR060C	P32178	ARO7	29.7468	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	16.5941985309058	7386	1	2	0	essential_tightly_const	2	2.45570655103705e-07	2.4557154785786e-07	2.45570655103705e-07	2.20789098686212e-08	2.20806715777877e-08	2.20789098686212e-08	up_distinct	1
YOR095C	Q12189	RKI1	28.25777	sce00030  Pentose phosphate pathway sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	2.74968730025292	7980	1	2	0	essential	2	3.81266024701576e-06	0.00284208309621945	3.81293435170523e-06	1.68491033085796e-06	0.00253824433843944	1.68612840294183e-06	up_overlaped	2
YGR254W	P00924	ENO1	46.81564	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids sce03018  RNA degradation	OE	1.35328887894011	7095	1	5	0	production_opt	2	0	0.00171437863831835	1.20460363268319e-06	0	0.00153202121536375	9.59956028190939e-07	up_subset	2
YOR283W	Q12040	YOR283W	26.17622	sce00NNN  None	OE	1.35328887894011	7966	1	4	0	production_opt	2	0	0.00306430950334469	3.3260377698655e-07	0	0.00273853689988751	2.65053991250319e-07	up_subset	2
