genes	enzymes	shortNames	MWs	actions	k_scores
YBL015W	P32316	ACH1	58.71137	1	1000
YBR068C		BAP2	NaN	1	1000
YBR252W	P33317	DUT1	15.30716	1	1000
YCL025C		AGP1	NaN	1	1000
YDL171C	Q12680	GLT1	238.09944	1	1000
YDR046C		BAP3	NaN	1	1000
YER170W	P26364	ADK2	25.19373	1	1000
YKR039W		GAP1	NaN	1	1000
YOL020W		TAT2	NaN	1	1000
YOR348C		PUT4	NaN	1	1000
YPL265W		DIP5	NaN	1	1000
YJR069C	P47119	HAM1	22.09268	1	1000
YKL060C	P14540	FBA1	39.62024	1	667.039586347417
YGR240C	P16861	PFK1	107.96906	1	500.559379521125
YMR205C	P16862	PFK2	104.61673	1	400.671264357568
YBR117C	P33315	TKL2	75.02862	1	34.1685840559819
YHR137W	P38840	ARO9	58.52706	1	33.6470202973568
YPR074C	P23254	TKL1	73.80488	1	28.8635590296845
YPR035W	P32288	GLN1	41.7656	1	12.8782857974231
YJL121C	P46969	RPE1	25.96689	1	7.64345892449497
YGR248W	P53315	SOL4	28.44737	1	4.15504193908361
YGR256W	P53319	GND2	53.92235	1	4.15504193908361
YHR163W	P38858	SOL3	27.78417	1	4.15504193908361
YHR183W	P38720	GND1	53.54274	1	4.15504193908361
YNL241C	P11412	ZWF1	57.5209	1	4.15504193908361
YDR384C		ATO3	NaN	1	2.97079009453438
YGR121C		MEP1	NaN	1	2.97079009453438
YNL142W		MEP2	NaN	1	2.97079009453438
YPR138C		MEP3	NaN	1	2.97079009453438
YAL038W	P00549	CDC19	54.54404	1	2.42587395053196
YOR347C	P52489	PYK2	55.19478	1	2.42587395053196
YGR254W	P00924	ENO1	46.81564	1	2.26099866046762
YHR174W	P00925	ENO2	46.91368	1	2.26099866046762
YKL152C	P00950	GPM1	27.60828	1	2.26099866046762
YMR323W	P42222	ERR3	47.31216	1	2.26099866046762
YOR393W	P0CX10	ERR1	47.32712	1	2.26099866046762
YPL281C	P0CX11	ERR2	47.32712	1	2.26099866046762
YOR283W	Q12040	YOR283W	26.17622	1	2.26099866046762
YOR095C	Q12189	RKI1	28.25777	1	2.23098112205695
YCR012W	P00560	PGK1	44.73787	1	1.20033987029639
YGR192C	P00359	TDH3	35.74626	1	1.20033987029639
YJL052W	P00360	TDH1	35.74956	1	1.20033987029639
YJR009C	P00358	TDH2	35.84645	1	1.20033987029639
YDR050C	P00942	TPI1	26.79508	1	1.12598283511621
YDR516C	Q04409	EMI2	55.92028	1	1.00066848452747
YLR058C	P37291	SHM2	52.21793	0	0.00460893361275318
YOR388C	Q08911	FDH1	41.7138	0	0.000260988873778034
YAL044C	P39726	GCV3	18.79276	0	0
YBR263W	P37292	SHM1	53.68589	0	0
YCL040W	P17709	GLK1	55.37689	0	0
YDL066W	P21954	IDP1	48.18986	0	0
YDR019C	P48015	GCV1	44.46849	0	0
YDR148C	P19262	KGD2	50.43011	0	0
YFR053C	P04806	HXK1	53.73784	0	0
YGL253W	P04807	HXK2	53.9419	0	0
YIL125W	P20967	KGD1	114.41496	0	0
YMR189W	P49095	GCV2	114.45033	0	0
YLR446W	Q06204	YLR446W	48.96875	0	0
