genes	enzymes	shortNames	MWs	actions	k_scores	OE	minUsage	maxUsage	pUsage	foldChange	unique	conectivity	groups	priority
YMR205C	P16862	PFK2	104.61673	2	400.671264357568	2	3.32541091683496e-07	5.98490154422658e-07	5.98457875872659e-07	1.000001	1	9	0	1
YPR074C	P23254	TKL1	73.80488	1	28.8635590296845	2	0	0.00127867622373801	1.38567842315755e-06	1.000001	0	10	1	1
YPR035W	P32288	GLN1	41.7656	2	12.8782857974231	2	1.07131211851137e-07	3.38642363613867e-06	3.38577524282923e-06	1.000001	1	7	0	1
YJL121C	P46969	RPE1	25.96689	1	7.64345892449497	2	8.4232096497645e-07	0.00363124498455005	8.42395388514798e-07	1.000001	1	2	0	1
YHR163W	P38858	SOL3	27.78417	2	4.15504193908361	2	0	1.46875355823208e-05	1.46400608008576e-05	1.000001	0	5	2	1
YHR183W	P38720	GND1	53.54274	2	4.15504193908361	2	0	4.03503527233686e-06	4.02199275634329e-06	1.000001	0	6	3	1
YNL241C	P11412	ZWF1	57.5209	2	4.15504193908361	2	2.31333393291891e-07	2.32103649116445e-07	2.313534163796e-07	1.000001	1	5	0	1
YAL038W	P00549	CDC19	54.54404	2	2.42587395053196	2	0	2.00489198230621e-06	2.00484350598464e-06	1.000001	0	6	4	1
YGR254W	P00924	ENO1	46.81564	1	2.26099866046762	2	0	0.00201569122859231	2.03979308178646e-06	1.000001	0	5	5	1
YOR095C	Q12189	RKI1	28.25777	1	2.23098112205695	2	5.28877893943345e-06	0.00334137128137654	5.28921889153789e-06	1.000001	1	2	0	1
YCR012W	P00560	PGK1	44.73787	1	1.20033987029639	2	8.82740910705204e-07	0.00210805170099241	8.83036560273159e-07	1.000001	1	4	0	1
YJL052W	P00360	TDH1	35.74956	1	1.20033987029639	2	0	0.00265330324258068	1.63422655546131e-05	1.000001	0	8	6	1
YDR050C	P00942	TPI1	26.79508	1	1.12598283511621	2	2.46005940721228e-08	0.00351821641489286	2.46189115543394e-08	1.000001	1	2	0	1
YDR516C	Q04409	EMI2	55.92028	2	1.00066848452747	2	1.15004869423664e-08	1.86183839569284e-07	1.86178186178e-07	1.000001	1	4	0	1
YBR263W	P37292	SHM1	53.68589	0	0	0	0	0.00175596013234525	0	1.000001	1	5	0	1
YCL040W	P17709	GLK1	55.37689	0	0	0	0	9.5116772501649e-07	0	1.00000099999999	1	6	0	1
YDL066W	P21954	IDP1	48.18986	0	0	0	0	1.20498024695985e-09	0	1.000001	1	5	0	1
YLR446W	Q06204	YLR446W	48.96875	0	0	0	0	0.000156059472250538	0	1.000001	1	20	0	1
YAL044C	P39726	GCV3	18.79276	0	0	0	0	1.3755184598307e-11	0	1.000001	0	18	7	2
YDR019C	P48015	GCV1	44.46849	0	0	0	0	1.3755184598307e-11	0	1.000001	0	18	7	2
YDR148C	P19262	KGD2	50.43011	0	0	0	0	3.65676235786612e-10	0	1.000001	0	11	8	2
YFR053C	P04806	HXK1	53.73784	0	0	0	0	9.51167725016369e-07	0	1.00000099999999	0	12	9	2
YGL253W	P04807	HXK2	53.9419	0	0	0	0	2.0569838250556e-06	0	1.000001	0	12	9	2
YIL125W	P20967	KGD1	114.41496	0	0	0	0	3.65676235786612e-10	0	1.00000100000001	0	11	8	2
YMR189W	P49095	GCV2	114.45033	0	0	0	0	1.3755184598307e-11	0	1.000001	0	18	7	2
