genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority
YBR166C	P20049	TYR1	50.92272	2	1000	tightly_const	2	4.60992137067905e-06	4.60993681410954e-06	4.60992137067905e-06	1	5	0	1
YBR208C	P32528	DUR1,2	201.82994	2	1000	tightly_const	2	1.3790597006939e-07	1.37982005949949e-07	1.37951931713938e-07	1	10	0	1
YDR035W	P14843	ARO3	41.06952	2	1000	tightly_const	2	9.93676005048614e-07	9.93782068940401e-07	9.9377873973982e-07	1	12	0	1
YDR127W	P08566	ARO1	174.75305	2	1000	tightly_const	2	6.66580288539435e-06	6.66582521611439e-06	6.66580288539435e-06	1	14	0	1
YEL046C	P37303	GLY1	42.81463	2	1000	tightly_const	2	6.37783197495141e-08	6.38607787982298e-08	6.37879089187022e-08	1	4	0	1
YEL047C	P32614	FRD1	50.84351	1	1000	essential	2	4.10920957432802e-07	0.00152275564378599	4.10990058328434e-07	1	10	0	1
YGL148W	P28777	ARO2	40.83793	2	1000	tightly_const	2	0.000139357383125883	0.000139357849978977	0.000139357383125883	1	3	0	1
YHR037W	P07275	PUT2	64.43444	1	1000	essential	2	4.21878849631054e-06	0.00120546185297552	4.21949793217192e-06	1	9	0	1
YLR142W	P09368	PUT1	53.27087	2	1000	tightly_const	2	1.88901076052955e-07	1.89026376257067e-07	1.88932841854569e-07	1	4	0	1
YLR438W	P07991	CAR2	46.08557	2	1000	tightly_const	2	3.27986552885704e-08	3.28417688865606e-08	3.28095819215644e-08	1	4	0	1
YPL111W	P00812	CAR1	35.66162	2	1000	tightly_const	2	1.18257861114565e-05	1.18323063807321e-05	1.18297274388445e-05	1	4	0	1
YPR060C	P32178	ARO7	29.7468	2	1000	tightly_const	2	3.35847430599955e-07	3.35848555702974e-07	3.35847430599955e-07	1	2	0	1
YJR109C	P03965	CPA2	123.91392	2	11.623169509659	tightly_const	2	1.56493988851093e-08	1.56521204684366e-08	1.5651437608875e-08	0	9	3	1
YOR303W	P07258	CPA1	45.36103	2	11.623169509659	tightly_const	2	1.56493988851093e-08	1.56521204684366e-08	1.56514371084925e-08	0	9	3	1
YOR095C	Q12189	RKI1	28.25777	1	10.4413222925856	essential	2	4.3702301466203e-06	0.00274348404657273	4.37023014662033e-06	1	2	0	1
YJL121C	P46969	RPE1	25.96689	1	10.2901112908692	essential	2	3.69735120614269e-07	0.00298113883999219	3.69845548889737e-07	1	2	0	1
YKL069W	P36088	YKL069W	19.73402	1	4.47094579433521	essential	2	3.43384112797936e-07	0.00392257581639042	3.43607927708653e-07	1	5	0	1
YPR035W	P32288	GLN1	41.7656	2	4.42890448328923	tightly_const	2	7.67474880740018e-07	7.67674566437679e-07	7.675777586347e-07	1	7	0	1
YER023W	P32263	PRO3	30.13145	2	2.97346130730164	tightly_const	2	4.60079299951319e-09	4.60684135272681e-09	4.60232636323729e-09	1	6	0	1
YKL029C	P36013	MAE1	74.37529	2	2.93036957740704	essential	2	1.09284395563231e-07	1.15786912874714e-07	1.15740145616924e-07	1	7	0	1
YBR196C	P12709	PGI1	61.29832	1	1.15584627765175	essential	2	3.79274668479433e-07	0.00126307876267102	3.79301155735178e-07	1	2	0	1
YDR050C	P00942	TPI1	26.79508	1	1.05831623737873	essential	2	2.41648955205269e-08	0.00288866165531994	2.41655624174199e-08	1	2	0	1
YMR205C	P16862	PFK2	104.61673	2	1.05037185821058	essential	2	3.27222806647774e-07	5.88479890540703e-07	5.88466348452606e-07	1	9	0	1
YDR516C	Q04409	EMI2	55.92028	2	1.00038358837564	essential	2	1.41525270614489e-07	1.86180099254917e-07	1.86073680219793e-07	1	4	0	1
YCR053W	P16120	THR4	57.47349	0	0	unusable	0	0	7.67669328362067e-13	0	1	6	0	1
YNR050C	P38999	LYS9	48.91735	0	0	unusable	0	0	6.80464260371369e-13	0	1	7	0	1
YLR160C	P0CX79	ASP3-4	38.6862	2	3.14389657142609	opt_isoenz_tight	2	0	1.2735442224952e-06	1.27305309319187e-06	0	5	5	2
YER070W	P21524	RNR1	99.56021	0	0.276889933913819	subOpt_isoenz	0	0	2.4412085584755e-07	0	0	24	7	2
YIL066C	P21672	RNR3	97.51369	0	0.276889933913819	subOpt_isoenz	0	0	2.44120855843824e-07	0	0	24	7	2
YJL026W	P09938	RNR2	46.14681	0	0.276889933913819	subOpt_isoenz	0	0	2.44120855845949e-07	0	0	24	7	2
YER081W	P40054	SER3	51.1927	0	0.271792317743674	subOpt_isoenz	0	0	3.09266791336662e-07	0	0	6	8	2
YNR019W	P53629	ARE2	74.022	0	0.225531132780564	subOpt_isoenz	0	0	0.00104565305326002	0	1	84	0	2
YOR245C	Q08650	DGA1	47.71075	0	0.191296699170846	subOpt_isoenz	0	0	1.02562617440728e-07	0	1	122	0	2
YAL062W	P39708	GDH3	49.62653	0	0.170115118942338	subOpt_isoenz	0	0	1.64583260899542e-06	0	0	8	9	2
YGR087C	P26263	PDC6	61.57964	0	0.11478626897853	subOpt_isoenz	0	0	1.89992655652116e-07	0	0	17	10	2
YOR347C	P52489	PYK2	55.19478	0	0.0180338032802709	subOpt_isoenz	0	0	5.40242965471333e-11	0	1	6	0	2
YNL104C	P06208	LEU4	68.40819	0	0.0016611569005539	subOpt_isoenz	0	0	5.90418803247354e-11	0	1	13	0	2
YCL018W	P04173	LEU2	38.95257	0	0.0016611569005539	subOpt_isoenz	0	0	8.99656339155481e-11	0	1	5	0	2
YGL009C	P07264	LEU1	85.79356	0	0.0016611569005539	subOpt_isoenz	0	0	0.000902180682423814	0	1	4	0	2
YCL009C	P25605	ILV6	33.98652	0	0	subOpt_isoenz	0	0	3.49285019831718e-11	0	1	8	0	2
YDL066W	P21954	IDP1	48.18986	0	0	subOpt_isoenz	0	0	1.11907229683123e-10	0	1	5	0	2
YDL131W	Q12122	LYS21	48.59372	0	0	subOpt_isoenz	0	0	3.61635653468666e-10	0	1	6	0	2
YDR158W	P13663	HOM2	39.54334	0	0	subOpt_isoenz	0	0	1.65089906460756e-11	0	1	6	0	2
YDR234W	P49367	LYS4	75.14989	0	0	subOpt_isoenz	0	0	0.00102995916954888	0	1	6	0	2
YDR300C	P32264	PRO1	47.16164	0	0	subOpt_isoenz	0	0	2.17691763210432e-10	0	1	4	0	2
YER052C	P10869	HOM3	58.10913	0	0	subOpt_isoenz	0	0	1.3803534483237e-11	0	1	4	0	2
YER069W	Q01217	ARG5,6	94.86823	0	0	subOpt_isoenz	0	0	8.1387035246981e-10	0	1	9	0	2
YER152C	P10356	YER152C	49.48976	0	0	subOpt_isoenz	0	0	0.00156398548589576	0	1	6	0	2
YHR018C	P04076	ARG4	51.9886	0	0	subOpt_isoenz	0	0	0.00148881348260132	0	1	3	0	2
YHR025W	P17423	THR1	38.71215	0	0	subOpt_isoenz	0	0	7.67991302965683e-11	0	1	5	0	2
YIL094C	P40495	LYS12	40.06854	0	0	subOpt_isoenz	0	0	1.31197717822288e-11	0	1	6	0	2
YIR034C	P38998	LYS1	41.46445	0	0	subOpt_isoenz	0	0	1.18685658371811e-11	0	1	7	0	2
YJL060W	P47039	BNA3	50.08168	0	0	subOpt_isoenz	0	0	0.00154550122343225	0	1	10	0	2
YJL088W	P05150	ARG3	37.84479	0	0	subOpt_isoenz	0	0	8.49160001386262e-12	0	1	5	0	2
YJR139C	P31116	HOM6	38.50163	0	0	subOpt_isoenz	0	0	1.38768560953289e-10	0	1	7	0	2
YMR062C	Q04728	ARG7	47.84821	0	0	subOpt_isoenz	0	0	0.00161764351431821	0	1	9	0	2
YOL058W	P22768	ARG1	46.92715	0	0	subOpt_isoenz	0	0	0.00164939158739255	0	1	7	0	2
YOL140W	P18544	ARG8	46.68082	0	0	subOpt_isoenz	0	0	2.02154566757456e-09	0	1	4	0	2
YOR323C	P54885	PRO2	49.73991	0	0	subOpt_isoenz	0	0	2.82074853506469e-11	0	1	6	0	2
YJL200C	P39533	ACO2	86.58224	0	0	subOpt_isoenz	0	0	0.000893975275897344	0	1	7	0	2
YDR148C	P19262	KGD2	50.43011	1	1000	opt_isoenz	2	0	4.94399338512085e-06	1.39172422114374e-07	0	11	1	3
YER065C	P28240	ICL1	62.40816	2	1000	opt_isoenz	2	0	9.33441357173996e-07	7.8594604611681e-07	1	3	0	3
YFL030W	P43567	AGX1	41.90679	2	1000	opt_isoenz	2	0	9.40565102982129e-08	7.91944151734919e-08	1	4	0	3
YGR244C	P53312	LSC2	46.90018	1	1000	opt_isoenz	2	0	0.000944708239726	9.62389661327447e-09	0	8	2	3
YIL125W	P20967	KGD1	114.41496	1	1000	opt_isoenz	2	0	4.94399338512085e-06	1.39172422114374e-07	0	11	1	3
YOR142W	P53598	LSC1	35.03207	1	1000	opt_isoenz	2	0	0.000944708239726	9.62389661327447e-09	0	8	2	3
YJR051W	P21375	OSM1	55.06455	1	10.0856677266319	opt_isoenz	2	0	0.00140567603094938	3.01368561694358e-08	1	5	0	3
YGR254W	P00924	ENO1	46.81564	1	1.85518581284191	opt_isoenz	2	0	0.00165437774211934	1.05426870866231e-06	0	5	6	3
YOR283W	Q12040	YOR283W	26.17622	1	1.85518581284191	opt_isoenz	2	0	0.00295722641771355	2.91094717752721e-07	1	4	0	3
YDR384C		ATO3	NaN	0	0.0554529847510997		0	NaN	NaN	NaN	0	2	11	3
YGR121C		MEP1	NaN	0	0.0554529847510997		0	NaN	NaN	NaN	0	2	11	3
YNL142W		MEP2	NaN	0	0.0554529847510997		0	NaN	NaN	NaN	0	2	11	3
YPR138C		MEP3	NaN	0	0.0554529847510997		0	NaN	NaN	NaN	0	2	11	3
YGL080W		MPC1	NaN	0	0.0259738760458757		0	NaN	NaN	NaN	0	4	12	3
YGR243W		MPC3	NaN	0	0.0259738760458757		0	NaN	NaN	NaN	0	4	12	3
YHR162W		MPC2	NaN	0	0.0259738760458757		0	NaN	NaN	NaN	0	4	12	3
YBR115C	P07702	LYS2	155.34394	0	0	subOpt_isoenz	0	0	5.34857988390576e-12	0	0	8	13	3
YBR218C	P32327	PYC2	130.16549	0	0	subOpt_isoenz	0	0	1.04446808009345e-10	0	0	8	14	3
YGL062W	P11154	PYC1	130.09827	0	0	subOpt_isoenz	0	0	1.04446808338533e-10	0	0	8	14	3
YGL154C	P50113	LYS5	30.68281	0	0	subOpt_isoenz	0	0	5.34857988390576e-12	0	0	8	13	3
