genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority
YDR300C	P32264	PRO1	47.16164	2	1000	tightly_const	2	2.10045353960874e-07	2.10441273475072e-07	2.10188074822914e-07	1	4	0	1
YOR323C	P54885	PRO2	49.73991	2	1000	tightly_const	2	2.72281605403557e-08	2.72766764031735e-08	2.72466152002226e-08	1	6	0	1
YJR069C	P47119	HAM1	22.09268	1	1000	essential	2	3.62297815060688e-11	4.33306634617918e-09	1.5728024228112e-10	1	16	0	1
bAS	Q9MB42	bAS	87.516	2	1000	tightly_const	2	2.80119625732406e-07	2.80119625732966e-07	2.80119625732406e-07	1	2	0	1
uni25647	A0A218KSA8	uni25647	56.456	2	1000	tightly_const	2	0.000776491602530229	0.000776491602531782	0.000776491602530229	1	4	0	1
CYP72A63	H1A981	CYP72A63	59.454	2	1000	tightly_const	2	0.000776491602530229	0.000776491602531782	0.000776491602530229	1	4	0	1
YLR044C	P06169	PDC1	61.49468	2	12.3158922053876	essential	2	7.88734800321944e-07	8.42451345043875e-07	7.88789706486857e-07	0	17	2	1
YAL038W	P00549	CDC19	54.54404	2	2.45635664530121	essential	2	1.89827200871734e-06	2.0405859415894e-06	2.03629851929583e-06	0	6	3	1
YGR254W	P00924	ENO1	46.81564	2	2.29953285735542	essential	2	1.90573862547367e-06	2.0935612610568e-06	2.08777656855751e-06	0	5	4	1
YOR283W	Q12040	YOR283W	26.17622	2	2.29953285735542	essential	2	5.70822137697365e-07	5.81039542200738e-07	5.76457146040229e-07	1	4	0	1
YLR354C	P15019	TAL1	37.0359	2	1.26500355321137	tightly_const	2	3.23450960928954e-06	3.26121772348386e-06	3.23452881231662e-06	0	6	5	1
YMR205C	P16862	PFK2	104.61673	2	1.22895014392435	tightly_const	2	6.86930341291249e-07	6.90229350821219e-07	6.87455843793983e-07	1	9	0	1
YDR050C	P00942	TPI1	26.79508	2	1.22807667443749	essential	2	2.82449680019226e-08	3.17849169796175e-08	2.82451305177865e-08	1	2	0	1
YCR012W	P00560	PGK1	44.73787	2	1.2271912909347	tightly_const	2	9.11971082554722e-07	9.15646928980409e-07	9.11973805141431e-07	1	4	0	1
YJL052W	P00360	TDH1	35.74956	2	1.2271912909347	tightly_const	2	1.68776566964036e-05	1.6912249023945e-05	1.68778041283612e-05	0	8	6	1
YBR196C	P12709	PGI1	61.29832	2	1.19206573616889	essential	2	3.67022546831133e-07	3.72406331916715e-07	3.67023462550989e-07	1	2	0	1
YGR202C	P13259	PCT1	49.40551	0	0	unusable	0	0	1.55267640501579e-13	0	1	5	0	1
YML059C	Q04958	NTE1	187.13107	0	0	unusable	0	0	0	0	1	19	0	1
YPL110C	Q02979	GDE1	138.01285	0	0	unusable	0	0	0	0	1	5	0	1
YPL023C	P46151	MET12	73.94088	0	0.29388445043604	subOpt_isoenz	0	0	1.40932167357552e-08	0	0	6	7	2
YDR502C	P19358	SAM2	42.2555	0	0.293827460519862	subOpt_isoenz	0	0	2.18357893315077e-09	0	0	7	8	2
YBR218C	P32327	PYC2	130.16549	0	0.282987457510793	subOpt_isoenz	0	0	5.14609492271324e-07	0	0	8	10	2
YBL039C	P28274	URA7	64.70953	0	0.258201785040242	subOpt_isoenz	0	0	3.675173205455e-08	0	0	12	12	2
YMR145C	P40215	NDE1	62.77345	0	0.211517194203652	subOpt_isoenz	0	0	8.27993626856105e-08	0	0	6	13	2
YAL062W	P39708	GDH3	49.62653	0	0.125434363764849	subOpt_isoenz	0	0	1.34298440170148e-06	0	0	8	19	2
YER081W	P40054	SER3	51.1927	0	0.0284390442263339	subOpt_isoenz	0	0	2.98337364832257e-08	0	0	6	20	2
YHR123W	P22140	EPT1	44.55926	0	0	subOpt_isoenz	0	0	1.51938283680304e-09	0	1	36	0	2
YLR133W	P20485	CKI1	66.31602	0	0	subOpt_isoenz	0	0	3.59275285110048e-11	0	1	8	0	2
YLR438W	P07991	CAR2	46.08557	0	0	subOpt_isoenz	0	0	1.6870952706894e-11	0	1	4	0	2
YMR246W	P47912	FAA4	77.26612	0	0	subOpt_isoenz	0	0	1.26779987728316e-09	0	1	48	0	2
YNL130C	P17898	CPT1	44.82898	0	0	subOpt_isoenz	0	0	2.05600291303606e-09	0	1	27	0	2
YNR008W	P40345	LRO1	75.39242	0	-0	subOpt_isoenz	0	0	1.22364944040781e-09	0	1	48	0	2
