genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority
YAL060W	P39714	BDH1	41.58155	1	1000	essential	2	1.08996137082084e-06	0.00214763680963185	1.08996137082084e-06	1	5	0	1
YCR012W	P00560	PGK1	44.73787	1	1.2270714253939	essential	2	8.93967329265209e-07	0.00199599520170101	8.93967329265272e-07	1	4	0	1
YDR050C	P00942	TPI1	26.79508	1	1.2261609424324	essential	2	2.71291936305638e-08	0.00333110779375248	2.71292581118224e-08	1	2	0	1
YMR205C	P16862	PFK2	104.61673	2	1.21928629295054	essential	2	3.67220090903521e-07	6.60398519380223e-07	6.6037952959633e-07	1	9	0	1
YBR196C	P12709	PGI1	61.29832	1	1.16078672494188	essential	2	3.24679567969005e-07	0.00145642769934773	3.24683224839328e-07	1	2	0	1
YDR516C	Q04409	EMI2	55.92028	2	1.0004633338087	essential	2	2.22092650119604e-08	1.86179439461901e-07	1.86122878948836e-07	1	4	0	1
YAL038W	P00549	CDC19	54.54404	2	2.43513518028431	opt_isoenz_tight	2	0	1.83764312896392e-06	1.83762461382314e-06	0	6	2	2
YBL039C	P28274	URA7	64.70953	0	0.288223123335067	subOpt_isoenz	0	0	4.15289004659845e-08	0	0	12	6	2
YER070W	P21524	RNR1	99.56021	0	0.278185415004635	subOpt_isoenz	0	0	4.87266676416399e-07	0	0	24	7	2
YIL066C	P21672	RNR3	97.51369	0	0.278185415004635	subOpt_isoenz	0	0	4.87266676416659e-07	0	0	24	7	2
YJL026W	P09938	RNR2	46.14681	0	0.278185415004635	subOpt_isoenz	0	0	4.87266676414848e-07	0	0	24	7	2
YMR145C	P40215	NDE1	62.77345	0	0.251837941631569	subOpt_isoenz	0	0	7.94813625004554e-05	0	0	6	9	2
YDL052C	P33333	SLC1	33.88654	0	0.247365076388417	subOpt_isoenz	0	0	2.97211162853318e-06	0	1	28	0	2
YDR231C	Q04935	COX20	23.75778	0	0.229345720355644	subOpt_isoenz	0	0	8.5197569299662e-05	0	0	7	12	2
YGR062C	P53239	COX18	35.64994	0	0.229345720355644	subOpt_isoenz	0	0	8.5197569299662e-05	0	0	7	12	2
YHR116W	P38824	COX23	17.31758	0	0.229345720355644	subOpt_isoenz	0	0	8.5197569299662e-05	0	0	7	12	2
YJL003W	P47081	COX16	14.07686	0	0.229345720355644	subOpt_isoenz	0	0	8.5197569299662e-05	0	0	7	12	2
YLL018C-A	Q3E731	COX19	11.10542	0	0.229345720355644	subOpt_isoenz	0	0	8.5197569299662e-05	0	0	7	12	2
YPL132W	P19516	COX11	34.04384	0	0.229345720355644	subOpt_isoenz	0	0	8.5197569299662e-05	0	0	7	12	2
YNR019W	P53629	ARE2	74.022	0	0.207585615226956	subOpt_isoenz	0	0	0.00120581233903203	0	1	84	0	2
YOR245C	Q08650	DGA1	47.71075	0	0.164378422840434	subOpt_isoenz	0	0	1.01733999424502e-07	0	1	122	0	2
YAL062W	P39708	GDH3	49.62653	0	0.0942049557482137	subOpt_isoenz	0	0	2.02615822960009e-06	0	0	8	19	2
YER081W	P40054	SER3	51.1927	0	0.050187939011906	subOpt_isoenz	0	0	1.4695711198475e-07	0	0	6	20	2
YLR044C	P06169	PDC1	61.49468	1	405.831894921452	opt_isoenz	2	0	4.99225559392394e-06	2.35522919431921e-06	0	17	1	3
YGR254W	P00924	ENO1	46.81564	1	2.27985048990315	opt_isoenz	2	0	0.00190844500808987	1.88737530919783e-06	0	5	3	3
YOR283W	Q12040	YOR283W	26.17622	1	2.27985048990315	opt_isoenz	2	0	0.00341036057814431	5.21124243193653e-07	1	4	0	3
YLR354C	P15019	TAL1	37.0359	1	1.24312105172912	opt_isoenz	2	0	0.00241297999111651	2.97678522765796e-06	0	6	4	3
YJL052W	P00360	TDH1	35.74956	1	1.2270714253939	opt_isoenz	2	0	0.00251326171260604	1.65445601566961e-05	0	8	5	3
YGL080W		MPC1	NaN	0	0.258766718999403		0	NaN	NaN	NaN	0	4	8	3
YGR243W		MPC3	NaN	0	0.258766718999403		0	NaN	NaN	NaN	0	4	8	3
YHR162W		MPC2	NaN	0	0.258766718999403		0	NaN	NaN	NaN	0	4	8	3
YEL039C	P00045	CYC7	12.53211	0	0.229345720355644	subOpt_isoenz	0	0	2.66652611863343e-12	0	0	16	11	3
YJR048W	P00044	CYC1	12.18177	0	0.229345720355644	subOpt_isoenz	0	0	2.66652611772151e-12	0	0	16	11	3
YBL030C		PET9	NaN	0	0.226719159852783		0	NaN	NaN	NaN	0	4	15	3
YBR085W		AAC3	NaN	0	0.226719159852783		0	NaN	NaN	NaN	0	4	15	3
YMR056C		AAC1	NaN	0	0.226719159852783		0	NaN	NaN	NaN	0	4	15	3
YER053C		PIC2	NaN	0	0.201024768615865		0	NaN	NaN	NaN	0	4	16	3
YJR077C		MIR1	NaN	0	0.201024768615865		0	NaN	NaN	NaN	0	4	16	3
