genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage
YBL015W	P32316	ACH1	58.71137	1	1000	subOpt_isoenz	2	0	1.55465840364525e-09	0
YBR145W	P38113	ADH5	37.64764	1	1000	subOpt_isoenz	2	0	3.54153348735759e-09	0
YBR252W	P33317	DUT1	15.30716	1	1000	subOpt_isoenz	2	0	6.22149987544425e-09	0
YDR300C	P32264	PRO1	47.16164	2	1000	tightly_const	2	2.10045381879585e-07	2.10441806311911e-07	2.10188074822914e-07
YER170W	P26364	ADK2	25.19373	1	1000	subOpt_isoenz	2	0	3.67001480709441e-09	0
YOL086C	P00330	ADH1	36.84874	1	1000	subOpt_isoenz	2	0	1.96431643262803e-09	0
YOR323C	P54885	PRO2	49.73991	2	1000	tightly_const	2	2.72280886925063e-08	2.72808353545274e-08	2.72466152002226e-08
YPL069C	Q12051	BTS1	38.65108	2	1000	tightly_const	2	4.17270703929232e-08	4.17270703930067e-08	4.17270703929232e-08
YJR069C	P47119	HAM1	22.09268	1	1000	essential	2	3.6243964220821e-11	4.33490233652631e-09	1.5728024228112e-10
YDR452W	Q04119	PPN1	78.34335	1	1000	opt_isoenz	2	0	1.18102420893422e-09	1.59461388661699e-12
crtYB	Q7Z859	crtYB	74.736	2	1000	tightly_const	2	1.9604374615486e-06	1.96043746155252e-06	1.9604374615486e-06
crtI	Q7Z858	crtI	65.066	2	1000	tightly_const	2	0.000917995548644311	0.000917995548646147	0.000917995548644311
CCD1	Q6E4P3	CCD1	61.311	2	1000	tightly_const	2	0.000495717596267928	0.000495717596268919	0.000495717596267928
YGR087C	P26263	PDC6	61.57964	1	12.2981262666323	subOpt_isoenz	2	0	2.61567582878183e-09	0
YLR044C	P06169	PDC1	61.49468	2	12.2981262666323	essential	2	7.85807595699103e-07	8.35995521178396e-07	7.85964669584431e-07
YLR134W	P16467	PDC5	61.91138	1	12.2981262666323	subOpt_isoenz	2	0	2.59130886037537e-09	0
YAL038W	P00549	CDC19	54.54404	2	2.45583820895091	essential	2	1.89807537802141e-06	2.04058692750597e-06	2.0365908115579e-06
YOR347C	P52489	PYK2	55.19478	1	2.45583820895091	subOpt_isoenz	2	0	1.42042066440887e-07	0
YGR254W	P00924	ENO1	46.81564	2	2.29905202954279	essential	2	1.90548093850404e-06	2.09360015403583e-06	2.08807140213054e-06
YHR174W	P00925	ENO2	46.91368	1	2.29905202954279	subOpt_isoenz	2	0	2.7928344356023e-09	0
YKL152C	P00950	GPM1	27.60828	1	2.29905202954279	subOpt_isoenz	2	0	9.72238861577817e-09	0
YMR323W	P42222	ERR3	47.31216	1	2.29905202954279	subOpt_isoenz	2	0	1.86147758284223e-07	0
YOR393W	P0CX10	ERR1	47.32712	1	2.29905202954279	subOpt_isoenz	2	0	1.80725272314776e-07	0
YPL281C	P0CX11	ERR2	47.32712	1	2.29905202954279	subOpt_isoenz	2	0	1.80725272277619e-07	0
YOR283W	Q12040	YOR283W	26.17622	2	2.29905202954279	essential	2	5.70808568077353e-07	5.81046670319914e-07	5.76538552701568e-07
YLR354C	P15019	TAL1	37.0359	2	1.2652067484844	tightly_const	2	3.23619058738912e-06	3.26117040072976e-06	3.23621086807751e-06
YGR043C	P53228	NQM1	37.25314	1	1.2652067484844	subOpt_isoenz	2	0	3.56298876018442e-09	0
YGR240C	P16861	PFK1	107.96906	1	1.22889349552643	subOpt_isoenz	2	0	3.77463234311021e-09	0
YKL060C	P14540	FBA1	39.62024	1	1.22889349552643	opt_isoenz	2	0	3.92175501039286e-09	4.10296198866691e-10
YMR205C	P16862	PFK2	104.61673	2	1.22889349552643	tightly_const	2	6.86982372668974e-07	6.90242703827729e-07	6.87645792507766e-07
YDR050C	P00942	TPI1	26.79508	2	1.22787608258529	essential	2	2.82524975122355e-08	3.17918804592467e-08	2.82529587076439e-08
YCR012W	P00560	PGK1	44.73787	2	1.22693753981853	tightly_const	2	9.12092710605616e-07	9.15651099652529e-07	9.12100154435613e-07
YGR192C	P00359	TDH3	35.74626	1	1.22693753981853	subOpt_isoenz	2	0	3.76874540918748e-09	0
YJL052W	P00360	TDH1	35.74956	2	1.22693753981853	tightly_const	2	1.687973034919e-05	1.6912263083973e-05	1.68801424615753e-05
YJR009C	P00358	TDH2	35.84645	1	1.22693753981853	subOpt_isoenz	2	0	6.05790170915516e-09	0
YBR196C	P12709	PGI1	61.29832	2	1.19249788656644	essential	2	3.67302951250062e-07	3.72409375834572e-07	3.67320448060259e-07
YER091C	P05694	MET6	85.85892	0	0.293884450454309	tightly_const	0	6.44185059885581e-07	6.44443464670725e-07	6.44226117841574e-07
YGL125W	P53128	MET13	68.55958	0	0.293884450454309	opt_isoenz_tight	0	0	1.40972849526591e-08	1.4092433644586e-08
YPL023C	P46151	MET12	73.94088	0	0.293884450454309	subOpt_isoenz	0	0	1.4093131046003e-08	0
YDR502C	P19358	SAM2	42.2555	0	0.293827460547136	subOpt_isoenz	0	0	2.18799529470418e-09	0
YER043C	P39954	SAH1	49.12498	0	0.293827460547136	tightly_const	0	1.91094546394899e-06	1.91163101488592e-06	1.91105956507182e-06
YJR105W	P47143	ADO1	36.37191	0	0.293827460547136	essential	0	5.90995597236571e-08	5.97589755488453e-08	5.92051978551671e-08
YLR180W	P10659	SAM1	41.81793	0	0.293827460547136	tightly_const	0	2.58935860311279e-06	2.59037944196485e-06	2.58960509176977e-06
YNL036W	P53615	NCE103	24.85889	0	0.286620240588634	opt_isoenz	0	0	3.71862700208784e-09	5.02516968738897e-11
YLL052C		AQY2	NaN	0	0.286167169660962		0	NaN	NaN	NaN
YPR192W		AQY1	NaN	0	0.286167169660962		0	NaN	NaN	NaN
YGL062W	P11154	PYC1	130.09827	0	0.282987457510794	opt_isoenz_tight	0	0	5.14829247008852e-07	5.14265994470609e-07
YBR218C	P32327	PYC2	130.16549	0	0.282987457510794	subOpt_isoenz	0	0	5.14610674603616e-07	0
YJR095W		SFC1	NaN	0	0.27783		0	NaN	NaN	NaN
YKL085W	P17505	MDH1	35.64959	0	0.277692209962407	essential	0	7.85410754747273e-08	8.1171455984994e-08	7.86329398289155e-08
YOR222W		ODC2	NaN	0	0.26526130671434		0	NaN	NaN	NaN
YPL134C		ODC1	NaN	0	0.26526130671434		0	NaN	NaN	NaN
YMR267W	P28239	PPA2	35.57213	0	0.259877981499868	tightly_const	0	4.29824463488658e-07	4.30532085283069e-07	4.30452516047922e-07
YBL039C	P28274	URA7	64.70953	0	0.258201785040243	subOpt_isoenz	0	0	3.6752578720534e-08	0
YJR103W	P38627	URA8	64.50989	0	0.258201785040243	opt_isoenz	0	0	3.67858962773892e-08	3.6382356641098e-08
YDL066W	P21954	IDP1	48.18986	0	0.25578	tightly_const	0	3.94182813550285e-07	3.96310591070903e-07	3.95411741460679e-07
YOL126C	P22133	MDH2	40.7305	0	0.252533868071956	essential	0	1.4352497757805e-09	3.6616394244587e-09	1.4357708358876e-09
YKL029C	P36013	MAE1	74.37529	0	0.21743441217227	essential	0	1.76446496608831e-08	1.79078730402042e-08	1.76556702474977e-08
YDL085W	Q07500	NDE2	61.65854	0	0.211401980546079	essential	0	8.94764051579777e-07	9.82246458874417e-07	9.78969732688512e-07
YMR145C	P40215	NDE1	62.77345	0	0.211401980546079	subOpt_isoenz	0	0	8.29141419139404e-08	0
YMR165C	P32567	PAH1	95.03	0	0.207961799745106	essential	0	7.75082577630666e-09	8.48618808481804e-09	7.96688739949651e-09
Q0045	P00401	COX1	58.79755	0	0.190488613640132	tightly_const	0	1.56669081813665e-06	1.56883103436722e-06	1.56880237085611e-06
Q0250	P00410	COX2	28.5669	0	0.190488613640132	tightly_const	0	1.56669081813665e-06	1.56883103436722e-06	1.56880237085611e-06
Q0275	P00420	COX3	30.35941	0	0.190488613640132	tightly_const	0	1.56669081813665e-06	1.56883103436722e-06	1.56880237085611e-06
YDL067C	P07255	COX9	6.96313	0	0.190488613640132	tightly_const	0	1.56669081813665e-06	1.56883103436722e-06	1.56880237085611e-06
YGL187C	P04037	COX4	17.1424	0	0.190488613640132	tightly_const	0	1.56690532408079e-06	1.56881099379981e-06	1.56880237085611e-06
YGL191W	P32799	COX13	15.02097	0	0.190488613640132	tightly_const	0	1.56668086482576e-06	1.56881099379981e-06	1.56880237085611e-06
YHR051W	P00427	COX6	17.34139	0	0.190488613640132	tightly_const	0	1.56668086482576e-06	1.56881099379981e-06	1.56880237085611e-06
YIL111W	P00425	COX5B	17.1965	0	0.190488613640132	tightly_const	0	1.56690532408079e-06	1.56881099379981e-06	1.56880237085611e-06
YLR038C	Q01519	COX12	9.78778	0	0.190488613640132	tightly_const	0	1.56668086482576e-06	1.56881099379981e-06	1.56880237085611e-06
YLR395C	P04039	COX8	8.90656	0	0.190488613640132	tightly_const	0	3.13337772487554e-06	3.13761830464142e-06	3.13760082504276e-06
YMR256C	P10174	COX7	6.9323	0	0.190488613640132	tightly_const	0	1.56668086482576e-06	1.56881099379981e-06	1.56880237085611e-06
Q0105	P00163	COB	43.65549	0	0.18914753225967	tightly_const	0	4.93862860415134e-06	4.94530333042825e-06	4.94528478323833e-06
YBL045C	P07256	COR1	50.22724	0	0.18914753225967	tightly_const	0	4.93859722865253e-06	4.94530333042825e-06	4.94528478323833e-06
YDR529C	P00128	QCR7	14.56466	0	0.18914753225967	tightly_const	0	4.93859722865253e-06	4.94530333042825e-06	4.94528478323833e-06
YEL024W	P08067	RIP1	23.36479	0	0.18914753225967	tightly_const	0	4.93862860415134e-06	4.94530333042825e-06	4.94528478323833e-06
YFR033C	P00127	QCR6	17.25682	0	0.18914753225967	tightly_const	0	4.93862860415134e-06	4.94530333042825e-06	4.94528478323833e-06
YGR183C	P22289	QCR9	7.47622	0	0.18914753225967	tightly_const	0	4.93862860415134e-06	4.94530333042825e-06	4.94528478323833e-06
YHR001W-A	P37299	QCR10	8.59285	0	0.18914753225967	tightly_const	0	4.93862860415134e-06	4.94530333042825e-06	4.94528478323833e-06
YJL166W	P08525	QCR8	10.97437	0	0.18914753225967	tightly_const	0	4.93862860415134e-06	4.94530333042825e-06	4.94528478323833e-06
YOR065W	P07143	CYT1	34.05423	0	0.18914753225967	tightly_const	0	4.93859722865253e-06	4.94530333042825e-06	4.94528478323833e-06
YPR191W	P07257	QCR2	40.47764	0	0.18914753225967	tightly_const	0	4.93862860415134e-06	4.94530333042825e-06	4.94528478323833e-06
YPR021C		AGC1	NaN	0	0.188206271058758		0	NaN	NaN	NaN
Q0080	P00856	ATP8	5.82221	0	0.18105894808409	tightly_const	0	6.00036291215307e-06	6.00814141939642e-06	6.00812183777584e-06
Q0085	P00854	ATP6	29.09876	0	0.18105894808409	tightly_const	0	6.00036291215307e-06	6.00814141939642e-06	6.00812183777584e-06
Q0130	P61829	OLI1	7.75937	0	0.18105894808409	tightly_const	0	6.00036242792266e-05	6.00815053561102e-05	6.00812183777584e-05
YBL099W	P07251	ATP1	58.60746	0	0.18105894808409	tightly_const	0	1.84628077441722e-06	1.84872519709236e-06	1.84865746522508e-06
YBR039W	P38077	ATP3	34.35021	0	0.18105894808409	tightly_const	0	6.00036291215307e-06	6.00814141939642e-06	6.00812183777584e-06
YDL004W	Q12165	ATP16	17.02022	0	0.18105894808409	tightly_const	0	6.00036291215307e-06	6.00814141939642e-06	6.00812183777584e-06
YDR298C	P09457	ATP5	22.81414	0	0.18105894808409	tightly_const	0	6.00036291215307e-06	6.00814141939642e-06	6.00812183777584e-06
YDR322C-A	P81449	TIM11	10.87534	0	0.18105894808409	tightly_const	0	6.00036291215307e-06	6.00814141939642e-06	6.00812183777584e-06
YDR377W	Q06405	ATP17	11.312	0	0.18105894808409	tightly_const	0	6.00036291215307e-06	6.00814141939642e-06	6.00812183777584e-06
YJR121W	P00830	ATP2	54.7932	0	0.18105894808409	tightly_const	0	1.84628077441722e-06	1.84872519709236e-06	1.84865746522508e-06
YKL016C	P30902	ATP7	19.80938	0	0.18105894808409	tightly_const	0	6.00036291215307e-06	6.00814141939642e-06	6.00812183777584e-06
YML081C-A	P81450	ATP18	6.68769	0	0.18105894808409	tightly_const	0	6.00036291215307e-06	6.00814141939642e-06	6.00812183777584e-06
YPL078C	P05626	ATP4	26.92481	0	0.18105894808409	tightly_const	0	6.00036291215307e-06	6.00814141939642e-06	6.00812183777584e-06
YPL271W	P21306	ATP15	6.7425	0	0.18105894808409	tightly_const	0	6.00036291215307e-06	6.00814141939642e-06	6.00812183777584e-06
YPR020W	Q12233	ATP20	12.92094	0	0.18105894808409	tightly_const	0	6.00036291215307e-06	6.00814141939642e-06	6.00812183777584e-06
YOL077W-A	P81451	ATP19	7.53367	0	0.18105894808409	tightly_const	0	6.00036291215307e-06	6.00814141939642e-06	6.00812183777584e-06
YLR295C	Q12349	ATP14	14.12765	0	0.18105894808409	tightly_const	0	6.00036291215307e-06	6.00814141939642e-06	6.00812183777584e-06
YER053C		PIC2	NaN	0	0.151208020065811		0	NaN	NaN	NaN
YJR077C		MIR1	NaN	0	0.151208020065811		0	NaN	NaN	NaN
YMR062C	Q04728	ARG7	47.84821	0	0.145193082637183	essential	0	1.34604081816388e-07	1.36532993493051e-07	1.34604081816388e-07
YER069W	Q01217	ARG5,6	94.86823	0	0.145193082637183	tightly_const	0	6.13386334976688e-07	6.13797190551807e-07	6.13386334976688e-07
YOL140W	P18544	ARG8	46.68082	0	0.145193082637183	tightly_const	0	1.52357004126829e-06	1.52462956560997e-06	1.52357004126829e-06
YOR130C		ORT1	NaN	0	0.145193082637183		0	NaN	NaN	NaN
YAL062W	P39708	GDH3	49.62653	0	0.125458635982672	subOpt_isoenz	0	0	1.34298501326859e-06	0
YOR375C	P07262	GDH1	49.56931	0	0.125458635982672	opt_isoenz_tight	0	0	1.34333577297941e-06	1.3429110308537e-06
YML120C	P32340	NDI1	57.24915	0	0.114739041961995	essential	0	1.04424921406025e-07	1.09949730125374e-07	1.08994877958653e-07
YFL018C	P09624	LPD1	54.00934	0	0.0908605682569255	tightly_const	0	4.86279650142411e-07	4.86764083368064e-07	4.86314944416789e-07
YER081W	P40054	SER3	51.1927	0	0.0284390447736433	subOpt_isoenz	0	0	2.98342530157239e-08	0
YGR208W	P42941	SER2	34.20684	0	0.0284390447736433	tightly_const	0	1.15269376915333e-08	1.15401264405343e-08	1.15275304899373e-08
YOR184W	P33330	SER1	43.41501	0	0.0284390447736433	tightly_const	0	3.71826915811909e-06	3.72627540783937e-06	3.72212830537614e-06
YIL074C	P40510	SER33	51.18777	0	0.0284390447736433	opt_isoenz_tight	0	0	2.98336651573259e-08	2.98010494301804e-08
YLR058C	P37291	SHM2	52.21793	0	0.00910672806255784	tightly_const	0	3.67844534786499e-07	3.70580231750338e-07	3.68844031318318e-07
YDR148C	P19262	KGD2	50.43011	0	0	opt_isoenz	0	0	3.9450593929274e-10	6.7739880555648e-12
YER070W	P21524	RNR1	99.56021	0	0	subOpt_isoenz	0	0	9.21909889010473e-10	0
YGR180C	P49723	RNR4	40.05407	0	0	subOpt_isoenz	0	0	2.38956145885344e-09	0
YIL066C	P21672	RNR3	97.51369	0	0	subOpt_isoenz	0	0	9.60073702710547e-10	0
YIL125W	P20967	KGD1	114.41496	0	0	opt_isoenz	0	0	3.9450593929274e-10	6.7739880555648e-12
YLR438W	P07991	CAR2	46.08557	0	0	subOpt_isoenz	0	0	1.62485265156004e-11	0
YMR246W	P47912	FAA4	77.26612	0	0	subOpt_isoenz	0	0	1.27016738925757e-09	0
YOR317W	P30624	FAA1	77.86529	0	0	subOpt_isoenz	0	0	1.25977733880061e-09	0
YOR388C	Q08911	FDH1	41.7138	0	0	subOpt_isoenz	0	0	1.61258524135389e-09	0
