genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage
YKL106W	Q01802	AAT1	51.79484	sce00220  Arginine biosynthesis sce00250  Alanine, aspartate and glutamate metabolism sce00270  Cysteine and methionine metabolism sce00330  Arginine and proline metabolism sce00350  Tyrosine metabolism sce00360  Phenylalanine metabolism sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	1	1000	opt_isoenz	2	0	0.000103350755382016	2.27744750496882e-07
YLR209C	Q05788	PNP1	33.7546	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00760  Nicotinate and nicotinamide metabolism sce01110  Biosynthesis of secondary metabolites	1	1000	essential	2	1.22212074907515e-06	0.00126649631477667	1.22212311554685e-06
YOR155C	Q99312	ISN1	51.32946	sce00230  Purine metabolism sce00760  Nicotinate and nicotinamide metabolism	2	1000	tightly_const	2	3.86943039646812e-07	3.86967678254319e-07	3.86959842029604e-07
YBR296C		PHO89	NaN		1	93.3466796109412		2	NaN	NaN	NaN
YCR037C		PHO87	NaN		1	93.3466796109412		2	NaN	NaN	NaN
YJL198W		PHO90	NaN		1	93.3466796109412		2	NaN	NaN	NaN
YML123C		PHO84	NaN		1	93.3466796109412		2	NaN	NaN	NaN
YNR013C		PHO91	NaN		1	93.3466796109412		2	NaN	NaN	NaN
YAR015W	P27616	ADE1	34.60299	sce00230  Purine metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	2	84.8061192415713	tightly_const	2	1.89308891088061e-06	1.89309066791799e-06	1.89308891088061e-06
YDR408C	P04161	ADE8	23.53994	sce00230  Purine metabolism sce00670  One carbon pool by folate sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	2	84.8061192415713	tightly_const	2	1.95417229411625e-05	1.9541741078471e-05	1.95417229411625e-05
YGL234W	P07244	ADE5,7	86.06721	sce00230  Purine metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	2	84.8061192415713	tightly_const	2	4.18751205882054e-05	4.18751594538664e-05	4.18751205882053e-05
YGR061C	P38972	ADE6	148.90358	sce00230  Purine metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	2	84.8061192415713	tightly_const	2	2.89222986850495e-05	2.89223255120441e-05	2.89222986850494e-05
YMR300C	P04046	ADE4	56.71874	sce00230  Purine metabolism sce00250  Alanine, aspartate and glutamate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	2	84.8061192415713	tightly_const	2	2.63539685081806e-06	2.635399295291e-06	2.63539685081804e-06
YOR128C	P21264	ADE2	62.33875	sce00230  Purine metabolism sce01110  Biosynthesis of secondary metabolites	2	84.8061192415713	tightly_const	2	3.6640743705356e-06	3.66407776916252e-06	3.66407437053558e-06
YMR120C	P38009	ADE17	65.26269	sce00230  Purine metabolism sce00670  One carbon pool by folate sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	1	45.6904728899204	opt_isoenz	2	0	0.00068872493872632	3.43109716115668e-05
YER099C	P38620	PRS2	34.76468	sce00030  Pentose phosphate pathway sce00230  Purine metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	25.5419897844625	opt_isoenz_tight	2	0	0.000226089181610355	0.000226086502565373
YKL181W	P32895	PRS1	47.04715	sce00030  Pentose phosphate pathway sce00230  Purine metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	25.5419897844625	opt_isoenz_tight	2	0	0.000226089181610347	0.000226086502565373
