genes	enzymes	shortNames	MWs	actions	k_scores
YDR300C	P32264	PRO1	47.16164	1	1000
YER037W	P40025	PHM8	37.7185	1	1000
YER056C		FCY2	NaN	1	1000
YER060W		FCY21	NaN	1	1000
YER060W-A		FCY22	NaN	1	1000
YGL186C		TPN1	NaN	1	1000
YKL106W	Q01802	AAT1	51.79484	1	1000
YLR209C	Q05788	PNP1	33.7546	1	1000
YMR278W	Q03262	PRM15	71.06819	1	1000
YOR323C	P54885	PRO2	49.73991	1	1000
YHR216W	P38697	IMD2	56.52936	1	156.6350046145
YLR432W	P50095	IMD3	56.58423	1	156.6350046145
YML056C	P50094	IMD4	56.39328	1	156.6350046145
YMR217W	P38625	GUA1	58.48154	1	156.6350046145
YBR296C		PHO89	NaN	1	91.0129971291958
YCR037C		PHO87	NaN	1	91.0129971291958
YJL198W		PHO90	NaN	1	91.0129971291958
YML123C		PHO84	NaN	1	91.0129971291958
YNR013C		PHO91	NaN	1	91.0129971291958
YGL234W	P07244	ADE5,7	86.06721	1	78.3027158346925
YAR015W	P27616	ADE1	34.60299	1	78.3027158346925
YDR408C	P04161	ADE8	23.53994	1	78.3027158346925
YMR300C	P04046	ADE4	56.71874	1	78.3027158346925
YOR128C	P21264	ADE2	62.33875	1	78.3027158346925
YGR061C	P38972	ADE6	148.90358	1	78.3027158346924
YLR028C	P54113	ADE16	65.28175	1	42.1969452052712
YMR120C	P38009	ADE17	65.26269	1	42.1969452052712
YPR035W	P32288	GLN1	41.7656	1	24.6051349469421
YER099C	P38620	PRS2	34.76468	1	23.5989603535913
YKL181W	P32895	PRS1	47.04715	1	23.5989603535913
YBL068W	P38063	PRS4	35.71972	1	23.5989603535913
YHL011C	P38689	PRS3	35.12352	1	23.5989603535913
YOL061W	Q12265	PRS5	53.50438	1	23.5989603535913
YKL085W	P17505	MDH1	35.64959	1	8.49440634884574
YDR384C		ATO3	NaN	1	5.79780459356208
YGR121C		MEP1	NaN	1	5.79780459356208
YNL142W		MEP2	NaN	1	5.79780459356208
YPR138C		MEP3	NaN	1	5.79780459356208
YML120C	P32340	NDI1	57.24915	1	2.43313309701276
YLL052C		AQY2	NaN	1	2.42298857472626
YPR192W		AQY1	NaN	1	2.42298857472626
YDR226W	P07170	ADK1	24.2546	1	2.38433330694899
YAL062W	P39708	GDH3	49.62653	1	2.00964398185648
YOR375C	P07262	GDH1	49.56931	1	2.00964398185648
YER053C		PIC2	NaN	1	1.89429048190078
YJR077C		MIR1	NaN	1	1.89429048190078
YLR058C	P37291	SHM2	52.21793	1	1.63559089888421
Q0045	P00401	COX1	58.79755	1	1.60068192184645
Q0250	P00410	COX2	28.5669	1	1.60068192184645
Q0275	P00420	COX3	30.35941	1	1.60068192184645
YDL067C	P07255	COX9	6.96313	1	1.60068192184645
YGL187C	P04037	COX4	17.1424	1	1.60068192184645
YGL191W	P32799	COX13	15.02097	1	1.60068192184645
YHR051W	P00427	COX6	17.34139	1	1.60068192184645
YIL111W	P00425	COX5B	17.1965	1	1.60068192184645
YLR038C	Q01519	COX12	9.78778	1	1.60068192184645
YLR395C	P04039	COX8	8.90656	1	1.60068192184645
YMR256C	P10174	COX7	6.9323	1	1.60068192184645
YBL045C	P07256	COR1	50.22724	1	1.60068192184645
YDR529C	P00128	QCR7	14.56466	1	1.60068192184645
YEL024W	P08067	RIP1	23.36479	1	1.60068192184645
YEL039C	P00045	CYC7	12.53211	1	1.60068192184645
YFR033C	P00127	QCR6	17.25682	1	1.60068192184645
YGR183C	P22289	QCR9	7.47622	1	1.60068192184645
YHR001W-A	P37299	QCR10	8.59285	1	1.60068192184645
YJL166W	P08525	QCR8	10.97437	1	1.60068192184645
YJR048W	P00044	CYC1	12.18177	1	1.60068192184645
YOR065W	P07143	CYT1	34.05423	1	1.60068192184645
YPR191W	P07257	QCR2	40.47764	1	1.60068192184645
YDR231C	Q04935	COX20	23.75778	1	1.60068192184645
YGR062C	P53239	COX18	35.64994	1	1.60068192184645
YHR116W	P38824	COX23	17.31758	1	1.60068192184645
YJL003W	P47081	COX16	14.07686	1	1.60068192184645
YLL018C-A	Q3E731	COX19	11.10542	1	1.60068192184645
YPL132W	P19516	COX11	34.04384	1	1.60068192184645
Q0105	P00163	COB	43.65549	1	1.60068192139136
YBL030C		PET9	NaN	1	1.54690477991601
YBR085W		AAC3	NaN	1	1.54690477991601
YMR056C		AAC1	NaN	1	1.54690477991601
YBL099W	P07251	ATP1	58.60746	1	1.53905807542511
YJR121W	P00830	ATP2	54.7932	1	1.53905807542511
YOL077W-A	P81451	ATP19	7.53367	1	1.53905807542511
Q0080	P00856	ATP8	5.82221	1	1.53905807542511
Q0085	P00854	ATP6	29.09876	1	1.53905807542511
Q0130	P61829	OLI1	7.75937	1	1.53905807542511
YBR039W	P38077	ATP3	34.35021	1	1.53905807542511
YDL004W	Q12165	ATP16	17.02022	1	1.53905807542511
YDR298C	P09457	ATP5	22.81414	1	1.53905807542511
YDR322C-A	P81449	TIM11	10.87534	1	1.53905807542511
YDR377W	Q06405	ATP17	11.312	1	1.53905807542511
YKL016C	P30902	ATP7	19.80938	1	1.53905807542511
YML081C-A	P81450	ATP18	6.68769	1	1.53905807542511
YPL078C	P05626	ATP4	26.92481	1	1.53905807542511
YPL271W	P21306	ATP15	6.7425	1	1.53905807542511
YPR020W	Q12233	ATP20	12.92094	1	1.53905807542511
YLR295C	Q12349	ATP14	14.12765	1	1.53905807542504
YBR263W	P37292	SHM1	53.68589	1	1.39016143361456
YCR012W	P00560	PGK1	44.73787	1	1.20695601476037
YGR192C	P00359	TDH3	35.74626	1	1.20695601476037
YJL052W	P00360	TDH1	35.74956	1	1.20695601476037
YJR009C	P00358	TDH2	35.84645	1	1.20695601476037
YDR050C	P00942	TPI1	26.79508	1	1.18564778375931
YDR516C	Q04409	EMI2	55.92028	1	1.00066848266752
YLR174W	P41939	IDP2	46.56172	0	0.293899398717041
YNL036W	P53615	NCE103	24.85889	0	0.28514374641183
YBL039C	P28274	URA7	64.70953	0	0.282912407317633
YJR103W	P38627	URA8	64.50989	0	0.282912407317633
YBR218C	P32327	PYC2	130.16549	0	0.280784139766847
YGL062W	P11154	PYC1	130.09827	0	0.280784139766847
YMR246W	P47912	FAA4	77.26612	0	0.21168
YOR317W	P30624	FAA1	77.86529	0	0.21168
YER070W	P21524	RNR1	99.56021	0	0.208766975859206
YIL066C	P21672	RNR3	97.51369	0	0.208766975859206
YJL026W	P09938	RNR2	46.14681	0	0.208766975859206
YGR180C	P49723	RNR4	40.05407	0	0.208313129888033
YDR503C	Q04396	LPP1	31.58604	0	0.207961800092668
YER069W	Q01217	ARG5,6	94.86823	0	0.202032690520144
YMR062C	Q04728	ARG7	47.84821	0	0.202032690520144
YOL140W	P18544	ARG8	46.68082	0	0.202032690520144
YOR130C		ORT1	NaN	0	0.202032690520144
YPL061W	P54115	ALD6	54.41344	0	0.197913806124685
YLR438W	P07991	CAR2	46.08557	0	0.112298843452596
YCL040W	P17709	GLK1	55.37689	0	0
YFR053C	P04806	HXK1	53.73784	0	0
YGL253W	P04807	HXK2	53.9419	0	0
YOL126C	P22133	MDH2	40.7305	0	0
YLR446W	Q06204	YLR446W	48.96875	0	0
