genes	enzymes	shortNames	MWs	actions	k_scores	OE	minUsage	maxUsage	pUsage	foldChange	unique	conectivity	groups	priority
YHR208W	P38891	BAT1	43.59553	OE	353.179269961879	2	2.01222402105364e-07	0.00210104397111067	2.01248321994221e-07	1.000001	1	16	0	1
YKL029C	P36013	MAE1	74.37529	OE	24.3899458573561	2	1.61776029092152e-06	1.61832596607839e-06	1.6179682304252e-06	1.000001	1	7	0	1
YPR074C	P23254	TKL1	73.80488	OE	23.9811975770123	2	0	0.00124217521672543	1.23744805851374e-06	1.000001	0	10	1	1
YOL126C	P22133	MDH2	40.7305	OE	8.03079401105497	2	2.58967251713817e-08	0.00224864273497502	2.58999764975325e-08	1.000001	1	5	0	1
YJL121C	P46969	RPE1	25.96689	OE	6.36907113745173	2	7.52115029738126e-07	0.00352783055621314	7.52281713128792e-07	1.000001	1	2	0	1
YGL062W	P11154	PYC1	130.09827	OE	3.63869291642432	2	0	3.86055946188952e-06	3.85976051944881e-06	1.000001	0	8	2	1
YHR163W	P38858	SOL3	27.78417	OE	3.47409573908002	2	0	1.31079921073485e-05	1.31058734338749e-05	1.000001	0	5	3	1
YHR183W	P38720	GND1	53.54274	OE	3.47409573908002	2	0	3.60109496969171e-06	3.60051291682539e-06	1.000001	0	6	4	1
YNL241C	P11412	ZWF1	57.5209	OE	3.47409573908002	2	2.07064176221029e-07	2.0714249736808e-07	2.07109016472663e-07	1.000001	1	5	0	1
YAL038W	P00549	CDC19	54.54404	OE	2.45408805919132	2	0	2.02692716629189e-06	2.02688644696912e-06	1.000001	0	6	5	1
YGR254W	P00924	ENO1	46.81564	OE	2.28716655093216	2	0	0.00195840324561547	2.0620276733035e-06	1.000001	0	5	6	1
YOR095C	Q12189	RKI1	28.25777	OE	1.8773666653824	2	4.75552975514025e-06	0.0032458895419479	4.75651509808753e-06	1.000001	1	2	0	1
YCR012W	P00560	PGK1	44.73787	OE	1.21415187411635	2	8.92552092021592e-07	0.00204808941433545	8.92565071275708e-07	1.000001	1	4	0	1
YJL052W	P00360	TDH1	35.74956	OE	1.21415187411635	2	0	0.00257842945310677	1.65186087142842e-05	1.000001	0	8	7	1
YDR050C	P00942	TPI1	26.79508	OE	1.15380194606231	2	2.52084820772005e-08	0.00341808630424772	2.52092669945449e-08	1.000001	1	2	0	1
YMR205C	P16862	PFK2	104.61673	OE	1.14641766666472	2	3.40742401708319e-07	6.12810162580209e-07	6.12782676183077e-07	1.000001	1	9	0	1
YDR516C	Q04409	EMI2	55.92028	OE	1.00058781102819	2	1.15041383700834e-08	1.86182927244974e-07	1.86154189434755e-07	1.000001	1	4	0	1
YBR263W	P37292	SHM1	53.68589	deletion	0	0	0	0.00170598402928715	0	1.00000099999999	1	5	0	1
YAL044C	P39726	GCV3	18.79276	deletion	0	0	0	3.07611240455089e-11	0	1.00000099999999	0	18	8	2
YDR019C	P48015	GCV1	44.46849	deletion	0	0	0	3.07611240455089e-11	0	1.000001	0	18	8	2
YDR148C	P19262	KGD2	50.43011	deletion	0	0	0	6.1383972497767e-10	0	1.00000100000001	0	11	9	2
YIL125W	P20967	KGD1	114.41496	deletion	0	0	0	6.1383972497767e-10	0	1.000001	0	11	9	2
YMR189W	P49095	GCV2	114.45033	deletion	0	0	0	3.07611240455089e-11	0	1.000001	0	18	8	2
