genes	enzymes	shortNames	MWs	pathways	actions	k_scores	enz_pos	unique	conectivity	groups	EV_type	OE	minUsage	maxUsage	pUsage	minUsageBio	maxUsageBio	pUsageBio	EUV_comparison	priority
YDR300C	P32264	PRO1	47.16164	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	1000	7391	1	4	0	essential_tightly_const	2	2.10045298717923e-07	2.10441542914236e-07	2.10188074822914e-07	0	3.63488521329256e-09	2.90445348414987e-09	up_distinct	1
YOL086C	P00330	ADH1	36.84874	sce00010  Glycolysis / Gluconeogenesis sce00071  Fatty acid degradation sce00350  Tyrosine metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	OE	1000	7067	1	21	0	essential_tightly_const	2	0.000571380127923628	0.000571382033630892	0.000571380127923628	5.71380127923685e-06	0.000269072342407806	5.71380127923685e-06	up_distinct	1
YOR323C	P54885	PRO2	49.73991	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	1000	7819	1	6	0	essential_tightly_const	2	2.72281481136689e-08	2.7278390091954e-08	2.72466152002226e-08	0	4.71189051970564e-10	3.76503407799186e-10	up_distinct	1
crtE	Q1L6K3	crtE	42.153		OE	1000	0	1	4	0	essential	2	3.61816552890869e-08	3.77896910002475e-08	3.778969100024e-08	0	3.83999819026538e-10	3.77896910002437e-10	none	3
crtYB	Q7Z859	crtYB	74.736		OE	1000	0	1	5	0	essential_tightly_const	2	2.25966359878919e-06	2.25966359878964e-06	2.25966359878919e-06	2.25966359878942e-08	2.29615641218313e-08	2.25966359878942e-08	none	3
crtI	Q7Z858	crtI	65.066		OE	1000	0	1	5	0	essential_tightly_const	2	0.00105811134800672	0.00105811134800693	0.00105811134800672	1.05811134800683e-05	1.07519949325479e-05	1.05811134800683e-05	none	3
blh	Q4PNI0	blh	31.037		OE	1000	0	1	3	0	essential_tightly_const	2	4.28964060002724e-06	4.2896406000281e-06	4.28964060002724e-06	4.28964060002767e-08	4.35891686484404e-08	4.28964060002767e-08	none	3
YLR044C	P06169	PDC1	61.49468	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites	OE	12.3025384702691	7128	1	17	0	essential	2	7.8930700614962e-07	8.3794492752713e-07	7.89502939128096e-07	0	2.05808919856846e-07	2.0577283729506e-07	up_distinct	1
YAL038W	P00549	CDC19	54.54404	sce00010  Glycolysis / Gluconeogenesis sce00230  Purine metabolism sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	2.45634360816864	7081	1	6	0	essential	2	1.89821710421132e-06	2.04058644013613e-06	2.03671780231825e-06	0	8.80124239805401e-07	8.80088157206116e-07	up_distinct	1
YMR205C	P16862	PFK2	104.61673	sce00010  Glycolysis / Gluconeogenesis sce00030  Pentose phosphate pathway sce00051  Fructose and mannose metabolism sce00052  Galactose metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids sce03018  RNA degradation	OE	1.22905126478088	7260	1	9	0	essential_tightly_const	2	6.86985384086276e-07	6.90242387107129e-07	6.87728318578135e-07	3.24890640463413e-07	5.8429572295503e-07	5.84258842459543e-07	up_distinct	1
