genes	enzymes	shortNames	MWs	pathways	actions	k_scores	enz_pos	unique	conectivity	groups	EV_type	OE	minUsage	maxUsage	pUsage	minUsageBio	maxUsageBio	pUsageBio	EUV_comparison	priority
YDR007W	P00912	TRP1	24.14425	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	98.4073283984835	7094	1	2	0	essential_tightly_const	2	8.97788096785461e-07	8.97793976400163e-07	8.97788096785461e-07	2.12842173224993e-08	2.12955993077072e-08	2.12842173224993e-08	up_distinct	1
YDR354W	P07285	TRP4	41.37402	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	98.4073283984835	7161	1	4	0	essential_tightly_const	2	2.13611819795105e-05	2.13613218738978e-05	2.13611819795105e-05	5.06417985653025e-07	5.06688981906643e-07	5.06417985653025e-07	up_distinct	1
YER090W	P00899	TRP2	56.76706	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	98.4073283984835	7093	1	6	0	essential_tightly_const	2	0.000106805909897552	0.000106806020082216	0.000106805909897552	2.53208992826513e-06	2.53230432839074e-06	2.53208992826513e-06	up_distinct	1
YGL026C	P00931	TRP5	76.62516	sce00260  Glycine, serine and threonine metabolism sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	98.4073283984835	7098	1	5	0	essential_tightly_const	2	7.98548275467366e-08	7.98553501809304e-08	7.98548275467366e-08	1.89314996472002e-09	1.89416303409438e-09	1.89314996472002e-09	up_distinct	1
YKL211C	P00937	TRP3	53.48881	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	98.4073283984835	7099	1	10	0	essential_tightly_const	2	0.00011238675602898	0.000112386871971039	0.00011238675602898	2.66439725371313e-06	2.66462285672057e-06	2.66439725371313e-06	up_distinct	1
YER099C	P38620	PRS2	34.76468	sce00030  Pentose phosphate pathway sce00230  Purine metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	11.1142921323338	7544	1	6	0	production_opt_tight	2	0	9.89644493345661e-05	9.89618435529079e-05	0	1.26621513326833e-05	1.26571035458222e-05	up_subset	2
YKL181W	P32895	PRS1	47.04715	sce00030  Pentose phosphate pathway sce00230  Purine metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	11.1142921323338	7447	1	6	0	production_opt_tight	2	0	9.89644493345683e-05	9.89618435529079e-05	0	1.26621513326899e-05	1.26571035458222e-05	up_subset	2
YBR249C	P32449	ARO4	39.74874	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	10.8379640483362	7409	1	12	0	production_opt_tight	2	0	5.36184248417824e-07	5.3618161761681e-07	0	7.01405646159241e-08	7.01353516191607e-08	up_subset	2
YDR127W	P08566	ARO1	174.75305	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	10.8379640483362	7181	1	14	0	essential_tightly_const	2	4.14157281352784e-06	4.14159313435477e-06	4.14157281352784e-06	5.41739321135625e-07	5.41779587352234e-07	5.41739321135625e-07	up_distinct	1
YGL148W	P28777	ARO2	40.83793	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	10.8379640483362	7363	1	3	0	essential_tightly_const	2	7.51886351793397e-05	7.51890040960107e-05	7.51886351793397e-05	9.83506556883956e-06	9.83579658628324e-06	9.83506556883956e-06	up_distinct	1
YPR035W	P32288	GLN1	41.7656	sce00220  Arginine biosynthesis sce00250  Alanine, aspartate and glutamate metabolism sce00630  Glyoxylate and dicarboxylate metabolism sce00910  Nitrogen metabolism sce01230  Biosynthesis of amino acids	OE	4.05652704453345	7392	1	7	0	essential_tightly_const	2	1.37409012857545e-06	1.37419211025534e-06	1.37409012857546e-06	4.33959347540756e-07	4.34156901233105e-07	4.33959347540762e-07	up_distinct	1
YHR163W	P38858	SOL3	27.78417	sce00030  Pentose phosphate pathway sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	OE	3.0291728528308	7577	1	5	0	production_opt_tight	2	0	6.56033592928681e-06	6.55897202265041e-06	0	2.61499830208322e-06	2.61434480751546e-06	up_subset	2
YHR183W	P38720	GND1	53.54274	sce00030  Pentose phosphate pathway sce00480  Glutathione metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	OE	3.0291728528308	7563	1	6	0	production_opt_tight	2	0	1.80228920806096e-06	1.80191450862096e-06	0	7.18405775224159e-07	7.18226243827822e-07	up_subset	2
