genes	enzymes	shortNames	MWs	actions	k_scores	OE	minUsage	maxUsage	pUsage	foldChange	unique	conectivity	groups	priority
YDL080C	Q07471	THI3	68.36566	1	1000	2	3.87415865197324e-07	2.1899990395323e-05	3.87791195481013e-07	1.000001000001	1	7	0	1
YEL046C	P37303	GLY1	42.81463	2	1000	2	9.52590611361386e-08	9.5303607127853e-08	9.52697775853812e-08	1.000001000001	1	4	0	1
YEL047C	P32614	FRD1	50.84351	1	1000	2	2.79208815032961e-07	0.00138904287846019	2.79228190190723e-07	1.00000100000097	1	10	0	1
YER065C	P28240	ICL1	62.40816	2	1000	2	1.48686702204043e-07	4.66883788860072e-07	4.61587487815037e-07	1.000001000001	1	3	0	1
YHR037W	P07275	PUT2	64.43444	1	1000	2	2.86654383433783e-06	0.00109870379394922	2.86674275262475e-06	1.00000100000101	1	9	0	1
YLR142W	P09368	PUT1	53.27087	2	1000	2	1.28352777328534e-07	1.28464812330721e-07	1.28361682793998e-07	1.000001000001	1	4	0	1
YNL241C	P11412	ZWF1	57.5209	2	1000	2	2.07352155249503e-07	2.07450419270422e-07	2.07410503165818e-07	1.000001000001	1	5	0	1
YPL262W	P08417	FUM1	53.15125	1	354.419894990578	2	2.11436632794557e-07	0.0013286756901648	2.11466596277639e-07	1.000001000001	1	6	0	1
YHR018C	P04076	ARG4	51.9886	1	201.566783643543	2	6.98238765291479e-08	0.0013582445901234	6.98238765291479e-08	1.00000099999991	1	3	0	1
YJL088W	P05150	ARG3	37.84479	2	201.566783643543	2	2.49492352656339e-06	2.4949345159229e-06	2.49492352656339e-06	1.000001000001	1	5	0	1
YOL058W	P22768	ARG1	46.92715	1	201.566783643543	2	1.18585703110828e-05	0.001516521172638	1.18585703110828e-05	1.00000100000099	1	7	0	1
YER069W	Q01217	ARG5,6	94.86823	2	201.566783643543	2	5.31386386073477e-05	5.31393116276756e-05	5.31386386073477e-05	1.000001000001	1	9	0	1
YMR062C	Q04728	ARG7	47.84821	1	201.566783643543	2	1.16609667526857e-05	0.00148736127960397	1.16609667526857e-05	1.000001000001	1	9	0	1
YOL140W	P18544	ARG8	46.68082	2	201.566783643543	2	0.000131989307878883	0.000131990979571808	0.000131989307878883	1.00000100000101	1	4	0	1
YDR380W	Q06408	ARO10	71.38357	2	92.4717113347962	2	7.95035291277048e-09	7.95622181067743e-09	7.95594994490425e-09	1.000001000001	1	4	0	1
YPR035W	P32288	GLN1	41.7656	2	18.8564803010328	2	3.83141810219538e-06	3.83161477263428e-06	3.83141810219537e-06	1.000001000001	1	7	0	1
YKL085W	P17505	MDH1	35.64959	1	14.8051239660484	2	1.05499980720875e-06	0.00198171128174464	1.05516268698079e-06	1.00000100000102	1	5	0	1
YOL126C	P22133	MDH2	40.7305	1	13.9045468234872	2	2.10610273697146e-08	0.00173360163891108	2.10647923234532e-08	1.000001000001	1	5	0	1
YOR095C	Q12189	RKI1	28.25777	1	10.8716199754146	2	4.63923156264117e-06	0.00250340555820268	4.64051379320281e-06	1.00000100000101	1	2	0	1
YKL069W	P36088	YKL069W	19.73402	1	4.73981637448849	2	3.68939225031901e-07	0.00357843767542204	3.69221387672006e-07	1.000001000001	1	5	0	1
YCR012W	P00560	PGK1	44.73787	1	1.2177153631092	2	8.99387945009277e-07	0.00157919437811122	8.99402603123474e-07	1.0000010000007	1	4	0	1
YDR050C	P00942	TPI1	26.79508	1	1.10160858221213	2	2.53368488099381e-08	0.00263519388102386	2.53377904257626e-08	1.00000100000101	1	2	0	1
YMR205C	P16862	PFK2	104.61673	2	1.09174378777105	2	3.42474856072595e-07	6.15936731934456e-07	6.15901259263129e-07	1.000001000001	1	9	0	1
YDR516C	Q04409	EMI2	55.92028	2	1.00082663734269	2	1.86166886895089e-07	1.86181704920779e-07	1.86178e-07	1.00000100000101	1	4	0	1
YOR317W	P30624	FAA1	77.86529	0	0.147529832818055	0	0	0.000906909783985828	0	1.000001000001	1	52	0	1
YAL054C	Q01574	ACS1	79.13997	0	0.114225862122058	0	0	6.57391440647819e-08	0	1.000001000001	1	13	0	1
YCL009C	P25605	ILV6	33.98652	0	0	0	0	3.91804958353606e-11	0	1.000001000001	1	8	0	1
YCL018W	P04173	LEU2	38.95257	0	0	0	0	1.43223643381277e-10	0	1.000001000001	1	5	0	1
YCL040W	P17709	GLK1	55.37689	0	0	0	0	6.05229131584521e-11	0	1.00000100000101	1	6	0	1
YCR053W	P16120	THR4	57.47349	0	0	0	0	3.56536811265334e-13	0	1.00000100000101	1	6	0	1
YDL066W	P21954	IDP1	48.18986	0	0	0	0	1.48064547381177e-09	0	1.000001000001	1	5	0	1
YDL131W	Q12122	LYS21	48.59372	0	0	0	0	3.33579934188555e-10	0	1.00000100000101	1	6	0	1
YDR158W	P13663	HOM2	39.54334	0	0	0	0	7.66423121229625e-12	0	1.000001000001	1	6	0	1
YDR234W	P49367	LYS4	75.14989	0	0	0	0	0.000939583481182298	0	1.00000100000101	1	6	0	1
YDR300C	P32264	PRO1	47.16164	0	0	0	0	3.00029320808939e-10	0	1.000001000001	1	4	0	1
YER023W	P32263	PRO3	30.13145	0	0	0	0	4.97815521198559e-12	0	1.000001000001	1	6	0	1
YER052C	P10869	HOM3	58.10913	0	0	0	0	6.40823425593726e-12	0	1.000001000001	1	4	0	1
YER152C	P10356	YER152C	49.48976	0	0	0	0	0.0014267506190121	0	1.000001000001	1	6	0	1
YGL009C	P07264	LEU1	85.79356	0	0	0	0	0.000823017155737763	0	1.000001000001	1	4	0	1
YGR202C	P13259	PCT1	49.40551	0	0	0	0	6.22494271189989e-11	0	1.000001000001	1	5	0	1
YHR025W	P17423	THR1	38.71215	0	0	0	0	3.56536813678216e-11	0	1.00000100000101	1	5	0	1
YHR123W	P22140	EPT1	44.55926	0	0	0	0	3.50552645210469e-08	0	1.000001000001	1	36	0	1
YHR208W	P38891	BAT1	43.59553	0	0	0	0	0.00161965347092299	0	1.000001000001	1	16	0	1
YIL094C	P40495	LYS12	40.06854	0	0	0	0	1.21070147150936e-11	0	1.00000100000101	1	6	0	1
YIR034C	P38998	LYS1	41.46445	0	0	0	0	1.09478016675812e-11	0	1.000001000001	1	7	0	1
YJL060W	P47039	BNA3	50.08168	0	0	0	0	0.00140988833550981	0	1.000001000001	1	10	0	1
YJR016C	P39522	ILV3	62.86049	0	0	0	0	2.5135613295988e-11	0	1.000001000001	1	5	0	1
YJR139C	P31116	HOM6	38.50163	0	0	0	0	6.44227353582205e-11	0	1.000001000001	1	7	0	1
YLR133W	P20485	CKI1	66.31602	0	0	0	0	8.12900349497243e-10	0	1.00000100000101	1	8	0	1
YLR355C	P06168	ILV5	44.36792	0	0	0	0	6.41215920347554e-10	0	1.000001000001	1	7	0	1
YML059C	Q04958	NTE1	187.13107	0	0	0	0	3.12402297869026e-12	0	1.00000100000101	1	19	0	1
YMR108W	P07342	ILV2	74.93608	0	0	0	0	3.91804956706276e-11	0	1.00000100000101	1	8	0	1
YNL104C	P06208	LEU4	68.40819	0	0	0	0	9.3979577042837e-11	0	1.00000100000101	1	13	0	1
YNL130C	P17898	CPT1	44.82898	0	0	0	0	7.4297638430791e-06	0	1.00000100000101	1	27	0	1
YNR008W	P40345	LRO1	75.39242	0	-0	0	0	0.000936561306349116	0	1.000001000001	1	48	0	1
YNR050C	P38999	LYS9	48.91735	0	0	0	0	6.27843414565712e-13	0	1.000001000001	1	7	0	1
YOR323C	P54885	PRO2	49.73991	0	0	0	0	3.88927081597907e-11	0	1.00000100000101	1	6	0	1
YPL110C	Q02979	GDE1	138.01285	0	0	0	0	5.79748730172869e-12	0	1.000001000001	1	5	0	1
YLR446W	Q06204	YLR446W	48.96875	0	0	0	0	9.93008234764127e-09	0	1.000001000001	1	20	0	1
YJL200C	P39533	ACO2	86.58224	0	0	0	0	0.000818312732691429	0	1.00000100000101	1	7	0	1
YDR148C	P19262	KGD2	50.43011	1	1000	2	1.75147246355254e-07	5.42075184830303e-06	1.82227313821314e-07	1.000001000001	0	11	1	2
YHR163W	P38858	SOL3	27.78417	2	1000	2	0	1.31274774274256e-05	1.31249515334661e-05	1.00000100000101	0	5	3	2
YHR183W	P38720	GND1	53.54274	2	1000	2	0	3.60644807697936e-06	3.6057541504107e-06	1.000001000001	0	6	4	2
YOR142W	P53598	LSC1	35.03207	1	1000	2	1.21119342185253e-08	0.000861816571857875	1.24597507770216e-08	1.00000100000099	0	8	2	2
YOR303W	P07258	CPA1	45.36103	2	48.4251649888165	2	7.71438847308179e-08	7.71444514867777e-08	7.71438847308179e-08	1.000001000001	0	9	5	2
YGL062W	P11154	PYC1	130.09827	2	12.9610437184677	2	0	6.37783322124827e-06	6.30899513761982e-06	1.000001000001	0	8	7	2
YBR221C	P32473	PDB1	40.0532	2	4.51208121787536	2	2.92678921431928e-06	2.92692637868754e-06	2.92680775756229e-06	1.000001000001	0	6	9	2
YAL038W	P00549	CDC19	54.54404	2	2.67074512658178	2	0	1.61684060604618e-06	1.59903762518547e-06	1.000001000001	0	6	11	2
YGR254W	P00924	ENO1	46.81564	1	2.67074512658178	2	0	0.00150986226305786	1.61294032594899e-06	1.000001000001	0	5	10	2
YOR375C	P07262	GDH1	49.56931	2	2.18354571157155	2	0	1.27327729556622e-05	1.27316083451043e-05	1.000001000001	0	8	12	2
YJL052W	P00360	TDH1	35.74956	1	1.2177153631092	2	0	0.00199176103602902	1.66451502033022e-05	1.000001000001	0	8	14	2
YFR055W	P43623	IRC7	36.97108	2	1.0435155049468	2	0	6.05385717026314e-06	6.04971550670396e-06	1.000001000001	0	6	15	2
YBR115C	P07702	LYS2	155.34394	0	0	0	0	4.93496993571888e-12	0	1.000001000001	0	8	17	2
YFR053C	P04806	HXK1	53.73784	0	0	0	0	6.05229129972758e-11	0	1.00000100000101	0	12	18	2
YGL080W		MPC1	NaN	0	0	0	NaN	NaN	NaN	1.000001000001	0	4	19	2
