genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority
RoMDH	D6R7B7	RoMDH	40.5	1	9.89795204504911	essential	2	1.15137019109165e-05	0.00160941834843738	1.15139823205855e-05	1	5	0	1
YDR516C	Q04409	EMI2	55.92028	2	1.22529053111446	essential	2	1.861758599552e-07	2.40853113014291e-07	2.1418228350689e-07	1	4	0	1
YBR196C	P12709	PGI1	61.29832	1	1.19626306880155	essential	2	3.76572286640153e-07	0.00137788363734786	3.76578261044904e-07	1	2	0	1
YER073W	P40047	ALD5	56.69214	2	1000	opt_isoenz_tight	2	0	1.25933558173796e-06	1.25917754870555e-06	1	17	0	2
YGL062W	P11154	PYC1	130.09827	2	4.54382717153695	opt_isoenz_tight	2	0	4.07318971355208e-06	4.07273200944698e-06	0	8	2	2
YAL038W	P00549	CDC19	54.54404	2	1.94137880680985	opt_isoenz_tight	2	0	1.53846246174911e-06	1.53844162480287e-06	0	6	3	2
YBL039C	P28274	URA7	64.70953	0	0.258201785040242	subOpt_isoenz	0	0	4.15405983890242e-08	0	0	12	7	2
YOR317W	P30624	FAA1	77.86529	0	0.184121511803162	subOpt_isoenz	0	0	0.00108460016560187	0	1	52	0	2
YER070W	P21524	RNR1	99.56021	0	0.129360000000006	subOpt_isoenz	0	0	4.87285751716669e-07	0	0	24	8	2
YIL066C	P21672	RNR3	97.51369	0	0.129360000000006	subOpt_isoenz	0	0	4.87285751715071e-07	0	0	24	8	2
YJL026W	P09938	RNR2	46.14681	0	0.129360000000006	subOpt_isoenz	0	0	4.87285751713431e-07	0	0	24	8	2
YCL040W	P17709	GLK1	55.37689	0	0	subOpt_isoenz	0	0	1.16531287183874e-11	0	1	6	0	2
YMR267W	P28239	PPA2	35.57213	0	0	subOpt_isoenz	0	0	1.84209297598909e-11	0	1	4	0	2
YPL061W	P54115	ALD6	54.41344	0	0	subOpt_isoenz	0	0	2.72127176235465e-10	0	1	8	0	2
YLR446W	Q06204	YLR446W	48.96875	0	0	subOpt_isoenz	0	0	1.91194578546046e-09	0	1	20	0	2
YDR300C	P32264	PRO1	47.16164	2	1000	opt_isoenz	2	0	2.07964364462074e-09	1.49455597934086e-09	1	4	0	3
YOR323C	P54885	PRO2	49.73991	2	1000	opt_isoenz	2	0	2.69583560431937e-10	1.93738829848461e-10	1	6	0	3
YNL036W	P53615	NCE103	24.85889	1	3.14191484919773	opt_isoenz	2	0	0.00339672492767807	3.31461316695972e-10	1	4	0	3
YGR254W	P00924	ENO1	46.81564	1	1.82190348055434	opt_isoenz	2	0	0.00180523311371961	1.58559109835239e-06	0	5	4	3
YOR283W	Q12040	YOR283W	26.17622	1	1.82190348055434	opt_isoenz	2	0	0.00322622486091926	4.37798437394349e-07	1	4	0	3
YLR354C	P15019	TAL1	37.0359	1	1.26859354830506	opt_isoenz	2	0	0.00228321163979268	3.2927680241753e-06	0	6	5	3
YOR222W		ODC2	NaN	0	0.283557524156627		0	NaN	NaN	NaN	0	6	6	3
YPL134C		ODC1	NaN	0	0.283557524156627		0	NaN	NaN	NaN	0	6	6	3
YDR148C	P19262	KGD2	50.43011	0	0.09996	subOpt_isoenz	0	0	4.23618144907216e-06	0	0	11	9	3
YIL125W	P20967	KGD1	114.41496	0	0.09996	subOpt_isoenz	0	0	4.23618144907216e-06	0	0	11	9	3
YFR053C	P04806	HXK1	53.73784	0	0	subOpt_isoenz	0	0	1.16470740687116e-11	0	0	12	10	3
YGL253W	P04807	HXK2	53.9419	0	0	subOpt_isoenz	0	0	2.52009153522286e-11	0	0	12	10	3
