genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage
YDR300C	P32264	PRO1	47.16164	2	1000	opt_isoenz	2	0	2.07964364462074e-09	1.49455597934086e-09
YER073W	P40047	ALD5	56.69214	2	1000	opt_isoenz_tight	2	0	1.25933558173796e-06	1.25917754870555e-06
YMR170C	P47771	ALD2	55.18718	1	1000	subOpt_isoenz	2	0	1.42618874932445e-06	0
YOR323C	P54885	PRO2	49.73991	2	1000	opt_isoenz	2	0	2.69583560431937e-10	1.93738829848461e-10
YOR374W	P46367	ALD4	56.72295	1	1000	subOpt_isoenz	2	0	1.2593355817371e-06	0
YMR110C	Q04458	HFD1	59.97826	1	1000	subOpt_isoenz	2	0	0.00140901343859649	0
YBR296C		PHO89	NaN	1	66.106212516316		2	NaN	NaN	NaN
YCR037C		PHO87	NaN	1	66.106212516316		2	NaN	NaN	NaN
YJL198W		PHO90	NaN	1	66.106212516316		2	NaN	NaN	NaN
YML123C		PHO84	NaN	1	66.106212516316		2	NaN	NaN	NaN
YNR013C		PHO91	NaN	1	66.106212516316		2	NaN	NaN	NaN
RoMDH	D6R7B7	RoMDH	40.5	1	9.89795204504911	essential	2	1.15137019109165e-05	0.00160941834843738	1.15139823205855e-05
YBR218C	P32327	PYC2	130.16549	1	4.54382717153695	subOpt_isoenz	2	0	4.07317847415766e-06	0
YGL062W	P11154	PYC1	130.09827	2	4.54382717153695	opt_isoenz_tight	2	0	4.07318971355208e-06	4.07273200944698e-06
YNL036W	P53615	NCE103	24.85889	1	3.14191484919773	opt_isoenz	2	0	0.00339672492767807	3.31461316695972e-10
YOR347C	P52489	PYK2	55.19478	1	1.94137880680985	subOpt_isoenz	2	0	1.53846246174901e-06	0
YAL038W	P00549	CDC19	54.54404	2	1.94137880680985	opt_isoenz_tight	2	0	1.53846246174911e-06	1.53844162480287e-06
YGR254W	P00924	ENO1	46.81564	1	1.82190348055434	opt_isoenz	2	0	0.00180523311371961	1.58559109835239e-06
YHR174W	P00925	ENO2	46.91368	1	1.82190348055434	subOpt_isoenz	2	0	0.00180145823920626	0
YKL152C	P00950	GPM1	27.60828	1	1.82190348055434	subOpt_isoenz	2	0	0.00305887386193209	0
YMR323W	P42222	ERR3	47.31216	1	1.82190348055434	subOpt_isoenz	2	0	0.00178628509647723	0
YOR393W	P0CX10	ERR1	47.32712	1	1.82190348055434	subOpt_isoenz	2	0	0.00178572258512873	0
YPL281C	P0CX11	ERR2	47.32712	1	1.82190348055434	subOpt_isoenz	2	0	0.00178572258512889	0
YOR283W	Q12040	YOR283W	26.17622	1	1.82190348055434	opt_isoenz	2	0	0.00322622486091926	4.37798437394349e-07
YLR354C	P15019	TAL1	37.0359	1	1.26859354830506	opt_isoenz	2	0	0.00228321163979268	3.2927680241753e-06
YGR043C	P53228	NQM1	37.25314	1	1.26859354830506	subOpt_isoenz	2	0	0.00226989946037482	0
YDR516C	Q04409	EMI2	55.92028	2	1.22529053111446	essential	2	1.861758599552e-07	2.40853113014291e-07	2.1418228350689e-07
YBR196C	P12709	PGI1	61.29832	1	1.19626306880155	essential	2	3.76572286640153e-07	0.00137788363734786	3.76578261044904e-07
YDL066W	P21954	IDP1	48.18986	0	0.293057256481057	tightly_const	0	2.39281463814821e-07	2.40706886956356e-07	2.39851633068531e-07
YOR222W		ODC2	NaN	0	0.283557524156627		0	NaN	NaN	NaN
YPL134C		ODC1	NaN	0	0.283557524156627		0	NaN	NaN	NaN
YBL039C	P28274	URA7	64.70953	0	0.258201785040242	subOpt_isoenz	0	0	4.15405983890242e-08	0
YJR103W	P38627	URA8	64.50989	0	0.258201785040242	opt_isoenz	0	0	4.15405983892624e-08	3.6382356641098e-08
YDR454C	P15454	GUK1	20.63708	0	0.25449279792746	essential	0	1.64858417475423e-10	0.00409160438598963	1.72962352990224e-10
YPR021C		AGC1	NaN	0	0.213317230063889		0	NaN	NaN	NaN
YDR503C	Q04396	LPP1	31.58604	0	0.207961799772706	opt_isoenz	0	0	9.83177948489549e-10	9.53795898879539e-10
YMR246W	P47912	FAA4	77.26612	0	0.184121511803162	opt_isoenz	0	0	0.0010930112594609	1.79591573705148e-07
YOR317W	P30624	FAA1	77.86529	0	0.184121511803162	subOpt_isoenz	0	0	0.00108460016560187	0
YER069W	Q01217	ARG5,6	94.86823	0	0.159958666458448	tightly_const	0	1.23581974161404e-06	1.24307643753754e-06	1.23756968556446e-06
YMR062C	Q04728	ARG7	47.84821	0	0.159958666458448	essential	0	2.71193491143248e-07	0.00176499516884128	2.71577506231095e-07
YOL140W	P18544	ARG8	46.68082	0	0.159958666458448	tightly_const	0	3.06961180471946e-06	3.08763647188767e-06	3.07395843270536e-06
YOR130C		ORT1	NaN	0	0.159958666458448		0	NaN	NaN	NaN
YER070W	P21524	RNR1	99.56021	0	0.129360000000006	subOpt_isoenz	0	0	4.87285751716669e-07	0
YIL066C	P21672	RNR3	97.51369	0	0.129360000000006	subOpt_isoenz	0	0	4.87285751715071e-07	0
YJL026W	P09938	RNR2	46.14681	0	0.129360000000006	subOpt_isoenz	0	0	4.87285751713431e-07	0
YGR180C	P49723	RNR4	40.05407	0	0.119282926829274	opt_isoenz	0	0	4.87285751713431e-07	1.05928155086443e-07
YDR148C	P19262	KGD2	50.43011	0	0.09996	subOpt_isoenz	0	0	4.23618144907216e-06	0
YIL125W	P20967	KGD1	114.41496	0	0.09996	subOpt_isoenz	0	0	4.23618144907216e-06	0
YHR002W		LEU5	NaN	0	0.0161700000000001		0	NaN	NaN	NaN
YCL040W	P17709	GLK1	55.37689	0	0	subOpt_isoenz	0	0	1.16531287183874e-11	0
YFR053C	P04806	HXK1	53.73784	0	0	subOpt_isoenz	0	0	1.16470740687116e-11	0
YGL253W	P04807	HXK2	53.9419	0	0	subOpt_isoenz	0	0	2.52009153522286e-11	0
YMR267W	P28239	PPA2	35.57213	0	0	subOpt_isoenz	0	0	1.84209297598909e-11	0
YPL061W	P54115	ALD6	54.41344	0	0	subOpt_isoenz	0	0	2.72127176235465e-10	0
YLR446W	Q06204	YLR446W	48.96875	0	0	subOpt_isoenz	0	0	1.91194578546046e-09	0
