genes	enzymes	shortNames	MWs	pathways	actions	k_scores	enz_pos	unique	conectivity	groups	EV_type	OE	minUsage	maxUsage	pUsage	minUsageBio	maxUsageBio	pUsageBio	EUV_comparison	priority
YDR300C	P32264	PRO1	47.16164	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	1000	7391	1	4	0	essential_tightly_const	2	2.10052671343854e-07	2.10426535339066e-07	2.10188074822914e-07	0	3.63480781955154e-09	0	up_distinct	1
YEL038W	P32626	UTR4	25.18714	sce00270  Cysteine and methionine metabolism	OE	1000	7432	0	6	1	essential_tightly_const	2	1.77866728400328e-07	1.77882325314044e-07	1.77866728400328e-07	1.77866728400346e-09	1.82931561053241e-09	1.77866728400346e-09	up_distinct	1
YGL125W	P53128	MET13	68.55958	sce00670  One carbon pool by folate sce01200  Carbon metabolism	OE	1000	7761	1	6	0	essential_tightly_const	2	1.40915730190633e-08	1.40968561715955e-08	1.4092433644629e-08	0	7.47407634307968e-11	7.47407634709122e-11	up_distinct	1
YLR017W	Q07938	MEU1	37.85618	sce00270  Cysteine and methionine metabolism	OE	1000	7937	1	8	0	essential_tightly_const	2	8.07243921277553e-06	8.07355915389612e-06	8.07243921277553e-06	8.07243921277634e-08	8.30246107517331e-08	8.07243921277634e-08	up_distinct	1
YMR009W	Q03677	ADI1	20.8791	sce00270  Cysteine and methionine metabolism	OE	1000	7856	0	6	1	essential_tightly_const	2	1.77866728400328e-07	1.77882325314044e-07	1.77866728400328e-07	1.77866728400346e-09	1.82931561053241e-09	1.77866728400346e-09	up_distinct	1
YNL141W	P53909	AAH1	39.63458	sce00230  Purine metabolism	OE	1000	7802	1	9	0	essential_tightly_const	2	3.81515633730688e-07	3.82127621755469e-07	3.81605186998212e-07	0	1.26833016878878e-09	0	up_distinct	1
YOR323C	P54885	PRO2	49.73991	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	1000	7819	1	6	0	essential_tightly_const	2	2.72290628890471e-08	2.72787517493935e-08	2.72466152002226e-08	0	4.71179014143145e-10	0	up_distinct	1
YJR024C	P47095	MDE1	27.42662	sce00270  Cysteine and methionine metabolism	OE	1000	7700	1	3	0	essential_tightly_const	2	1.27201477140227e-07	1.27213920332209e-07	1.27201477140227e-07	1.2720147714024e-09	1.30826047121229e-09	1.2720147714024e-09	up_distinct	1
NAS2	Q9FKT9	NAS2	35.679		OE	1000	0	1	4	0	essential_tightly_const	2	0.00251859176596827	0.00251859176596877	0.00251859176596827	2.51859176596852e-05	2.54885740336615e-05	2.51859176596852e-05	none	3
YLR044C	P06169	PDC1	61.49468	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites	OE	11.9231478506315	7128	1	17	0	essential	2	8.92469335697345e-07	9.0553039514667e-07	8.94115463963874e-07	0	2.05884327381235e-07	2.05848245587872e-07	up_distinct	1
YAL038W	P00549	CDC19	54.54404	sce00010  Glycolysis / Gluconeogenesis sce00230  Purine metabolism sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	2.43708415270587	7081	1	6	0	essential	2	1.89719055160336e-06	2.03713873360613e-06	2.0361019888786e-06	0	8.80282509339467e-07	8.8024642750855e-07	up_distinct	1
YMR205C	P16862	PFK2	104.61673	sce00010  Glycolysis / Gluconeogenesis sce00030  Pentose phosphate pathway sce00051  Fructose and mannose metabolism sce00052  Galactose metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids sce03018  RNA degradation	OE	1.21510259612142	7260	1	9	0	essential_tightly_const	2	6.86606396700909e-07	6.90256959165493e-07	6.89498266508776e-07	3.2621285804136e-07	5.86673489668421e-07	5.86651158147165e-07	up_distinct	1
YER091C	P05694	MET6	85.85892	sce00270  Cysteine and methionine metabolism sce00450  Selenocompound metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	KD	0.293884450454309	7124	1	7	0	biomass_opt	0.5	6.44186785060184e-07	6.44235710917205e-07	6.44226117841574e-07	1.3248133865706e-06	1.32513755593926e-06	1.32488681043641e-06	down_distinct	1
YER043C	P39954	SAH1	49.12498	sce00270  Cysteine and methionine metabolism	KD	0.293827460547136	7609	1	4	0	biomass_opt	0.5	1.91104466477702e-06	1.91162499276888e-06	1.91105956507182e-06	3.93063718643373e-06	3.93361151965414e-06	3.93096248154948e-06	down_distinct	1
YJR105W	P47143	ADO1	36.37191	sce00230  Purine metabolism	KD	0.293827460547136	7704	1	5	0	biomass_opt	0.5	5.92004852222107e-08	5.96630651276343e-08	5.92051978551671e-08	1.21633180811688e-07	1.22001243328689e-07	1.21782395344977e-07	down_distinct	1
