genes	enzymes	shortNames	MWs	pathways	actions	k_scores	enz_pos	unique	conectivity	groups	EV_type	OE	minUsage	maxUsage	pUsage	minUsageBio	maxUsageBio	pUsageBio	EUV_comparison	priority
YDR300C	P32264	PRO1	47.16164	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	1000	7391	1	4	0	essential_tightly_const	2	2.10056734254236e-07	2.1043350642572e-07	2.10188074822914e-07	0	3.63484205802671e-09	2.90441900719411e-09	up_distinct	1
YOR323C	P54885	PRO2	49.73991	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	1000	7819	1	6	0	essential_tightly_const	2	2.72290199536833e-08	2.72784382889535e-08	2.72466152002226e-08	0	4.71183454897996e-10	3.76498938562063e-10	up_distinct	1
PAL	P45730	PAL	77.919		OE	1000	0	1	3	0	essential_tightly_const	2	2.54648076567163e-08	2.54648030730448e-08	2.54648076567163e-08	2.54648076567189e-10	2.58096540768785e-10	2.54648076567189e-10	none	3
C4H	C0LUU6	C4H	58.011		OE	1000	0	1	7	0	essential_tightly_const	2	3.46245839584524e-09	3.46245777260209e-09	3.46245839584524e-09	3.46245839584559e-11	3.50937901376116e-11	3.46245839584559e-11	none	3
4CL	C0LUU7	4CL	60.994		OE	1000	0	1	6	0	essential_tightly_const	2	5.51077875710958e-06	5.51077776516823e-06	5.51077875710958e-06	5.51077875711013e-08	5.5854566642911e-08	5.51077875711013e-08	none	3
CHS	Q6X0M9	CHS	42.488		OE	1000	0	1	6	0	essential_tightly_const	2	9.33709614079599e-05	9.33709614079786e-05	9.33709614079599e-05	9.33709614079693e-07	9.46362540726041e-07	9.33709614079693e-07	none	3
CHI	C0LUV0	CHI	24.679		OE	1000	0	1	3	0	essential_tightly_const	2	4.00597055545254e-09	4.00596983437684e-09	4.00597055545254e-09	4.00597055545294e-11	4.06021972272089e-11	4.00597055545294e-11	none	3
F3H	Q53B69	F3H	42.673		OE	1000	0	1	6	0	essential_tightly_const	2	0.00201681276641193	0.00201681276641234	0.00201681276641193	2.01681276641214e-05	2.0441430881706e-05	2.01681276641214e-05	none	3
FLS	C0LUV3	FLS	40.041		OE	1000	0	1	10	0	essential_tightly_const	2	8.48826921890545e-08	8.48826769101517e-08	8.48826921890545e-08	8.4882692189063e-10	8.60321802613626e-10	8.4882692189063e-10	none	3
YLR044C	P06169	PDC1	61.49468	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites	OE	12.1795796745867	7128	1	17	0	essential_tightly_const	2	8.69237333672934e-07	8.77171213639693e-07	8.71202148454288e-07	0	2.05922385282125e-07	2.05886303148684e-07	up_distinct	1
YAL038W	P00549	CDC19	54.54404	sce00010  Glycolysis / Gluconeogenesis sce00230  Purine metabolism sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	2.44669327099235	7081	1	6	0	essential	2	1.89889524097833e-06	2.03867842982916e-06	2.03819832082847e-06	0	8.80070341199356e-07	8.80034259028191e-07	up_distinct	1
