genes	enzymes	shortNames	MWs	actions	k_scores
YDR300C	P32264	PRO1	47.16164	1	1000
YOR323C	P54885	PRO2	49.73991	1	1000
YBR117C	P33315	TKL2	75.02862	1	81.1036474147046
YPR074C	P23254	TKL1	73.80488	1	68.5008623395648
YDR158W	P13663	HOM2	39.54334	1	20.4435281448324
YER052C	P10869	HOM3	58.10913	1	20.4435281448324
YJR139C	P31116	HOM6	38.50163	1	20.4435281448324
YJL121C	P46969	RPE1	25.96689	1	18.0897220390056
YGR248W	P53315	SOL4	28.44737	1	9.80254449859868
YGR256W	P53319	GND2	53.92235	1	9.80254449859868
YHR163W	P38858	SOL3	27.78417	1	9.80254449859868
YHR183W	P38720	GND1	53.54274	1	9.80254449859868
YNL241C	P11412	ZWF1	57.5209	1	9.80254449859868
YLR027C	P23542	AAT2	46.05711	1	7.23408064289927
YOR095C	Q12189	RKI1	28.25777	1	5.23169444205664
YBR218C	P32327	PYC2	130.16549	1	4.16615372342449
YGL062W	P11154	PYC1	130.09827	1	4.16615372261043
YNL036W	P53615	NCE103	24.85889	1	2.88882446270687
YDR384C		ATO3	NaN	1	1.90070763810293
YGR121C		MEP1	NaN	1	1.90070763810293
YNL142W		MEP2	NaN	1	1.90070763810293
YPR138C		MEP3	NaN	1	1.90070763810293
YAL038W	P00549	CDC19	54.54404	1	1.59005315029827
YOR347C	P52489	PYK2	55.19478	1	1.59005315029827
YGR254W	P00924	ENO1	46.81564	1	1.49605747315984
YHR174W	P00925	ENO2	46.91368	1	1.49605747315984
YKL152C	P00950	GPM1	27.60828	1	1.49605747315984
YMR323W	P42222	ERR3	47.31216	1	1.49605747315984
YOR393W	P0CX10	ERR1	47.32712	1	1.49605747315984
YPL281C	P0CX11	ERR2	47.32712	1	1.49605747315984
YOR283W	Q12040	YOR283W	26.17622	1	1.49605747315984
YAL062W	P39708	GDH3	49.62653	1	1.25323428656866
YOR375C	P07262	GDH1	49.56931	1	1.25323428656866
YCR012W	P00560	PGK1	44.73787	1	1.04165653707802
YGR192C	P00359	TDH3	35.74626	1	1.04165653707802
YJL052W	P00360	TDH1	35.74956	1	1.04165653707802
YJR009C	P00358	TDH2	35.84645	1	1.04165653707802
YDR516C	Q04409	EMI2	55.92028	1	1.00210770717789
YOR222W		ODC2	NaN	0	0.29366791415546
YPL134C		ODC1	NaN	0	0.29366791415546
YER069W	Q01217	ARG5,6	94.86823	0	0.29125747744853
YMR062C	Q04728	ARG7	47.84821	0	0.29125747744853
YOL140W	P18544	ARG8	46.68082	0	0.29125747744853
YOR130C		ORT1	NaN	0	0.29125747744853
YBL039C	P28274	URA7	64.70953	0	0.290778160653622
YJR103W	P38627	URA8	64.50989	0	0.290778160653622
YLR438W	P07991	CAR2	46.08557	0	0.288581558139758
YBR029C	P38221	CDS1	51.82218	0	0.288457833373184
YER070W	P21524	RNR1	99.56021	0	0.285179999999997
YIL066C	P21672	RNR3	97.51369	0	0.285179999999997
YJL026W	P09938	RNR2	46.14681	0	0.285179999999997
YGR180C	P49723	RNR4	40.05407	0	0.283805853658534
YDL066W	P21954	IDP1	48.18986	0	0.283593820156343
YOR175C	Q08548	ALE1	72.22714	0	0.28029902233861
YGL080W		MPC1	NaN	0	0.280139609806787
YGR243W		MPC3	NaN	0	0.280139609806787
YHR162W		MPC2	NaN	0	0.280139609806787
YBR221C	P32473	PDB1	40.0532	0	0.27690205745692
YER178W	P16387	PDA1	46.34261	0	0.27690205745692
YGR193C	P16451	PDX1	45.36125	0	0.27690205745692
YNL071W	P12695	LAT1	51.81762	0	0.27690205745692
YHR002W		LEU5	NaN	0	0.276550287635733
YDL052C	P33333	SLC1	33.88654	0	0.268228068530441
YPL061W	P54115	ALD6	54.41344	0	0.26754
YDR148C	P19262	KGD2	50.43011	0	0.267539999999994
YIL125W	P20967	KGD1	114.41496	0	0.267539999999994
YMR267W	P28239	PPA2	35.57213	0	0.232315256827424
YCR048W	P25628	ARE1	71.61215	0	0.220003558225421
YDR503C	Q04396	LPP1	31.58604	0	0.207961799827239
YNR019W	P53629	ARE2	74.022	0	0.207585615344794
YCL040W	P17709	GLK1	55.37689	0	0.169657182662629
YGL253W	P04807	HXK2	53.9419	0	0.169657182662629
YLR446W	Q06204	YLR446W	48.96875	0	0.169657182662629
YFR053C	P04806	HXK1	53.73784	0	0.169657182662625
YOR245C	Q08650	DGA1	47.71075	0	0.164378423017191
