genes	enzymes	shortNames	MWs	actions	k_scores	OE	minUsage	maxUsage	pUsage	foldChange	unique	conectivity	groups	priority
YDR158W	P13663	HOM2	39.54334	2	24.2423156760282	2	1.49436573763354e-06	1.49437689815795e-06	1.49436637889624e-06	1.000001000001	1	6	0	1
YER052C	P10869	HOM3	58.10913	2	24.2423156760282	2	1.24947244628345e-06	1.24948177796618e-06	1.24947298257742e-06	1.00000100000099	1	4	0	1
YJR139C	P31116	HOM6	38.50163	2	24.2423156760282	2	1.25610939755448e-05	1.25611877880532e-05	1.25610993669714e-05	1.000001000001	1	7	0	1
YJL121C	P46969	RPE1	25.96689	1	21.3853632176894	2	1.5199850606122e-06	0.00340992059208231	1.52016295765935e-06	1.00000100000087	1	2	0	1
YNL241C	P11412	ZWF1	57.5209	2	11.4975650833482	2	4.1365377104577e-07	4.1370424616324e-07	4.13701632895084e-07	1.00000100000099	1	5	0	1
YOR095C	Q12189	RKI1	28.25777	1	6.04388167413728	2	9.29476618702877e-06	0.00314137232533094	9.29581781910773e-06	1.00000100000099	1	2	0	1
YCR012W	P00560	PGK1	44.73787	1	1.05141089360616	2	8.11369202442519e-07	0.00197912488368654	8.11369202442626e-07	1.00000100000066	1	4	0	1
YDR516C	Q04409	EMI2	55.92028	2	1.02196434877995	2	1.86169435698152e-07	1.86180854128711e-07	1.86178e-07	1.00000100000099	1	4	0	1
YNR019W	P53629	ARE2	74.022	0	0.107676211825871	0	0	0.00119566604867443	0	1.000001000001	1	84	0	1
YDL052C	P33333	SLC1	33.88654	0	0.102210504635647	0	0	1.56384057806579e-06	0	1.000001000001	1	28	0	1
YOR245C	Q08650	DGA1	47.71075	0	0.0852643177388066	0	0	5.45786675972489e-08	0	1.000001000001	1	122	0	1
YCL040W	P17709	GLK1	55.37689	0	0	0	0	4.66349598829006e-11	0	1.000001000001	1	6	0	1
YLR446W	Q06204	YLR446W	48.96875	0	0	0	0	7.65146572224023e-09	0	1.00000100000099	1	20	0	1
YPR074C	P23254	TKL1	73.80488	1	81.5331248169123	2	0	0.00120168370214735	2.50055619823105e-06	1.00000100000096	0	10	1	2
YHR183W	P38720	GND1	53.54274	2	11.4975650833482	2	0	7.19209395779008e-06	7.19204841160121e-06	1.00000100000099	0	6	2	2
YHR163W	P38858	SOL3	27.78417	2	11.4975650833482	2	0	2.61792348236866e-05	2.61790690354903e-05	1.000001000001	0	5	3	2
YGL062W	P11154	PYC1	130.09827	2	4.78588806390488	2	0	4.95997000558438e-06	4.95911803186377e-06	1.000001000001	0	8	4	2
YAL038W	P00549	CDC19	54.54404	2	1.70199934774213	2	0	1.43039349479119e-06	1.43036595606511e-06	1.000001000001	0	6	5	2
YGR254W	P00924	ENO1	46.81564	1	1.58962259808255	2	0	0.00189197528096776	1.46032078418488e-06	1.000001000001	0	5	6	2
YOR375C	P07262	GDH1	49.56931	2	1.3057918192209	2	0	7.73034925198165e-06	7.73009093216824e-06	1.000001000001	0	8	7	2
YJL052W	P00360	TDH1	35.74956	1	1.05141089360616	2	0	0.00249072452542698	1.50159252353609e-05	1.00000100000101	0	8	8	2
YOR222W		ODC2	NaN	0	0.152081230946601	0	0	0	0	1.00000100000099	0	6	9	2
YPL134C		ODC1	NaN	0	0.152081230946601	0	0	0	0	1.00000100000099	0	6	9	2
YGL080W		MPC1	NaN	0	0.111026651972982	0	0	0	0	1.00000100000099	0	4	12	2
YGR243W		MPC3	NaN	0	0.111026651972982	0	0	0	0	1.00000100000099	0	4	12	2
YHR162W		MPC2	NaN	0	0.111026651972982	0	0	0	0	1.00000100000099	0	4	12	2
YFR053C	P04806	HXK1	53.73784	0	0	0	0	4.66349597390575e-11	0	1.000001000001	0	12	14	2
YGL253W	P04807	HXK2	53.9419	0	0	0	0	1.00852200563438e-10	0	1.00000100000099	0	12	14	2
YBL039C	P28274	URA7	64.70953	0	0.143679819060723	0	0	2.1640387557924e-08	0	1.00000100000099	0	12	10	3
YER070W	P21524	RNR1	99.56021	0	0.128354166666672	0	0	2.52976069534824e-07	0	1.000001000001	0	24	11	3
YIL066C	P21672	RNR3	97.51369	0	0.128354166666672	0	0	2.52976069535063e-07	0	1.000001000001	0	24	11	3
YJL026W	P09938	RNR2	46.14681	0	0.128354166666672	0	0	2.52976069535063e-07	0	1.000001000001	0	24	11	3
