genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YDR158W	P13663	HOM2	39.54334	sce00260  Glycine, serine and threonine metabolism sce00261  Monobactam biosynthesis sce00270  Cysteine and methionine metabolism sce00300  Lysine biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	2	20.4435281448324	tightly_const	2	1.04951961779653e-06	1.04952714310889e-06	1.049520066391e-06	1	6	0	1	1.00602291310225	1.00702526480263
YER052C	P10869	HOM3	58.10913	sce00260  Glycine, serine and threonine metabolism sce00261  Monobactam biosynthesis sce00270  Cysteine and methionine metabolism sce00300  Lysine biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	2	20.4435281448324	tightly_const	2	8.7752670697103e-07	8.77532998811812e-07	8.77527081810421e-07	1	4	0	1	1.00740959168853	1.00864470173905
YJR139C	P31116	HOM6	38.50163	sce00260  Glycine, serine and threonine metabolism sce00270  Cysteine and methionine metabolism sce00300  Lysine biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	20.4435281448324	tightly_const	2	8.82187955812908e-06	8.82194281074677e-06	8.82188332643367e-06	1	7	0	1	1.05132085246316	1.06031378711913
YJL121C	P46969	RPE1	25.96689	sce00030  Pentose phosphate pathway sce00040  Pentose and glucuronate interconversions sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	1	18.0897220390056	essential	2	1.0720011161692e-06	0.00320459442744739	1.07210853880303e-06	1	2	0	1	1.00640790122939	1.00747479988654
YNL241C	P11412	ZWF1	57.5209	sce00030  Pentose phosphate pathway sce00480  Glutathione metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	2	9.80254449859868	tightly_const	2	2.97500450632274e-07	2.97534389913859e-07	2.97529351876055e-07	1	5	0	1	1.00398851652448	1.00465073252283
YOR095C	Q12189	RKI1	28.25777	sce00030  Pentose phosphate pathway sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	1	5.23169444205664	essential	2	6.93363382760121e-06	0.00295074255365087	6.93426904960306e-06	1	2	0	1	1.04779967158567	1.05614264112128
YDR516C	Q04409	EMI2	55.92028	sce00010  Glycolysis / Gluconeogenesis sce00051  Fructose and mannose metabolism sce00052  Galactose metabolism sce00500  Starch and sucrose metabolism sce00520  Amino sugar and nucleotide sugar metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	2	1.00210770794612	essential	2	1.51437881019195e-07	1.86179440385243e-07	1.86118771797322e-07	1	4	0	1	1.00820473267127	1.00957364491442
YHR163W	P38858	SOL3	27.78417	sce00030  Pentose phosphate pathway sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	2	9.80254449859868	opt_isoenz_tight	2	0	1.88279983687205e-05	1.88276787508433e-05	1	5	0	2	1.13025326703524	1.15511825422628
YHR183W	P38720	GND1	53.54274	sce00030  Pentose phosphate pathway sce00480  Glutathione metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	2	9.80254449859868	opt_isoenz_tight	2	0	5.17252449190978e-06	5.17243668484043e-06	1	6	0	2	1.06673763854915	1.07863410962409
YGL062W	P11154	PYC1	130.09827	sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	4.16615372220341	opt_isoenz_tight	2	0	3.76833092666701e-06	3.76780218196522e-06	1	8	0	2	1.09303989630297	1.11010889191248
