genes	enzymes	shortNames	MWs	pathways	actions	k_scores	enz_pos	unique	conectivity	groups	EV_type	OE	minUsage	maxUsage	pUsage	minUsageBio	maxUsageBio	pUsageBio	EUV_comparison	priority
YGR155W	P32582	CYS4	56.02121	sce00260  Glycine, serine and threonine metabolism sce00270  Cysteine and methionine metabolism sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	51.5435904838811	7424	1	4	0	essential_tightly_const	2	3.49975978045053e-07	3.50146811983127e-07	3.50055942868637e-07	1.25237958986993e-08	1.2854830459124e-08	1.26787482461645e-08	up_distinct	1
YNL247W	P53852	YNL247W	87.52914	sce00970  Aminoacyl-tRNA biosynthesis	OE	51.5435904838811	7799	1	6	0	essential_tightly_const	2	7.30698666896912e-07	7.30698676832526e-07	7.30698666896912e-07	2.64653254147738e-08	2.64667230856017e-08	2.64653254147738e-08	up_distinct	1
YPR074C	P23254	TKL1	73.80488	sce00030  Pentose phosphate pathway sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	32.1572308739456	7314	1	10	0	production_opt	2	0	0.00104205568268015	1.10392552835405e-06	0	0.000969409190499183	1.40901560661739e-07	up_subset	2
YLL058W	Q12198	YLL058W	64.22244	sce00270  Cysteine and methionine metabolism sce00450  Selenocompound metabolism sce00920  Sulfur metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	16.9820777682994	7981	1	16	0	production_opt	2	0	0.0011964314016731	1.61274009344494e-07	0	0.00111392080713059	2.99299024265892e-08	up_subset	2
YJL121C	P46969	RPE1	25.96689	sce00030  Pentose phosphate pathway sce00040  Pentose and glucuronate interconversions sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	OE	11.2130340751576	7688	1	2	0	essential	2	6.71001914723766e-07	0.00295933542160252	6.71109370549443e-07	8.54521262375698e-08	0.00275500631162711	8.56582760850934e-08	up_overlaped	2
YCL050C	P16550	APA1	36.49211	sce00230  Purine metabolism sce00920  Sulfur metabolism	OE	7.37815845060387	7254	1	9	0	essential_tightly_const	2	1.01591715526764e-07	1.01644455234111e-07	1.01636458809259e-07	1.87753601882308e-08	1.88776125066305e-08	1.88621173833862e-08	up_distinct	1
YFR030W	P39692	MET10	114.82714	sce00920  Sulfur metabolism	OE	7.37815845060387	7603	0	6	1	essential_tightly_const	2	6.25455941723336e-08	6.25476495891255e-08	6.25455941723336e-08	1.1607471894571e-08	1.1611457346385e-08	1.1607471894571e-08	up_distinct	1
YKL001C	Q02196	MET14	23.06018	sce00230  Purine metabolism sce00920  Sulfur metabolism	OE	7.37815845060387	7840	1	5	0	essential_tightly_const	2	2.217521141041e-06	2.21769560836459e-06	2.217521141041e-06	4.11536810240044e-07	4.1187488541282e-07	4.11536810240044e-07	up_distinct	1
YOL064C	P32179	MET22	39.14886	sce00920  Sulfur metabolism sce01130  Biosynthesis of antibiotics	OE	7.37815845060387	7387	1	4	0	essential_tightly_const	2	8.87001084336365e-07	8.87085901248425e-07	8.87007753905558e-07	1.64601669720749e-07	1.64766024232711e-07	1.64614593721129e-07	up_distinct	1
YPR167C	P18408	MET16	30.3799	sce00920  Sulfur metabolism	OE	7.37815845060387	7268	1	7	0	essential_tightly_const	2	2.78774216768597e-06	2.78796149814177e-06	2.78774216768597e-06	5.1736080356942e-07	5.1778581255819e-07	5.1736080356942e-07	up_distinct	1
