genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate	FCC
YNL247W	P53852	YNL247W	87.52914	sce00970  Aminoacyl-tRNA biosynthesis	OE	51.5435904838527	tightly_const	2	7.30698666897567e-07	7.30698676828102e-07	7.30698666897567e-07	1	6	0	1	1.00114232567716	1.00295147161801	0
YKL001C	Q02196	MET14	23.06018	sce00230  Purine metabolism sce00920  Sulfur metabolism	OE	7.3781584506033	tightly_const	2	2.21752114104284e-06	2.21769560852649e-06	2.21752114104284e-06	1	5	0	1	1.0008680838999	1.00224192977042	0
YOL064C	P32179	MET22	39.14886	sce00920  Sulfur metabolism sce01130  Biosynthesis of antibiotics	OE	7.3781584506033	tightly_const	2	8.87001088606418e-07	8.87085901319516e-07	8.87007753906294e-07	1	4	0	1	1.00058934070891	1.00152137181218	0
YPR167C	P18408	MET16	30.3799	sce00920  Sulfur metabolism	OE	7.3781584506033	tightly_const	2	2.78774216768828e-06	2.78796149834168e-06	2.78774216768828e-06	1	7	0	1	1.00143845961544	1.00371834638999	0
YOR168W	P13188	GLN4	93.13159	sce00970  Aminoacyl-tRNA biosynthesis	OE	5.97920787954213	tightly_const	2	4.59662739943769e-06	4.59662791015252e-06	4.59662739943769e-06	1	6	0	1	1.00721068897888	1.01881112154245	0.0358144747831051
YER055C	P00498	HIS1	32.26611	sce00340  Histidine metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	OE	2.62639805412133	tightly_const	2	1.61871294247234e-06	1.61875438238319e-06	1.61871294247234e-06	1	4	0	1	1.00080105465304	1.0020685995293	0
YCL018W	P04173	LEU2	38.95257	sce00290  Valine, leucine and isoleucine biosynthesis sce00660  C5-Branched dibasic acid metabolism sce01110  Biosynthesis of secondary metabolites sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	OE	2.38088604792164	tightly_const	2	1.9823804390097e-06	1.98239367341471e-06	1.9823804390097e-06	1	5	0	1	1.00116625942871	1.00301342428279	0
YNL104C	P06208	LEU4	68.40819	sce00290  Valine, leucine and isoleucine biosynthesis sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	OE	2.38088604792164	tightly_const	2	1.30078494760164e-06	1.3009884347949e-06	1.30097974943223e-06	1	13	0	1	1.00134433759088	1.00347452806793	0
YPL160W	P26637	CDC60	124.14	sce00970  Aminoacyl-tRNA biosynthesis	OE	2.38088604792164	tightly_const	2	4.78414289829015e-07	4.78414412305388e-07	4.78414289829015e-07	1	6	0	1	1.00089680893902	1.00231622080139	0
YDR127W	P08566	ARO1	174.75305	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	OE	2.34180235546886	tightly_const	2	9.98493358043345e-07	9.98514137451847e-07	9.98493358043344e-07	1	14	0	1	1.00263092599388	1.00681367186712	0.0126672228668761
