genes	enzymes	shortNames	MWs	actions	k_scores	OE	minUsage	maxUsage	pUsage	foldChange	unique	conectivity	groups	priority
YDR300C	P32264	PRO1	47.16164	OE	1000	2	1.08874244392931e-07	1.09291021999675e-07	1.0902612724658e-07	1.00002751213749	1	4	0	1
YOR323C	P54885	PRO2	49.73991	OE	1000	2	1.41133500478585e-08	1.41606583520592e-08	1.41330231905917e-08	1.00000461574846	1	6	0	1
PTS	Q49SP3	PTS	64.199	OE	1000	2	0.00150366885682139	0.00150366885682139	0.00150366885682139	1.99178616393936	1	4	0	1
YOR283W	Q12040	YOR283W	26.17622	OE	2.27552779223377	2	6.12165042721796e-07	6.22912234124059e-07	6.19209100266939e-07	1.00008459584703	1	4	0	1
YMR205C	P16862	PFK2	104.61673	OE	1.22247899840407	2	7.26092327026757e-07	7.29240396030556e-07	7.29224521981169e-07	1.00039450071081	1	9	0	1
YCR012W	P00560	PGK1	44.73787	OE	1.20805791137578	2	9.69936927730393e-07	9.72162830637761e-07	9.7001676319959e-07	1.00022483549866	1	4	0	1
YBR196C	P12709	PGI1	61.29832	OE	1.16680705833911	2	3.82463458942314e-07	3.84219230009658e-07	3.82652945943904e-07	1.00012197898786	1	2	0	1
YLR438W	P07991	CAR2	46.08557	deletion	0	0	0	3.56826184534456e-13	0	1.00000100017065	1	4	0	1
YMR246W	P47912	FAA4	77.26612	deletion	0	0	0	1.33124881341177e-09	0	1.00000205161486	1	48	0	1
YOR317W	P30624	FAA1	77.86529	deletion	0	0	0	1.30651533130277e-09	0	1.00000204872057	1	52	0	1
YOR388C	Q08911	FDH1	41.7138	deletion	0	0	0	1.44549689215962e-09	0	1.00000161251903	1	4	0	1
YOL086C	P00330	ADH1	36.84874	OE	1000	2	4.41283753944526e-07	4.49565250318127e-07	4.49203591103788e-07	1.00008637038423	0	21	1	2
YLR044C	P06169	PDC1	61.49468	OE	16.0269696808434	2	3.18357542582379e-06	3.18662662909264e-06	3.18590165123382e-06	1.00101153878702	0	17	2	2
YAL038W	P00549	CDC19	54.54404	OE	2.44153915324445	2	2.05696928525567e-06	2.20600006661727e-06	2.20591515553342e-06	1.00062161483956	0	6	3	2
YGR254W	P00924	ENO1	46.81564	OE	2.27552779223377	2	2.0474176594126e-06	2.24466375609169e-06	2.24261293221035e-06	1.00054253975486	0	5	4	2
YLR354C	P15019	TAL1	37.0359	OE	1.25649032257971	2	3.44094744835977e-06	3.44532183675713e-06	3.44272947230428e-06	1.00065867276651	0	6	5	2
YJL052W	P00360	TDH1	35.74956	OE	1.20805791137578	2	1.79483438901008e-05	1.79546847413743e-05	1.7951999101521e-05	1.00331134027361	0	8	6	2
YLL052C		AQY2	NaN	deletion	0.131206021847022	0	0	0	0	1.00000098969329	0	2	8	2
YOR222W		ODC2	NaN	deletion	0.11367022350243	0	0	0	0	1.00000098969329	0	6	9	2
YER053C		PIC2	NaN	deletion	0.0178822050960519	0	0	0	0	1.00000098969329	0	4	12	2
YER070W	P21524	RNR1	99.56021	deletion	0	0	0	9.76624327280393e-10	0	1.00000199355976	0	24	15	2
YGR180C	P49723	RNR4	40.05407	deletion	0	0	0	2.50281298112492e-09	0	1.00000202466265	0	24	15	2
YIL066C	P21672	RNR3	97.51369	deletion	0	0	0	9.97409220497195e-10	0	1.00000199384996	0	24	15	2
YIL125W	P20967	KGD1	114.41496	deletion	0	0	0	4.18369070609379e-10	0	1.00000149381887	0	11	14	2
YJL026W	P09938	RNR2	46.14681	deletion	0	0	0	2.16237860395944e-09	0	1.00000202943347	0	24	15	2
YBL039C	P28274	URA7	64.70953	deletion	0.133931198022575	0	0	1.92930804509776e-08	0	1.00001387857847	0	12	7	3
YAL062W	P39708	GDH3	49.62653	deletion	0.0457772591160536	0	0	6.96803962013187e-07	0	1.0003577376491	0	8	10	3
YMR145C	P40215	NDE1	62.77345	deletion	0.0349155298528431	0	0	8.69440958249546e-08	0	1.00005730416536	0	6	11	3
YER081W	P40054	SER3	51.1927	deletion	0.0147515453332716	0	0	1.54898798917369e-08	0	1.00000917098718	0	6	13	3
