genes	enzymes	shortNames	MWs	actions	k_scores
YBL015W	P32316	ACH1	58.71137	1	1000
YBL098W	P38169	BNA4	52.42905	1	1000
YBR145W	P38113	ADH5	37.64764	1	1000
YBR252W	P33317	DUT1	15.30716	1	1000
YDR300C	P32264	PRO1	47.16164	1	1000
YDR428C	Q04066	BNA7	29.99102	1	1000
YEL041W	P32622	YEF1	55.87302	1	1000
YER170W	P26364	ADK2	25.19373	1	1000
YFR047C	P43619	BNA6	32.36461	1	1000
YGR010W	P53204	NMA2	44.90875	1	1000
YHR074W	P38795	QNS1	80.68505	1	1000
YJR025C	P47096	BNA1	20.23471	1	1000
YJR049C	P21373	UTR1	59.4686	1	1000
YJR078W	P47125	BNA2	50.77489	1	1000
YLR231C	Q05979	BNA5	51.03155	1	1000
YLR328W	Q06178	NMA1	45.85872	1	1000
YOL086C	P00330	ADH1	36.84874	1	1000
YOR323C	P54885	PRO2	49.73991	1	1000
YJR069C	P47119	HAM1	22.09268	1	1000
YDR452W	Q04119	PPN1	78.34335	1	1000
D12D	Q9Y8H5	D12D	46.001	1	1000
FAD3	D5KSD6	FAD3	47.718	1	1000
D6D	A0A1Y5I9G7	D6D	51.674	1	1000
D6E	D5KSD4	D6E	36.746	1	1000
D5D	HQ678517	D5D	59.89	1	1000
YGR087C	P26263	PDC6	61.57964	1	12.1710378360714
YLR044C	P06169	PDC1	61.49468	1	12.1710378360714
YLR134W	P16467	PDC5	61.91138	1	12.1710378360714
YOR347C	P52489	PYK2	55.19478	1	2.45263845263352
YAL038W	P00549	CDC19	54.54404	1	2.45263845263352
YGR254W	P00924	ENO1	46.81564	1	2.29693650227674
YHR174W	P00925	ENO2	46.91368	1	2.29693650227674
YKL152C	P00950	GPM1	27.60828	1	2.29693650227674
YMR323W	P42222	ERR3	47.31216	1	2.29693650227674
YOR393W	P0CX10	ERR1	47.32712	1	2.29693650227674
YPL281C	P0CX11	ERR2	47.32712	1	2.29693650227674
YOR283W	Q12040	YOR283W	26.17622	1	2.29693650227674
YLR354C	P15019	TAL1	37.0359	1	1.26521843568558
YGR043C	P53228	NQM1	37.25314	1	1.26521843568558
YGR240C	P16861	PFK1	107.96906	1	1.22843153855431
YKL060C	P14540	FBA1	39.62024	1	1.22843153855431
YMR205C	P16862	PFK2	104.61673	1	1.22843153855431
YDR050C	P00942	TPI1	26.79508	1	1.22769962982526
YCR012W	P00560	PGK1	44.73787	1	1.22638219004301
YGR192C	P00359	TDH3	35.74626	1	1.22638219004301
YJL052W	P00360	TDH1	35.74956	1	1.22638219004301
YJR009C	P00358	TDH2	35.84645	1	1.22638219004301
YBR196C	P12709	PGI1	61.29832	1	1.19340214799418
YER091C	P05694	MET6	85.85892	0	0.293884450454309
YGL125W	P53128	MET13	68.55958	0	0.293884450454309
YPL023C	P46151	MET12	73.94088	0	0.293884450454309
YDR502C	P19358	SAM2	42.2555	0	0.293827460547136
YER043C	P39954	SAH1	49.12498	0	0.293827460547136
YJR105W	P47143	ADO1	36.37191	0	0.293827460547136
YLR180W	P10659	SAM1	41.81793	0	0.293827460547136
YLL052C		AQY2	NaN	0	0.293141679226176
YPR192W		AQY1	NaN	0	0.293141679226176
YBR221C	P32473	PDB1	40.0532	0	0.292150655363452
YER178W	P16387	PDA1	46.34261	0	0.292150655363452
YGR193C	P16451	PDX1	45.36125	0	0.292150655363452
YNL071W	P12695	LAT1	51.81762	0	0.292150655363452
YGL202W	P53090	ARO8	56.17728	0	0.291571504737499
YLR027C	P23542	AAT2	46.05711	0	0.291538963990609
YHR137W	P38840	ARO9	58.52706	0	0.287228383072916
YKL085W	P17505	MDH1	35.64959	0	0.28644671291137
