genes	enzymes	shortNames	MWs	actions	k_scores	OE	minUsage	maxUsage	pUsage	foldChange	unique	conectivity	groups	priority
YBL098W	P38169	BNA4	52.42905	OE	1000	2	4.76661469618862e-08	4.7666197634891e-08	4.76661469618904e-08	1.00001366412811	1	7	0	1
YDR428C	Q04066	BNA7	29.99102	OE	1000	2	6.01010211770115e-10	6.02596246064306e-10	6.01010211769991e-10	1.00000109152976	1	5	0	1
YFR047C	P43619	BNA6	32.36461	OE	1000	2	1.61270881901804e-08	1.61271053326926e-08	1.61270881901822e-08	1.0000036450845	1	12	0	1
YGR155W	P32582	CYS4	56.02121	OE	1000	2	3.05607014539066e-08	3.14405672151014e-08	3.07447160076225e-08	1.00000972796031	1	4	0	1
YHR074W	P38795	QNS1	80.68505	OE	1000	2	1.51191517097674e-08	1.63423288649202e-08	1.5119151709766e-08	1.0000071818388	1	18	0	1
YJR025C	P47096	BNA1	20.23471	OE	1000	2	3.87049698550322e-09	3.87050055127186e-09	3.8704969855028e-09	1.00000139705783	1	4	0	1
YJR078W	P47125	BNA2	50.77489	OE	1000	2	8.06352667783804e-09	8.08480373283775e-09	8.06352667783724e-09	1.00000307489362	1	3	0	1
YLR231C	Q05979	BNA5	51.03155	OE	1000	2	2.76464418738162e-08	2.87564008825281e-08	2.76464418738134e-08	1.00000814947152	1	7	0	1
YNL241C	P11412	ZWF1	57.5209	OE	1000	2	2.07112519901669e-09	2.43775833658547e-09	2.22869138626837e-09	1.00000164980633	1	5	0	1
D12D	Q9Y8H5	D12D	46.001	OE	1000	2	0.000348345077040364	0.000348345492427018	0.000348345077040364	1.08837751280705	1	7	0	1
FAD3	D5KSD6	FAD3	47.718	OE	1000	2	0.000348345077040364	0.000348345077040365	0.000348345077040364	1.09197959793583	1	7	0	1
D6D	A0A1Y5I9G7	D6D	51.674	OE	1000	2	0.000348345077040364	0.000348345492427018	0.000348345077040364	1.10037031867747	1	9	0	1
D6E	D5KSD4	D6E	36.746	OE	1000	2	0.000348345077040364	0.000348345492427018	0.000348345077040364	1.06936362257925	1	11	0	1
D5D	HQ678517	D5D	59.89	OE	1000	2	0.000348345077040364	0.000348345492427018	0.000348345077040364	1.11821522580315	1	9	0	1
YDR380W	Q06408	ARO10	71.38357	OE	92.4717113348084	2	7.26363668758498e-09	7.95701721004614e-09	7.95594994490425e-09	1.0000038780591	1	4	0	1
YOR283W	Q12040	YOR283W	26.17622	OE	3.49854214894109	2	6.23872071101641e-07	6.34821042707632e-07	6.31050314639285e-07	1.00008470509686	1	4	0	1
YCR012W	P00560	PGK1	44.73787	OE	1.25345495534767	2	9.79355655988176e-07	9.8162342377598e-07	9.7943780687923e-07	1.0002230409676	1	4	0	1
YDR050C	P00942	TPI1	26.79508	OE	1.25021253253047	2	3.03138908078486e-08	3.40026142637189e-08	3.0318980608911e-08	1.0000051169018	1	2	0	1
YMR205C	P16862	PFK2	104.61673	OE	1.23892819247528	2	7.3357593102758e-07	7.36858165372637e-07	7.36768367148734e-07	1.00039158330038	1	9	0	1
YDR516C	Q04409	EMI2	55.92028	OE	1.00082574948966	2	1.85764954563518e-07	1.86184737758081e-07	1.86178e-07	1.0000537569619	1	4	0	1
YDR226W	P07170	ADK1	24.2546	deletion	0.123382898288946	0	0	6.44532482195867e-08	0	1.00001684364654	1	4	0	1
YJR130C	P47164	STR2	72.34965	deletion	0.0131263900393576	0	0	2.24710349772418e-09	0	1.00000264799595	1	11	0	1
YPR035W	P32288	GLN1	41.7656	deletion	0.0109248637886177	0	0	6.52062620610943e-10	0	1.00000126672552	1	7	0	1
YKL085W	P17505	MDH1	35.64959	deletion	5.52667383575138e-07	0	0	2.74280525299821e-09	0	1.00000199104672	1	5	0	1
YBR263W	P37292	SHM1	53.68589	deletion	0	0	0	2.84159222495274e-09	0	1.00000254640844	1	5	0	1
YCL040W	P17709	GLK1	55.37689	deletion	0	0	0	2.16771390720569e-09	0	1.00000221656091	1	6	0	1
YDR234W	P49367	LYS4	75.14989	deletion	0	0	0	1.31358022431026e-09	0	1.00000200045078	1	6	0	1
YDR300C	P32264	PRO1	47.16164	deletion	0	0	0	5.52711991642123e-10	0	1.00000126431597	1	4	0	1
YDR353W	P29509	TRR1	34.23767	deletion	0	0	0	1.10587925828187e-09	0	1.0000013840543	1	6	0	1
YER023W	P32263	PRO3	30.13145	deletion	0	0	0	9.17177099783352e-12	0	1.00000098310922	1	6	0	1
YER091C	P05694	MET6	85.85892	deletion	0	0	0	1.11929478967664e-09	0	1.00000197428543	1	7	0	1
YER152C	P10356	YER152C	49.48976	deletion	0	0	0	1.97575884534949e-09	0	1.00000199118227	1	6	0	1
