Annotation Cluster 1	Enrichment Score: 5.348972317542797
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Glycolysis	7	77.77777777777779	1.0813514952464684E-13	YMR205C, YDR516C, YDR050C, YJL052W, YGR254W, YCR012W, YAL038W	9	26	5914	176.91452991452994	3.2440716779547074E-12	3.2440544857394053E-12	3.2440544857394053E-12
GOTERM_BP_DIRECT	GO:0006096~glycolytic process	7	77.77777777777779	1.5701982811349656E-13	YMR205C, YDR516C, YDR050C, YJL052W, YGR254W, YCR012W, YAL038W	9	26	5557	166.23504273504275	4.709566070459914E-12	4.710594843404897E-12	4.396555187177904E-12
KEGG_PATHWAY	sce01200:Carbon metabolism	8	88.88888888888889	8.834436511074433E-10	YMR205C, YDR516C, YDR050C, YJL052W, YLR354C, YGR254W, YCR012W, YAL038W	8	114	2184	19.157894736842106	1.4135098314049799E-8	1.4135098417719093E-8	1.4135098417719093E-8
KEGG_PATHWAY	sce00010:Glycolysis / Gluconeogenesis	7	77.77777777777779	1.8540052481334382E-9	YMR205C, YDR516C, YDR050C, YJL052W, YGR254W, YCR012W, YAL038W	8	58	2184	32.94827586206897	2.9664084078007136E-8	1.4832041985067506E-8	1.4832041985067506E-8
KEGG_PATHWAY	sce01130:Biosynthesis of antibiotics	8	88.88888888888889	8.196479422952405E-8	YMR205C, YDR516C, YDR050C, YJL052W, YLR354C, YGR254W, YCR012W, YAL038W	8	215	2184	10.158139534883722	1.3114359006527465E-6	4.3714556922412824E-7	4.3714556922412824E-7
KEGG_PATHWAY	sce01230:Biosynthesis of amino acids	7	77.77777777777779	1.8956406466015208E-7	YMR205C, YDR050C, YJL052W, YLR354C, YGR254W, YCR012W, YAL038W	8	123	2184	15.536585365853659	3.033020722575941E-6	7.582562586406083E-7	7.582562586406083E-7
KEGG_PATHWAY	sce01110:Biosynthesis of secondary metabolites	8	88.88888888888889	7.709394452495535E-7	YMR205C, YDR516C, YDR050C, YJL052W, YLR354C, YGR254W, YCR012W, YAL038W	8	295	2184	7.403389830508475	1.2334959803017576E-5	2.4670062247985716E-6	2.4670062247985716E-6
GOTERM_BP_DIRECT	GO:0006094~gluconeogenesis	4	44.44444444444444	1.8779308322951485E-6	YDR050C, YJL052W, YGR254W, YCR012W	9	19	5557	129.98830409356725	5.633639091384701E-5	2.8168962484427226E-5	2.629103165213208E-5
UP_SEQ_FEATURE	binding site:Substrate	5	55.55555555555556	8.885718494816322E-6	YMR205C, YDR050C, YGR254W, YCR012W, YAL038W	9	114	5872	28.615984405458093	2.6653721183456103E-4	2.75457273339306E-4	2.75457273339306E-4
KEGG_PATHWAY	sce01100:Metabolic pathways	8	88.88888888888889	2.8345678122084807E-4	YMR205C, YDR516C, YDR050C, YJL052W, YLR354C, YGR254W, YCR012W, YAL038W	8	682	2184	3.2023460410557183	0.004525679512237812	7.558847499222615E-4	7.558847499222615E-4
