genes	enzymes	shortNames	MWs	actions	k_scores
bAS	Q9MB42	bAS	87.516	1	1000
YHR190W	P29704	ERG9	51.71933	1	28.5997649029166
YGR175C	P32476	ERG1	55.12537	1	28.5997649029166
YHR002W		LEU5	NaN	1	28.5993456918847
YJL167W	P08524	ERG20	40.48289	1	28.5993456918847
YNR043W	P32377	MVD1	44.11544	1	28.5993456918847
YML075C	P12683	HMG1	115.62448	1	28.5993456918847
YPL117C	P15496	IDI1	33.35113	1	28.5993456918847
YLR450W	P12684	HMG2	115.69085	1	28.5993456918847
YML126C	P54839	ERG13	55.01283	1	28.5993456918847
YMR220W	P24521	ERG8	50.45437	1	28.5993456918847
YMR208W	P07277	ERG12	48.45901	1	28.5993456918847
YPL028W	P41338	ERG10	41.72825	1	28.5993456918847
YBR221C	P32473	PDB1	40.0532	1	6.8916253494348
YER178W	P16387	PDA1	46.34261	1	6.8916253494348
YGR193C	P16451	PDX1	45.36125	1	6.8916253494348
YNL071W	P12695	LAT1	51.81762	1	6.8916253494348
YGL080W		MPC1	NaN	1	4.70634022446587
YGR243W		MPC3	NaN	1	4.70634022446587
YHR162W		MPC2	NaN	1	4.70634022446587
YAL038W	P00549	CDC19	54.54404	1	2.33197615769358
YOR347C	P52489	PYK2	55.19478	1	2.33197615769358
YCL040W	P17709	GLK1	55.37689	1	2.31609714985257
YGL253W	P04807	HXK2	53.9419	1	2.31609714985257
YLR446W	Q06204	YLR446W	48.96875	1	2.31609714985257
YFR053C	P04806	HXK1	53.73784	1	2.31609714985257
YHR174W	P00925	ENO2	46.91368	1	2.18417299974217
YKL152C	P00950	GPM1	27.60828	1	2.18417299974217
YMR323W	P42222	ERR3	47.31216	1	2.18417299974217
YOR393W	P0CX10	ERR1	47.32712	1	2.18417299974217
YPL281C	P0CX11	ERR2	47.32712	1	2.18417299974217
YGR254W	P00924	ENO1	46.81564	1	2.18417299974217
YOR283W	Q12040	YOR283W	26.17622	1	2.18417299974217
YML120C	P32340	NDI1	57.24915	1	1.57940672153705
YCR012W	P00560	PGK1	44.73787	1	1.16617333897496
YGR192C	P00359	TDH3	35.74626	1	1.16617333897496
YJL052W	P00360	TDH1	35.74956	1	1.16617333897496
YJR009C	P00358	TDH2	35.84645	1	1.16617333897496
YER069W	Q01217	ARG5,6	94.86823	0	0.293884178203773
YMR062C	Q04728	ARG7	47.84821	0	0.293884178203773
YOL140W	P18544	ARG8	46.68082	0	0.293884178203773
YOR130C		ORT1	NaN	0	0.293884178203773
YLR438W	P07991	CAR2	46.08557	0	0.293771169185585
YGR087C	P26263	PDC6	61.57964	0	0.289700719065299
YLR044C	P06169	PDC1	61.49468	0	0.289700719065299
YLR134W	P16467	PDC5	61.91138	0	0.289700719065299
YBL039C	P28274	URA7	64.70953	0	0.287607664555065
YJR103W	P38627	URA8	64.50989	0	0.287607664555065
YER070W	P21524	RNR1	99.56021	0	0.276500555563814
YIL066C	P21672	RNR3	97.51369	0	0.276500555563814
YJL026W	P09938	RNR2	46.14681	0	0.276500555563814
YGR180C	P49723	RNR4	40.05407	0	0.273774161283806
YCR048W	P25628	ARE1	71.61215	0	0.22000355801093
YDR503C	Q04396	LPP1	31.58604	0	0.20796179957139
YNR019W	P53629	ARE2	74.022	0	0.207585615096192
YHR144C	P06773	DCD1	35.64574	0	0.206502777818974
YOR245C	Q08650	DGA1	47.71075	0	0.164378422644288
YDL066W	P21954	IDP1	48.18986	0	0.0294
YDR148C	P19262	KGD2	50.43011	0	0.0293999999999691
YIL125W	P20967	KGD1	114.41496	0	0.0293999999999691
YGR208W	P42941	SER2	34.20684	0	0.028168976590448
YER081W	P40054	SER3	51.1927	0	0.028168976590448
YIL074C	P40510	SER33	51.18777	0	0.028168976590448
YOR184W	P33330	SER1	43.41501	0	0.028168976590448
YAL062W	P39708	GDH3	49.62653	0	0.0277236283623345
YOR375C	P07262	GDH1	49.56931	0	0.0277236283623345
YAL044C	P39726	GCV3	18.79276	0	0.0150214277287404
YDR019C	P48015	GCV1	44.46849	0	0.0150214277287404
YMR189W	P49095	GCV2	114.45033	0	0.0150214277287404
YLR058C	P37291	SHM2	52.21793	0	0.00915934059164232
YOR388C	Q08911	FDH1	41.7138	0	0.000785125173117924
YBR263W	P37292	SHM1	53.68589	0	0.000642826874040422
