genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YDR300C	P32264	PRO1	47.16164	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.10052947664041e-07	2.10441778853348e-07	2.10188074822914e-07	1	4	0	1	1.00015412058234	1.00015418395513
YKL184W	P08432	SPE1	52.28467	sce00330  Arginine and proline metabolism sce00480  Glutathione metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	2	1000	tightly_const	2	3.17274823691789e-08	3.19402084258351e-08	3.17274962182995e-08	1	4	0	1	1.00000916394177	1.00000916770934
YOR323C	P54885	PRO2	49.73991	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.72281493609922e-08	2.72614792627227e-08	2.72466152002226e-08	1	6	0	1	1.00002107082445	1.0000210794874
YJR069C	P47119	HAM1	22.09268	sce00230  Purine metabolism	1	1000	essential	2	2.42184208074016e-11	4.33446712736914e-09	1.5728024228112e-10	1	16	0	1	1.00000005402402	1.00000005404623
DsPMT1	Q70EW6	DsPMT1	37.727		2	1000	tightly_const	2	2.59251781887325e-08	2.59251781887844e-08	2.59251781887325e-08	1	4	0	1	1.00000540311594	1.00000540533732
PYKS	A0A3G4RHW3	PYKS	43.267		2	1000	tightly_const	2	0.000479719497204307	0.000479719497205266	0.000479719497204307	1	2	0	1	1.12950961338858	1.12956975711298
CYP82M3	A0A3G4RHY7	CYP82M3	59.479		2	1000	tightly_const	2	0.000479719497204307	0.000479719497205266	0.000479719497204307	1	2	0	1	1.18711660532996	1.18720793552308
TR1	P50162	TR1	29.617		2	1000	tightly_const	2	5.20528968320645e-09	5.20528968321686e-09	5.20528968320645e-09	1	5	0	1	1.00000085163649	1.00000085198662
PAL1	P35510	PAL1	78.726		2	1000	tightly_const	2	7.40307866056029e-08	7.40307866057509e-08	7.40307866056029e-08	1	3	0	1	1.00003219678104	1.00003221001841
4CL5	Q9LU36	4CL5	62.559		2	1000	tightly_const	2	2.26605587773293e-08	2.26605587773747e-08	2.26605587773293e-08	1	6	0	1	1.00000783126167	1.00000783448134
CS	A0A059Q4T4	CS	48.753		2	1000	tightly_const	2	0.000479719497204307	0.000479719497205266	0.000479719497204307	1	3	0	1	1.14836700995493	1.14843706183557
YDR050C	P00942	TPI1	26.79508	sce00010  Glycolysis / Gluconeogenesis sce00051  Fructose and mannose metabolism sce00562  Inositol phosphate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.22629777071819	essential	2	2.83338246483087e-08	3.17783412404818e-08	2.83375827424886e-08	1	2	0	1	1.00002611511358	1.00002612585046
YBR218C	P32327	PYC2	130.16549	sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	0	0.285853287959586	subOpt_isoenz	0	0	5.16830594551029e-07	0	0	8	2	2	1.00000364649299	0.999999939260931
YBL039C	P28274	URA7	64.70953	sce00240  Pyrimidine metabolism	0	0.258201785040243	subOpt_isoenz	0	0	3.67680459339493e-08	0	0	12	5	2	0.999999999195135	0.999999999194804
YMR145C	P40215	NDE1	62.77345	sce00NNN  None	0	0.211366061739581	subOpt_isoenz	0	0	8.28086208869869e-08	0	0	6	6	2	0.99999999999994	0.999999999999931
YER081W	P40054	SER3	51.1927	sce00260  Glycine, serine and threonine metabolism sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	0	0.0287970174518306	subOpt_isoenz	0	0	3.00473825240042e-08	0	0	6	13	2	0.999999999999963	0.999999999999948
YLR438W	P07991	CAR2	46.08557	sce00330  Arginine and proline metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	0	0	subOpt_isoenz	0	0	7.35418477153617e-12	0	1	4	0	2	1.00000234133706	0.999999944620319
YOR317W	P30624	FAA1	77.86529	sce00061  Fatty acid biosynthesis sce00071  Fatty acid degradation sce01212  Fatty acid metabolism sce04146  Peroxisome	0	0	subOpt_isoenz	0	0	1.25783734611671e-09	0	1	52	0	2	1.00000364649023	0.999999939260932
YOR388C	Q08911	FDH1	41.7138	sce00630  Glyoxylate and dicarboxylate metabolism sce01200  Carbon metabolism	0	0	subOpt_isoenz	0	0	1.644130142748e-09	0	1	4	0	2	1.00000345048019	0.999999940066116
YDR452W	Q04119	PPN1	78.34335	sce00NNN  None	1	1000	opt_isoenz	2	0	1.15449246907368e-09	1.59461388661699e-12	1	11	0	3	1.0000000019423	1.0000000019431
YKL060C	P14540	FBA1	39.62024	sce00010  Glycolysis / Gluconeogenesis sce00030  Pentose phosphate pathway sce00051  Fructose and mannose metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	1.22776710777464	opt_isoenz	2	0	3.91515206947107e-09	3.77701225220974e-09	1	7	0	3	0.999999999999953	0.99999999999995
YLL052C		AQY2	NaN		0	0.284143505860069		0	NaN	NaN	NaN	0	2	3	3	1	1
YPR192W		AQY1	NaN		0	0.284143505860069		0	NaN	NaN	NaN	0	2	3	3	1	1
YOR222W		ODC2	NaN		0	0.268284470147482		0	NaN	NaN	NaN	0	6	4	3	1	1
