genes	enzymes	shortNames	MWs	actions	k_scores
YBL015W	P32316	ACH1	58.71137	1	1000
YBR145W	P38113	ADH5	37.64764	1	1000
YBR252W	P33317	DUT1	15.30716	1	1000
YDR300C	P32264	PRO1	47.16164	1	1000
YER170W	P26364	ADK2	25.19373	1	1000
YOL086C	P00330	ADH1	36.84874	1	1000
YOR323C	P54885	PRO2	49.73991	1	1000
YJR069C	P47119	HAM1	22.09268	1	1000
YDR452W	Q04119	PPN1	78.34335	1	1000
crtE	Q1L6K3	crtE	42.153	1	1000
crtYB	Q7Z859	crtYB	74.736	1	1000
crtI	Q7Z858	crtI	65.066	1	1000
blh	Q4PNI0	blh	31.037	1	1000
ADH		ADH	NaN	1	1000
YAL038W	P00549	CDC19	54.54404	1	2.41315825263505
YOR347C	P52489	PYK2	55.19478	1	2.41315825263505
YGR254W	P00924	ENO1	46.81564	1	2.259467413177
YHR174W	P00925	ENO2	46.91368	1	2.259467413177
YKL152C	P00950	GPM1	27.60828	1	2.259467413177
YMR323W	P42222	ERR3	47.31216	1	2.259467413177
YOR393W	P0CX10	ERR1	47.32712	1	2.259467413177
YPL281C	P0CX11	ERR2	47.32712	1	2.259467413177
YOR283W	Q12040	YOR283W	26.17622	1	2.259467413177
YLR354C	P15019	TAL1	37.0359	1	1.23993430618521
YGR043C	P53228	NQM1	37.25314	1	1.23993430618521
YCR012W	P00560	PGK1	44.73787	1	1.21862189003393
YGR192C	P00359	TDH3	35.74626	1	1.21862189003393
YJL052W	P00360	TDH1	35.74956	1	1.21862189003393
YJR009C	P00358	TDH2	35.84645	1	1.21862189003393
YDR050C	P00942	TPI1	26.79508	1	1.21066279809029
YGL125W	P53128	MET13	68.55958	0	0.293884450454309
YPL023C	P46151	MET12	73.94088	0	0.293884450454309
YER091C	P05694	MET6	85.85892	0	0.293884450454309
YDR502C	P19358	SAM2	42.2555	0	0.293827460547136
YER043C	P39954	SAH1	49.12498	0	0.293827460547136
YJR105W	P47143	ADO1	36.37191	0	0.293827460547136
YLR180W	P10659	SAM1	41.81793	0	0.293827460547136
YNL036W	P53615	NCE103	24.85889	0	0.287955801948583
YBR218C	P32327	PYC2	130.16549	0	0.284980466415762
