genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage
YBL015W	P32316	ACH1	58.71137	sce00620  Pyruvate metabolism	1	1000	subOpt_isoenz	2	0	1.55209698529531e-09	0
YDR300C	P32264	PRO1	47.16164	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.1004529859143e-07	2.10441960152564e-07	2.10188074822914e-07
YER170W	P26364	ADK2	25.19373	sce00230  Purine metabolism sce00730  Thiamine metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	1	1000	subOpt_isoenz	2	0	3.66635699788764e-09	0
YOL086C	P00330	ADH1	36.84874	sce00010  Glycolysis / Gluconeogenesis sce00071  Fatty acid degradation sce00350  Tyrosine metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	2	1000	tightly_const	2	0.000571380127923119	0.000571382033631108	0.000571380127923119
YOR323C	P54885	PRO2	49.73991	sce00330  Arginine and proline metabolism sce00332  Carbapenem biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1000	tightly_const	2	2.72281532848192e-08	2.72794801861166e-08	2.72466152002226e-08
YJR069C	P47119	HAM1	22.09268	sce00230  Purine metabolism	1	1000	essential	2	2.41816808564874e-11	4.33734076232467e-09	1.5728024228112e-10
YDR452W	Q04119	PPN1	78.34335	sce00NNN  None	1	1000	opt_isoenz	2	0	1.15476041241775e-09	1.59461388661699e-12
crtE	Q1L6K3	crtE	42.153		2	1000	essential	2	3.61816538347437e-08	3.77896910002818e-08	3.77896910002063e-08
crtYB	Q7Z859	crtYB	74.736		2	1000	tightly_const	2	2.25966359878718e-06	2.2596635987917e-06	2.25966359878718e-06
crtI	Q7Z858	crtI	65.066		2	1000	tightly_const	2	0.00105811134800578	0.00105811134800789	0.00105811134800578
blh	Q4PNI0	blh	31.037		2	1000	tightly_const	2	4.28964060002341e-06	4.28964060003199e-06	4.28964060002341e-06
ADH		ADH	NaN		1	1000		2	NaN	NaN	NaN
